ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Salt conc."
,,,,,,,,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7410,"P 333/02, P333/02","DSM 12966, LMG 19580, NRRL B-24224, JCM 11569, CIP 107137, IAM 15188, KCTC 19915, NBRC 103072, NCIMB 14329",1,1,"Microbacterium foliorum",Microbacterium,foliorum,0-10
7429,,"DSM 18659, KCTC 19189, Gsoil 259, JCM 15304",1,1,"Microbacterium ginsengisoli",Microbacterium,ginsengisoli,<4
7455,,"DSM 24823, JCM 15516, KCTC 19526, DCY 37, NBRC 110802",1,1,"Microbacterium ginsengiterrae",Microbacterium,ginsengiterrae,01-08
7381,,"DSM 15944, LMG 19263, NCIMB 30129, DPC 5286, JCM 12075, CCM 7309, CIP 107184, IAM 15193, LMG S-19263, NBRC 103073, NRRL B-24242",1,1,"Microbacterium gubbeenense",Microbacterium,gubbeenense,0-10
158442,,"DSM 106431, CGMCC 1.16264, YJYP 303, KCTC 49100",1,1,"Microbacterium halophytorum",Microbacterium,halophytorum,0-15
,,,,,,,,2-4
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,1,"Microbacterium halotolerans",Microbacterium,halotolerans,0-10
,,,,,,,,0-15
,,,,,,,,5
7432,FCC-01,"DSM 19179, JCM 14558",1,1,"Microbacterium hatanonis",Microbacterium,hatanonis,0-2
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,1,"Microbacterium hominis",Microbacterium,hominis,0-6
,,,,,,,,10
,,,,,,,,8
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,1,"Microbacterium hydrocarbonoxydans",Microbacterium,hydrocarbonoxydans,0-4
,,,,,,,,02-04
,,,,,,,,10
,,,,,,,,3
,,,,,,,,6
,,,,,,,,8
7463,"SK 18","DSM 24662, JCM 14034, MTCC 7185",1,1,"Microbacterium immunditiarum",Microbacterium,immunditiarum,<3
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,1,"Microbacterium imperiale",Microbacterium,imperiale,0-8
,,,,,,,,10
,,,,,,,,7.5
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,1,"Microbacterium indicum",Microbacterium,indicum,<6
7447,DS-66,"DSM 23024, CCUG 54523, KCTC 19247, JCM 19115",1,1,"Microbacterium insulae",Microbacterium,insulae,0-5
,,,,,,,,0.75
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,1,"Microbacterium invictum",Microbacterium,invictum,5
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,1,"Microbacterium keratanolyticum",Microbacterium,keratanolyticum,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",1,1,"Microbacterium ketosireducens",Microbacterium,ketosireducens,0-4
,,,,,,,,10
,,,,,,,,8
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",1,1,"Microbacterium kitamiense",Microbacterium,kitamiense,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7428,JS53-2,"DSM 18332, CCUG 50754, CIP 108696, KCTC 19074, JCM 15305, NBRC 110803, NRRL B-24570",1,1,"Microbacterium koreense",Microbacterium,koreense,0-10
7442,,"DSM 19265, KCTC 19269, MSL 04, JCM 16950",1,1,"Microbacterium kribbense",Microbacterium,kribbense,0-3
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,1,"Microbacterium lacticum",Microbacterium,lacticum,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,7.5
,,,,,,,,8
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,1,"Microbacterium laevaniformans",Microbacterium,laevaniformans,0-10
,,,,,,,,5
23104,ViU22,"DSM 25044, ATCC BAA-2396, CCUG 62198, CIP 110791, NBRC 110788",1,1,"Microbacterium lemovicicum",Microbacterium,lemovicicum,0-4.5
,,,,,,,,0.5
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,1,"Microbacterium lindanitolerans",Microbacterium,lindanitolerans,0-2
,,,,,,,,10
7380,"Mbm 15","DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,1,"Microbacterium liquefaciens",Microbacterium,liquefaciens,0-4
,,,,,,,,10
,,,,,,,,5
,,,,,,,,6
,,,,,,,,8
7376,69,"DSM 20143, ATCC 51474, IFO 15074, NBRC 15074, NCIB 9568, NRRL B-24230, JCM 9174, CCM 4365, CCUG 43281, CIP 102086, IAM 15204, LMG 16207, NCIMB 9568, VTT E-97042",1,1,"Microbacterium luteolum",Microbacterium,luteolum,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7433,SC-087B,"DSM 19459, CCUG 54537, JCM 15576",1,1,"Microbacterium luticocti",Microbacterium,luticocti,0-10
,,,,,,,,2
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,1,"Microbacterium marinilacus",Microbacterium,marinilacus,4
,,,,,,,,<8
7409,"319, 572, MDB 319","DSM 12512, ATCC 19260, IFO 15779, NBRC 15779, NCIMB 1050, NRRL B-24223, JCM 11570, CECT 578, CIP 105733, IAM 15190, LMG 8374, NCIMB 559, NCMB 1050, NCMB 665, NCMB 689, VKM Ac-2079, VKM B-1170, VTT E-072693",1,1,"Microbacterium maritypicum",Microbacterium,maritypicum,0-6
,,,,,,,,10
,,,,,,,,8
7425,TNJL143-2,"DSM 17277, ATCC BAA-1032, CIP 108753, JCM 12611",1,1,"Microbacterium natoriense",Microbacterium,natoriense,0-6
,,,,,,,,10
,,,,,,,,3.5
,,,,,,,,8
,,,,,,,,<7
7466,7087,"DSM 24985, ACCC 03008, JCM 19553",1,1,"Microbacterium neimengense",Microbacterium,neimengense,0-3
7420,,"DSM 16091, NCIMB 14003, BAS 69, JCM 14341, CIP 108712, IAM 15236, NBRC 103075",1,1,"Microbacterium oleivorans",Microbacterium,oleivorans,0-8
,,,,,,,,02-04
,,,,,,,,10
,,,,,,,,3
23103,MB10,"DSM 23396, CIP 110793, JCM 16837",1,1,"Microbacterium oryzae",Microbacterium,oryzae,0-6
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,1,"Microbacterium oxydans",Microbacterium,oxydans,0-6
,,,,,,,,10
,,,,,,,,8
7427,US15,"DSM 16915, KCTC 19080, JCM 14308, NCIMB 14545, CIP 109197",1,1,"Microbacterium paludicola",Microbacterium,paludicola,1-6.5
7414,CF36,"DSM 15019, CCUG 46601, CIP 108082, NRRL B-24275, JCM 12372, IAM 15196, IFM 10517, LMG 23172, NBRC 103076, VTT E-072721",1,1,"Microbacterium paraoxydans",Microbacterium,paraoxydans,0-6
,,,,,,,,10
,,,,,,,,8
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,1,"Microbacterium phyllosphaerae",Microbacterium,phyllosphaerae,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7444,Shh49,"DSM 22239, CGMCC 1.6777, CIP 109927, JCM 14840",1,1,"Microbacterium profundi",Microbacterium,profundi,0-1
,,,,,,,,0-7.5
7454,,"DSM 25564, CCTCC M208212, NRRL B-24799, GIMN 1.002",1,1,"Microbacterium radiodurans",Microbacterium,radiodurans,0-7
7402,,"DSM 11986, CCUG 38312, CCM 4912, CIP 107265, JCM 11686, DMMZ 1710, IAM 15192, IFM 10515, LMG 22202, NBRC 103078, NRRL B-24216",1,1,"Microbacterium resistens",Microbacterium,resistens,0-6
,,,,,,,,10
,,,,,,,,8
24188,K-1,"DSM 28107, NBRC 108778, NCIMB 14782",1,1,"Microbacterium saccharophilum",Microbacterium,saccharophilum,0-1
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,1,"Microbacterium saperdae",Microbacterium,saperdae,0
,,,,,,,,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7377,"S 110, S110","DSM 20489, ATCC 51473, IFO 15075, NBRC 15075, NRRL B-24234, JCM 9175, CCM 4364, CCUG 43282, CIP 102087, IAM 15205, LMG 16153, VKM Ac-1946",1,1,"Microbacterium schleiferi",Microbacterium,schleiferi,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
7435,YM10-847,"DSM 18905, CIP 109809, JCM 15577, MBIC 08264, MBIC 07778, DSM 18904",1,1,"Microbacterium sediminicola",Microbacterium,sediminicola,3.5
,,,,,,,,<7
7467,YLB-01,"DSM 23767, CCTCC AB 2010363, JCM 19554, MCCC 1A06153",1,1,"Microbacterium sediminis",Microbacterium,sediminis,0-8
7448,,"DSM 23885, KCTC 19237, LMG 24010, DCY 17, JCM 17024",1,1,"Microbacterium soli",Microbacterium,soli,5
133022,SZDIS-1-1,"DSM 103422, CGMCC 1.15228",1,1,"Microbacterium sorbitolivorans",Microbacterium,sorbitolivorans,0
,,,,,,,,0-11.0
166435,,"CGMCC 1.16261, KCTC 49101, YZYP 306",1,1,"Microbacterium suaedae",Microbacterium,suaedae,0
,,,,,,,,0-15
158782,S2T63T,"MCC 2967, KACC 18715, LMG 29293",1,1,"Microbacterium telephonicum",Microbacterium,telephonicum,0-8
7400,A-1,"DSM 8610, ATCC 51476, CCM 4374, CIP 103816, IFO 15300, NBRC 15300, NRRL B-24214, JCM 9176, IAM 15209, LMG 16471, VKM Ac-1945",1,1,"Microbacterium terrae",Microbacterium,terrae,0-6
,,,,,,,,10
,,,,,,,,8
7366,88,"DSM 20449, ATCC 13345, CCM 2634, NCIB 8909, JCM 1342, BCRC 12362, CCUG 23845, CCUG 50755, CGMCC 1.1901, CIP 103038, HAMBI 1910, IAM 15187, IFO 12961, IMET 10504, KCTC 19034, KCTC 3391, LMG 17311, NBRC 12961, NCIMB 8909, NRRL B-1824, VKM Ac-2083",1,1,"Microbacterium terregens",Microbacterium,terregens,0
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,1,"Microbacterium testaceum",Microbacterium,testaceum,0-4
,,,,,,,,10
,,,,,,,,5
,,,,,,,,6
,,,,,,,,8
7398,114-2,"DSM 8608, ATCC 51475, CCM 4373, CIP 103817, IFO 15077, JCM 1358, NBRC 15077, NRRL B-24212, IAM 15206, LMG 16696, VKM Ac-1948",1,1,"Microbacterium trichothecenolyticum",Microbacterium,trichothecenolyticum,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
140585,T7528-3-6b,"JCM 28836, NCIMB 15039",1,1,"Microbacterium tumbae",Microbacterium,tumbae,0-1
,,,,,,,,8
7424,XIL02,"DSM 16931, CECT 5976, LMG 20991, JCM 14282, CIP 108339, IAM 15295, NCAIM B.02300, NCIMB 14309",1,1,"Microbacterium ulmi",Microbacterium,ulmi,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
158468,,"DSM 103157, KCTC 39802, CFH S00084",1,1,"Microbacterium ureisolvens",Microbacterium,ureisolvens,0-3
,,,,,,,,0-4
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,1,"Microbacterium xylanilyticum",Microbacterium,xylanilyticum,1-6.5
,,,,,,,,2.5
7462,G72,"DSM 23203, LMG 25521, JCM 18959",1,1,"Microbacterium yannicii",Microbacterium,yannicii,<2
133404,HSF11,"KCTC 52363, MCCC 1K03192",1,1,"Microbaculum marinum",Microbaculum,marinum,0.0-7.0
,,,,,,,,2
131070,2C-HV3,"DSM 100527, CGMCC 4.7281, JCM 31773",1,1,"Microbispora camponoti",Microbispora,camponoti,0
166360,Gxj-6,"CGMCC 4.7605, DSM 109712",1,1,"Microbispora cellulosiformans",Microbispora,cellulosiformans,0.0-4.0
160812,NEAU-HEGS1-5,"DSM 104648, CCTCC AA 2019030",1,1,"Microbispora fusca",Microbispora,fusca,0
,,,,,,,,0.0-1.0
,,,,,,,,0.0-2.5
16530,211020,"DSM 45428, CGMCC 4.5595, JCM 19666",1,1,"Microbispora hainanensis",Microbispora,hainanensis,0-1
16519,"FYU M-20","DSM 43839, ATCC 12950, CBS 189.57, CBS 307.61, IAM 0114, IFO 14044, IFO 3559, IMRU 3757, JCM 3006, KCC A-0006, NBRC 14044, NBRC 3559, NCIB 9560, RIA 477, RIA 763, BCRC 11622, CGMCC 4.1227, CGMCC 4.1339, CGMCC 4.5564, HUT 6622, IMET 9534, IMSNU 20075, KACC 20042, KCTC 9181, KCTC 9326, NCIMB 9560, NRRL B-2632, VKM Ac-634",1,1,"Microbispora rosea",Microbispora,rosea,2.5
23320,,"DSM 45498, BCC 14407, NBRC 104113, JCM 17237",1,1,"Microbispora siamensis",Microbispora,siamensis,0-2
160574,NEAU-D428,"DSM 109822, CGMCC 4.7523",1,1,"Microbispora sitophila",Microbispora,sitophila,0
159813,RTBAU4-9,"TBRC 7648, NBRC 113147",1,1,"Microbispora soli",Microbispora,soli,4
159804,NEAU-HRDPA2-9,"CGMCC 4.7399, DSM 104649, JCM 33405",1,1,"Microbispora triticiradicis",Microbispora,triticiradicis,0-1
,,,,,,,,0-3.5
140576,GHTF-23,"NBRC 112533, KCTC 52569",1,1,"Microbulbifer aestuariivivens",Microbulbifer,aestuariivivens,0.5-5.0
,,,,,,,,2
467,,"DSM 19200, JCM 14708, JAMB A3",1,1,"Microbulbifer agarilyticus",Microbulbifer,agarilyticus,2.5
,,,,,,,,<7
140780,CCB-MM1,"LMG 29920, JCM 31875",1,1,"Microbulbifer aggregans",Microbulbifer,aggregans,0.5-8
,,,,,,,,2-3
134278,ISL-39,"KCTC 12973, CCUG 54356",1,1,"Microbulbifer celer",Microbulbifer,celer,<15
133453,,"CGMCC 1.7063, JCM 15145, CN 85",1,1,"Microbulbifer donghaiensis",Microbulbifer,donghaiensis,0.5-6.0
,,,,,,,,3
133417,AM134,"KACC 18258, JCM 30400",1,1,"Microbulbifer echini",Microbulbifer,echini,1-8
,,,,,,,,2
464,,"DSM 6810, ATCC 10144, LMG 2182, NCIB 1141, CIP 108580, NCIMB 1141",1,1,"Microbulbifer elongatus",Microbulbifer,elongatus,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4-6
,,,,,,,,8
468,F-104,"DSM 18651, MBIC 03330",1,1,"Microbulbifer epialgicus",Microbulbifer,epialgicus,0.5-6.5
,,,,,,,,2
133864,GY2,"KACC 16189, JCM 17800",1,1,"Microbulbifer gwangyangensis",Microbulbifer,gwangyangensis,0-9
,,,,,,,,1.5
134326,,"CCTCC AB 206094, KCTC 12848, YIM 91118",1,1,"Microbulbifer halophilus",Microbulbifer,halophilus,01-20
,,,,,,,,10
164328,HB161719,"JCM 32688, CGMCC 1.13584",1,1,"Microbulbifer harenosus",Microbulbifer,harenosus,2-11
,,,,,,,,2-3
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,1,"Microbulbifer hydrolyticus",Microbulbifer,hydrolyticus,0
,,,,,,,,0.1-0.5
,,,,,,,,0.1-1
,,,,,,,,10
,,,,,,,,2-6
,,,,,,,,8
133869,DD13,"KCTC 23483, JCM 17729",1,1,"Microbulbifer mangrovi",Microbulbifer,mangrovi,0-10
,,,,,,,,3
133655,Y215,"CGMCC 1.10657, JCM 17211",1,1,"Microbulbifer marinus",Microbulbifer,marinus,0-7
,,,,,,,,2-3
130153,TF-17,"DSM 28870, CIP 108504, JCM 12187, KCCM 41774, BCRC 80067",1,1,"Microbulbifer maritimus",Microbulbifer,maritimus,0
,,,,,,,,2-10
,,,,,,,,2.0-10
,,,,,,,,3
133863,SPO729,"KCCM 42667, JCM 14507",1,1,"Microbulbifer pacificus",Microbulbifer,pacificus,01-07
,,,,,,,,2.5
140862,Cs16b,"CECT 8799, DSM 28920",1,1,"Microbulbifer rhizosphaerae",Microbulbifer,rhizosphaerae,0
,,,,,,,,1-2
,,,,,,,,1-6
,,,,,,,,10
138535,SM-1,"CIP 107899, JCM 11542, KCCM 41586",1,1,"Microbulbifer salipaludis",Microbulbifer,salipaludis,0
,,,,,,,,2-10
469,CC-LN1-12,"DSM 24146, CCM 7856, LMG 26125",1,1,"Microbulbifer taiwanensis",Microbulbifer,taiwanensis,3.5
,,,,,,,,<7
466,,"DSM 19189, JCM 14709, JAMB A94",1,1,"Microbulbifer thermotolerans",Microbulbifer,thermotolerans,1.5
,,,,,,,,<7
133474,Ni-2088,"MBIC 01082, ATCC 700307",1,1,"Microbulbifer variabilis",Microbulbifer,variabilis,0.5-7
,,,,,,,,2
133656,Y226,"CGMCC 1.10658, JCM 17212",1,1,"Microbulbifer yueqingensis",Microbulbifer,yueqingensis,0-10
,,,,,,,,2-3
7496,KSL-113,"DSM 19663, CIP 108920, KCTC 19126, JCM 15138, NBRC 106160",1,1,"Microcella alkalica",Microcella,alkalica,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
7493,Ac4r,"DSM 18851, CIP 108473, LMG 22690, KCTC 19624",1,1,"Microcella alkaliphila",Microcella,alkaliphila,0-6
,,,,,,,,10
,,,,,,,,8
7506,CW1,"DSM 23889, JCM 14730, KCTC 13142",1,1,"Microcella frigidaquae",Microcella,frigidaquae,0-3
,,,,,,,,10
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,1,"Microcella putealis",Microcella,putealis,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
140349,TSL3,"DSM 29785, NCAIM B.02604",1,1,"Micrococcoides hystricis",Micrococcoides,hystricis,1-2
,,,,,,,,1-8
7761,"WS 4601","DSM 23974, LMG 26183",1,1,"Micrococcus cohnii",Micrococcus,cohnii,0-10
,,,,,,,,5
7759,,"DSM 17945, KCTC 19156, YIM 56238, JCM 16951",1,1,"Micrococcus endophyticus",Micrococcus,endophyticus,0-10
,,,,,,,,5
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,1,"Micrococcus luteus",Micrococcus,luteus,15
,,,,,,,,5
24203,V3M1,"DSM 28110, CGMCC 1.7054, NBRC 104258, JCM 17489",1,1,"Micrococcus terreus",Micrococcus,terreus,0-2
,,,,,,,,1
7760,,"DSM 21948, CCTCC AA 208060, JCM 16547, YIM 65004, CCUG 59864",1,1,"Micrococcus yunnanensis",Micrococcus,yunnanensis,0-15
132512,7515T-26,"DSM 27139, KACC 17306",1,1,"Microlunatus aerolatus",Microlunatus,aerolatus,0-2
12612,AA-1042,"DSM 11053, IFO 16127, NBRC 16127, JCM 11651, IMSNU 22078, KACC 14501, KCTC 9822",1,1,"Microlunatus antarcticus",Microlunatus,antarcticus,5
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,1,"Microlunatus capsulatus",Microlunatus,capsulatus,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
132342,S3Af-1,"DSM 100019, CGMCC 4.7306, JCM 31774",1,1,"Microlunatus endophyticus",Microlunatus,endophyticus,0
,,,,,,,,0-2
,,,,,,,,3
24346,W6,"DSM 27985, CGMCC 4.6856, JCM 17701, KACC 17380",1,1,"Microlunatus flavus",Microlunatus,flavus,0-1
12626,,"DSM 17942, CIP 109594, KCTC 13940, Gsoil 633, JCM 16929, JCM 15306",1,1,"Microlunatus ginsengisoli",Microlunatus,ginsengisoli,04-05
,,,,,,,,4.5
132580,4Q3S-3,"DSM 100723, CGMCC 4.7307",1,1,"Microlunatus kandeliicorticis",Microlunatus,kandeliicorticis,0
,,,,,,,,0-5.0
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,1,"Microlunatus lacustris",Microlunatus,lacustris,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
12616,"FA2, M2_8","DSM 21742, NBRC 104964, KY 13138",1,1,"Microlunatus lucidus",Microlunatus,lucidus,0
,,,,,,,,0-2
132612,,"DSM 29529, KCTC 29689, NBRC 110715, CPCC 203993",1,1,"Microlunatus nigridraconis",Microlunatus,nigridraconis,0
,,,,,,,,0-5
12618,"FB1, O4_4","DSM 21744, NBRC 104966, KY 13159",1,1,"Microlunatus okinawensis",Microlunatus,okinawensis,0-4
12627,,"DSM 18662, KCTC 13058, Gsoil 954, JCM 16016",1,1,"Microlunatus panaciterrae",Microlunatus,panaciterrae,0-5
12619,"FB2, S20_27","DSM 21743, NBRC 104965, KY 13154",1,1,"Microlunatus sagamiharensis",Microlunatus,sagamiharensis,0-6
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,1,"Microlunatus soli",Microlunatus,soli,7.5
160441,,"DSM 103947, KCTC 39847, SYSU K12189",1,1,"Microlunatus speluncae",Microlunatus,speluncae,0-5
12615,"J14, Ben-107","DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247",1,1,"Microlunatus spumicola",Microlunatus,spumicola,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
166243,5R2A7,"LMG 30755, CECT 9656",1,1,"Micromonospora acroterricola",Micromonospora,acroterricola,0.0-1.0
24216,SP03-05,"DSM 46721, BCC 45620, NBRC 109075",1,1,"Micromonospora andamanensis",Micromonospora,andamanensis,0-4
,,,,,,,,3
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,1,"Micromonospora aurantiaca",Micromonospora,aurantiaca,5
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,1,"Micromonospora auratinigra",Micromonospora,auratinigra,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
161945,HSS6-8,"JCM 17126, TBRC 8927",1,1,"Micromonospora caldifontis",Micromonospora,caldifontis,0-3
8012,MC5-1,"DSM 45246, JCM 12873, KCTC 19332, PCU 267, TISTR 1564, CGMCC 4.5707, NBRC 106529, NRRL B-24766",1,1,"Micromonospora chaiyaphumensis",Micromonospora,chaiyaphumensis,<3
7885,1464-217L,"DSM 43026, ATCC 12452, CBS 269.62, IAM 14285, IFO 13503, JCM 3031, KCC A-0031, NBRC 13503, BCRC 11623, CECT 3195, CGMCC 4.1050, CGMCC 4.2101, HUT 6588, IFM 1108, IFO 12135, IMET 8209, IMSNU 20083, KCTC 9070, MTCC 329, NBRC 12135, NCIMB 12879, NRRL B-2344, VKM Ac-822",1,1,"Micromonospora chalcea",Micromonospora,chalcea,2.5
7981,,"DSM 44151, ATCC 53710, JCM 9459, IFO 15963, IMSNU 22023, NBRC 15963",1,1,"Micromonospora chersina",Micromonospora,chersina,2.5
7889,36,"DSM 43143, ATCC 27008, IFO 13504, KCC A-0175, NBRC 13504, JCM 3175, CBS 875.71, IFM 1280, IMET 8210, IMSNU 20084, KCTC 9368, NCIMB 12665, RIA 1560, VKM Ac-661",1,1,"Micromonospora coerulea",Micromonospora,coerulea,5
158459,LHW63014,"DSM 106193, CCTCC AA 2018012",1,1,"Micromonospora craniellae",Micromonospora,craniellae,0
,,,,,,,,4
166130,NA12,"DSM 100982, KCTC 39647",1,1,"Micromonospora craterilacus",Micromonospora,craterilacus,0-3
8021,"CR 30","DSM 45599, CECT 7891, JCM 31700",1,1,"Micromonospora cremea",Micromonospora,cremea,0
,,,,,,,,1
159690,13K206,"DSM 107532, JCM 32583",1,1,"Micromonospora deserti",Micromonospora,deserti,0-3
,,,,,,,,0-5
7982,LK2-10,"DSM 44814, JCM 12345, PCU 238, TISTR 1531, CIP 108667, NBRC 101912, NRRL B-24761",1,1,"Micromonospora eburnea",Micromonospora,eburnea,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
,,,,,,,,<4
