ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,1,Marinobacterium zhoushanense,Marinobacterium,zhoushanense,1,amikacin
,,,,,,,,1,bacitracin
,,,,,,,,1,cefazolin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,vancomycin
23735,SR-1,"DSM 28023, CECT 8130, LMG 26930",1,1,Marinococcus tarijensis,Marinococcus,tarijensis,1,(-)-anisomycin
,,,,,,,,1,aphidicolin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,nystatin
,,,,,,,,1,pravastatin
,,,,,,,,1,simvastatin
,,,,,,,,1,tetracycline
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,1,Marinomonas agarivorans,Marinomonas,agarivorans,1,tetracycline
158676,Yeongu 1-4,"KEMB 9005-327, MCCC 1K00609",1,1,Marinomonas algicida,Marinomonas,algicida,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,cycloheximide
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
140970,SAB-3,"JCM 31365, KCTC 52293, MTCC 12569",1,1,Marinomonas epiphytica,Marinomonas,epiphytica,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
137570,,"CIP 108051, JCM 11775, KMM 3633, NRIC 523, IAM 15010, NBRC 103029, NRIC 0523",1,1,Marinomonas primoryensis,Marinomonas,primoryensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
167342,GS-14,"KCTC 72401, MCCC 1K03622",1,1,Marisediminitalea mangrovi,Marisediminitalea,mangrovi,1,cefoperazone
,,,,,,,,1,doxycycline
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,vancomycin
140775,JC444,"KCTC 15554, DSM 103365",1,1,Marispirochaeta aestuarii,Marispirochaeta,aestuarii,1,fosfomycin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,1,Marivibrio halodurans,Marivibrio,halodurans,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,lomefloxacin
,,,,,,,,1,nalidixic acid
140928,AM-4,"KCTC 42776, CECT 8947",1,1,Marivivens donghaensis,Marivivens,donghaensis,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,polymyxin b
169990,P3165,"CCM 8693, LMG 31211",1,1,Massilia aquatica,Massilia,aquatica,1,aztreonam
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,1,Massilia buxea,Massilia,buxea,1,salinomycin
,,,,,,,,1,tetrazolium blue
167398,P5534,"CCM 8695, LMG 31212",1,1,Massilia frigida,Massilia,frigida,1,aztreonam
167415,P5902,"CCM 8733, LMG 31210",1,1,Massilia mucilaginosa,Massilia,mucilaginosa,1,aztreonam
,,,,,,,,1,cefixime
,,,,,,,,1,cephalothin
141155,PTW21,"BCRC 81061, CICC 24113",1,1,Massilia neuiana,Massilia,neuiana,1,aztreonam
,,,,,,,,1,lincomycin
,,,,,,,,1,lithium chloride
167414,P3094,"CCM 8692, LMG 31213",1,1,Massilia rubra,Massilia,rubra,1,aztreonam
,,,,,,,,1,cefixime
,,,,,,,,1,ceftazidime
,,,,,,,,1,cephalothin
11323,UR/MT95,"DSM 16850, CCUG 45783, CIP 105350",1,1,Massilia timonae,Massilia,timonae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140929,CAVIO,"CECT 8897, LMG 28941",1,1,Massilia violacea,Massilia,violacea,1,aztreonam
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifampicin
140555,MH,"KCCM 43214, JCM 31403, KFCC 11466P",1,1,Megasphaera hexanoica,Megasphaera,hexanoica,1,vancomycin
158428,AJH120,"DSM 106750, CCUG 71842",1,1,Megasphaera stantonii,Megasphaera,stantonii,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
,,,,,,,,1,virginiamycin
158578,KBB12,"KCTC 32230, JCM 18740",1,1,Melaminivora jejuensis,Melaminivora,jejuensis,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,1,Membranihabitans marinus,Membranihabitans,marinus,1,oxacillin
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,1,Mesonia maritima,Mesonia,maritima,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,oxacillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,1,Mesonia mobilis,Mesonia,mobilis,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
166507,U1602,"CNPSo 3140, ABIP 206, LMG 30305",1,1,Mesorhizobium atlanticum,Mesorhizobium,atlanticum,1,bacitracin
,,,,,,,,1,erythromycin
141121,,"ICMP 19560, LMG 28224, HAMBI 3609",1,1,Mesorhizobium calcicola,Mesorhizobium,calcicola,1,erythromycin
,,,,,,,,1,kanamycin
11891,Pr5,"DSM 17287, CECT 5336, LMG 19008, CIP 107324",1,1,Mesorhizobium chacoense,Mesorhizobium,chacoense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140544,CSLC115,"CECT 9168, LMG 29734",1,1,Mesorhizobium helmanticense,Mesorhizobium,helmanticense,1,ampicillin
,,,,,,,,1,cloxacillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,polymyxin b
11886,103,"DSM 6573, ATCC 51122, CCBAU 2609, IAM 14158, JCM 21036, HAMBI 1674, HAMBI 2035, IFO 15243, LMG 14107, NBRC 15243, OUT 30007, CIP 107328, ORS 1752T",1,1,Mesorhizobium huakuii,Mesorhizobium,huakuii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133271,,"MAFF 303099, LMG 29417, CECT 9101, JCM 21590, IAM 15132",1,1,Mesorhizobium japonicum,Mesorhizobium,japonicum,1,cloxacillin
,,,,,,,,1,erythromycin
141122,,"ICMP 19512, LMG 28222, HAMBI 3603",1,1,Mesorhizobium kowhaii,Mesorhizobium,kowhaii,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
11880,ORS664T,"DSM 2626, ATCC 700743, CCUG 56774, LMG 6125, IFO 14779, NBRC 14779, NZP 2213, JCM 21464, ATCC 33669, CCUG 27878, HAMBI 1129, IAM 14993, ICMP 4682, LMG 17826, NCIMB 12074, OUT 30009, CIP 107326",1,1,Mesorhizobium loti,Mesorhizobium,loti,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11888,UPM-Ca 36,"DSM 11555, ATCC 51670, JCM 21565, HAMBI 2096, IAM 15104, LMG 17148, NBRC 102497, CIP 107327, LMG 14994, ORS 2739T",1,1,Mesorhizobium mediterraneum,Mesorhizobium,mediterraneum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141124,,"ICMP 19545, LMG 28226, HAMBI 3607",1,1,Mesorhizobium newzealandense,Mesorhizobium,newzealandense,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
11892,,"DSM 21884, CIP 105884, JCM 21566, LMG 11892, NBRC 102498, ORS 1032, HAMBI 208, IAM 15105",1,1,Mesorhizobium plurifarium,Mesorhizobium,plurifarium,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133222,,"YIM M12096, CCTCC AB 2014219, KCTC 42205, JCM 30310",1,1,Mesorhizobium sediminum,Mesorhizobium,sediminum,1,oxacillin
141125,,"ICMP 19535, LMG 28223, HAMBI 3606",1,1,Mesorhizobium sophorae,Mesorhizobium,sophorae,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
141123,,"ICMP 19523, LMG 28227, HAMBI 3605",1,1,Mesorhizobium waitakense,Mesorhizobium,waitakense,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
158821,S1-3-7,"WYCCWR 10195, HAMBI 3692, LMG 30254",1,1,Mesorhizobium wenxiniae,Mesorhizobium,wenxiniae,1,chloramphenicol
158441,4NBBH2,"DSM 106860, JCM 32464",1,1,Mesosutterella multiformis,Mesosutterella,multiformis,1,bacitracin
,,,,,,,,1,colistin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
,,,,,,,,1,vancomycin
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,1,Metabacillus indicus,Metabacillus,indicus,1,amoxicillin
158497,HHB,"DSM 105918, JCM 32161",1,1,Methanofervidicoccus abyssi,Methanofervidicoccus,abyssi,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
132665,MobH,"DSM 21220, NBRC 104160",1,1,Methanomicrobium antiquum,Methanomicrobium,antiquum,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
133349,Z,"VKM B-3037, JCM 31401, CCUG 68999",1,1,Methylobacillus methanolivorans,Methylobacillus,methanolivorans,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,streptomycin
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,1,Methylobacterium hispanicum,Methylobacterium,hispanicum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7149,A 47,"DSM 1708, ATCC 29983, ICPB 4095, CCUG 16482, JCM 2829, CIP 101129, IFO 15688, LMG 5275, NBRC 15688, NCIMB 11561, NRRL B-14246, VTT E-981080",1,1,Methylobacterium mesophilicum,Methylobacterium,mesophilicum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
137677,DM 13,"CIP 104898, ATCC 51890, VKM B-2030",1,1,Ancylobacter multivorans,Ancylobacter,multivorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7171,TH-15,"DSM 8832, ATCC 51358, JCM 8240, CCM 4612, CIP 105328, IFO 15686, LMG 21752, NBRC 15686, NCIMB 13343, VKM B-2145",1,1,Methylorubrum aminovorans,Methylorubrum,aminovorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7168,,"DSM 5687, ATCC 43882, NCIMB 12249, CCUG 36915, CIP 103771, JCM 10891, IFO 15844, NBRC 15844, VKM B-2142",1,1,Methylorubrum rhodesianum,Methylorubrum,rhodesianum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141142,M48,"KEMB 224-262, JCM 30821",1,1,Paradevosia shaoguanensis,Paradevosia,shaoguanensis,1,ciprofloxacin
7370,,"DSM 20754, ATCC 4358, IFO 3750, NBRC 3750, NRRL B-24239, JCM 5884, CGMCC 1.1937, CIP 55.81, HAMBI 1892, IAM 1311, KCTC 3522, LMG 4009, NCDO 2276, NCIMB 8185, VKM Ac-1944",1,1,Microbacterium arborescens,Microbacterium,arborescens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7364,401,"CCUG 29000, DSM 20643, ATCC 13348, NCIB 9221, JCM 3877, BCRC 12361, CCTM 2716, CIP 102401, HAMBI 1871, HAMBI 1909, IAM 15203, IFO 15039, IMET 10367, JCM 11568, KCTC 3389, KCTC 3437, LMG 3028, NBIMCC 2370, NBRC 15039, NCIMB 9221, NRRL B-24238, VKM Ac-1415",1,1,Microbacterium flavescens,Microbacterium,flavescens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7381,,"DSM 15944, LMG 19263, NCIMB 30129, DPC 5286, JCM 12075, CCM 7309, CIP 107184, IAM 15193, LMG S-19263, NBRC 103073, NRRL B-24242",1,1,Microbacterium gubbeenense,Microbacterium,gubbeenense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,1,Microbacterium halotolerans,Microbacterium,halotolerans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,1,Microbacterium imperiale,Microbacterium,imperiale,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,1,Microbacterium keratanolyticum,Microbacterium,keratanolyticum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",1,1,Microbacterium kitamiense,Microbacterium,kitamiense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7377,"S 110, S110","DSM 20489, ATCC 51473, IFO 15075, NBRC 15075, NRRL B-24234, JCM 9175, CCM 4364, CCUG 43282, CIP 102087, IAM 15205, LMG 16153, VKM Ac-1946",1,1,Microbacterium schleiferi,Microbacterium,schleiferi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133022,SZDIS-1-1,"DSM 103422, CGMCC 1.15228",1,1,Microbacterium sorbitolivorans,Microbacterium,sorbitolivorans,1,azithromycin
,,,,,,,,1,ceftazidime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,fleroxacin
,,,,,,,,1,lomefloxacin
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,oxacillin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tetracycline
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,1,Microbacterium testaceum,Microbacterium,testaceum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7424,XIL02,"DSM 16931, CECT 5976, LMG 20991, JCM 14282, CIP 108339, IAM 15295, NCAIM B.02300, NCIMB 14309",1,1,Microbacterium ulmi,Microbacterium,ulmi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133404,HSF11,"KCTC 52363, MCCC 1K03192",1,1,Microbaculum marinum,Microbaculum,marinum,1,bacitracin
,,,,,,,,1,kanamycin
,,,,,,,,1,minocycline
,,,,,,,,1,nalidixic acid
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
140576,GHTF-23,"NBRC 112533, KCTC 52569",1,1,Microbulbifer aestuariivivens,Microbulbifer,aestuariivivens,1,ampicillin
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
140780,CCB-MM1,"LMG 29920, JCM 31875",1,1,Microbulbifer aggregans,Microbulbifer,aggregans,1,kanamycin
,,,,,,,,1,streptomycin
464,,"DSM 6810, ATCC 10144, LMG 2182, NCIB 1141, CIP 108580, NCIMB 1141",1,1,Microbulbifer elongatus,Microbulbifer,elongatus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,1,Microbulbifer hydrolyticus,Microbulbifer,hydrolyticus,1,penicillin g
,,,,,,,,1,streptomycin
,,,,,,,,1,vancomycin
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,1,Microcella putealis,Microcella,putealis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132580,4Q3S-3,"DSM 100723, CGMCC 4.7307",1,1,Microlunatus kandeliicorticis,Microlunatus,kandeliicorticis,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lithium chloride
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
,,,,,,,,1,rifamycin sv
,,,,,,,,1,sodium bromate
,,,,,,,,1,sodium butyrate
,,,,,,,,1,tetrazolium violet
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,1,Microlunatus lacustris,Microlunatus,lacustris,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166243,5R2A7,"LMG 30755, CECT 9656",1,1,Micromonospora acroterricola,Micromonospora,acroterricola,1,aztreonam
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifamycin sv
166130,NA12,"DSM 100982, KCTC 39647",1,1,Micromonospora craterilacus,Micromonospora,craterilacus,1,lincomycin
7500,SSWW-21,"DSM 18319, JCM 30550, KCTC 19185, SSWW 21",1,1,Microterricola gilva,Microterricola,gilva,1,1 % sodium lactate
,,,,,,,,1,lincomycin
,,,,,,,,1,lithium chloride
,,,,,,,,1,rifamycin sv
,,,,,,,,1,sodium butyrate
,,,,,,,,1,troleandomycin
7344,PON10,"DSM 22300, LMG 24222, MTCC 9128, CCUG 55700, JCM 15132, KCTC 19685",1,1,Microterricola pindariensis,Microterricola,pindariensis,1,1 % sodium lactate
10522,SGLY2,"DSM 15089, CIP 108159, LMG 18919, JCM 21462, IAM 14991",1,1,Microvirgula aerodenitrificans,Microvirgula,aerodenitrificans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133292,L6,"KEMB 2255-471, JCM 31223",1,1,Microvirgula curvata,Microvirgula,curvata,1,penicillin g
,,,,,,,,1,rifampicin
137567,,CIP 107820,1,1,Minibacterium massiliensis,Minibacterium,massiliensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166379,HWN-4,"LMG 28685, KTCC 42483",1,1,Roseateles chitinivorans,Roseateles,chitinivorans,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,azithromycin
,,,,,,,,1,cefaclor
,,,,,,,,1,cefadroxil
,,,,,,,,1,cefoperazone
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftazidime
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
158764,HZ7,"JCM 31671, CCTCC AB 2014353",1,1,Roseateles noduli,Roseateles,noduli,1,piperacillin
4983,2896-78,"DSM 5076, ATCC 35017, CCUG 51928, NCTC 12132, LMG 10145, JCM 5895, CDC 2896-78, CIP 103034",1,1,Moellerella wisconsensis,Moellerella,wisconsensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140166,"784B1_12E-Caso, 784 B1_12 E-Caso","DSM 29388, CIP 110830, LMG 28502",1,1,Moheibacter stercoris,Moheibacter,stercoris,1,sulfamethoxazole
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
,,,,,,,,1,tyrosine
140420,C7,"DSM 100241, LMG 28800",1,1,Monaibacterium marinum,Monaibacterium,marinum,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
,,,,,,,,1,vancomycin
140704,MIMtkB18,"KCTC 42635, MCCC 1K00571, DSM 109489",1,1,Mongoliimonas terrestris,Mongoliimonas,terrestris,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
,,,,,,,,1,lincomycin
,,,,,,,,1,metronidazole
,,,,,,,,1,oxacillin
,,,,,,,,1,sulfamethoxazole
4986,"M 11, 33 M","DSM 30164, ATCC 25830, IFO 3848, LMG 7874, NBRC 3848, NCIB 235, NCTC 235, WDCM 00112, CCUG 6328, JCM 1672, ATCC 8076H, BCRC 10706, CECT 173, CGMCC 1.6767, CIP 103763, CIP A231, KACC 13822, NBRC 105691, NCCB 73065, NCIMB 235",1,1,Morganella morganii,Morganella,morganii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4988,"AB 2048, 11812, 8103-85","DSM 14850, ATCC 49948, JCM 16939, CCUG 30886, CDC 8103-85, CCM 4350, CIP 103648, NCTC 12357",1,1,Morganella morganii subsp. sibonii,Morganella,morganii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133346,YH6,"KCTC 42594, MCCC 1H00122",1,1,Motilimonas eburnea,Motilimonas,eburnea,1,acetylspiramycin
,,,,,,,,1,clindamycin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxydiazine
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
158597,TAPP7,"BCRC 80976, LMG 29556, KCTC 52238",1,1,Mucilaginibacter amnicola,Mucilaginibacter,amnicola,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
,,,,,,,,1,sulfamerazine
,,,,,,,,1,trimethoprim
133251,S14-88,"CCTCC AB 2015321, KCTC 52232",1,1,Mucilaginibacter antarcticus,Mucilaginibacter,antarcticus,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
166292,F01003,"KCTC 62991, CCTCC AB 2019023",1,1,Mucilaginibacter gilvus,Mucilaginibacter,gilvus,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,penicillin
,,,,,,,,1,tobramycin
166098,ZR32,"KCTC 62193, CCTCC AB 2017285",1,1,Mucilaginibacter hurinus,Mucilaginibacter,hurinus,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin
,,,,,,,,1,piperacillin
14134,TPT56,"DSM 18603, ATCC BAA-1394, VKM B-2446",1,1,Mucilaginibacter paludis,Mucilaginibacter,paludis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
140897,TTM-1,"LMG 28454, KCTC 42273",1,1,Mucilaginibacter roseus,Mucilaginibacter,roseus,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
140679,EF23,"CGMCC 1.15913, KCTC 52516",1,1,Mucilaginibacter rubeus,Mucilaginibacter,rubeus,1,aztreonam
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifamycin sv
,,,,,,,,1,tetrazolium blue
,,,,,,,,1,troleandomycin
,,,,,,,,1,vancomycin
140778,,"LMG 29437, CCM 8645",1,1,Mucilaginibacter terrae,Mucilaginibacter,terrae,1,ampicillin
,,,,,,,,1,aztreonam
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefixime
,,,,,,,,1,ceftazidime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,piperacillin
,,,,,,,,1,polymyxin b
132970,yx-36,"DSM 26809, CCTCC AB 2012880",1,1,Mucilaginibacter yixingensis,Mucilaginibacter,yixingensis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefixime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,vancomycin
159871,L2,"CCTCC AB 2017193, KCTC 62196",1,1,Muricauda iocasae,Muricauda,iocasae,1,Amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,doxycycline
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,1,Muricauda ruestringensis,Muricauda,ruestringensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
8547,BD,"DSM 45149, CCUG 50184, CIP 108541, JCM 15297, BCRC 16915",1,1,Mycobacterium abscessus subsp. bolletii,Mycobacterium,abscessus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140371,RW6,"DSM 104277, CIP 111198",1,1,Mycobacterium aquaticum,Mycobacterium,aquaticum,1,imipenem
,,,,,,,,1,tobramycin
140779,S-I-6,"KACC 17600, NBRC 109805, NCAIM B 02535",1,1,Mycobacterium aquiterrae,Mycobacterium,aquiterrae,1,amoxicillin
,,,,,,,,1,amphotericin b
,,,,,,,,1,bacitracin
,,,,,,,,1,capreomycin
,,,,,,,,1,cycloheximide
,,,,,,,,1,fosfomycin
,,,,,,,,1,gramicidin s
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nystatin
138449,N7,"CIP 108545, CCUG 50398",1,1,Mycobacterium barrassiae,Mycobacterium,barrassiae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159823,MOTT36W,"KCTC 29127, JCM 32454",1,1,Mycobacterium chelonae subsp. gwanakae,Mycobacterium,chelonae,1,clarithromycin
158425,,"DSM 105360, TBL 1200985, ATCC TSD-117",1,1,Mycobacterium decipiens,Mycobacterium,decipiens,1,ciprofloxacin
,,,,,,,,1,rifampicin
140369,X82,"DSM 44358, CECT 8775",1,1,Mycobacterium eburneum,Mycobacterium,eburneum,1,amikacin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chlortetracyclin
,,,,,,,,1,potassium tellurite
,,,,,,,,1,sodium bromate
,,,,,,,,1,sodium chloride
