ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
140771,BSker3,"JCM 31343, UNIQEM U1010",1,1,"Longimonas haloalkaliphila",Longimonas,haloalkaliphila,8
158778,X5,"CGMCC 4.7317, NBRC 112237",1,1,"Longivirga aurantiaca",Longivirga,aurantiaca,1
166204,B210,"KCTC 42951, CGMCC 1.16770",1,1,"Lujinxingia litoralis",Lujinxingia,litoralis,1-3
159925,SEH01,"DSM 101859, KCTC 42950",1,1,"Lujinxingia sediminis",Lujinxingia,sediminis,1-3
133254,JC344,"KCTC 42988, LMG 29259",1,1,"Lunatimonas salinarum",Lunatimonas,salinarum,2.0-4.0
162196,Gr-4,"JCM 18203, KACC 16614",1,1,"Luteimonas granuli",Luteimonas,granuli,1-2
140926,CC-VAM-7,"BCRC 80558, JCM 18792",1,1,"Luteimonas pelagia",Luteimonas,pelagia,1-3
140846,THG-MD21,"KACC 18131, JCM 30122",1,1,"Luteimonas terrae",Luteimonas,terrae,0.5-1.5
166355,WF-2,"KCTC 62441, CGMCC 1.13633",1,1,"Luteimonas weifangensis",Luteimonas,weifangensis,0.3-1
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,1,"Luteitalea pratensis",Luteitalea,pratensis,0.5-1.0
133373,"GKX, A1600","MCCC 1K03193, KCTC 52361",1,1,"Luteolibacter flavescens",Luteolibacter,flavescens,2
133362,OITF-20,"KCTC 52501, NBRC 112458",1,1,"Lutibacter litorisediminis",Lutibacter,litorisediminis,0.5-1.0
132984,LP1,"DSM 100437, JCM 30586, JCM 30585",1,1,"Lutibacter profundi",Lutibacter,profundi,1
166436,GH1-34,"KCTC 52847, NBRC 113277",1,1,"Lutibaculum pontilimi",Lutibaculum,pontilimi,0.3-0.5
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,1,"Lutimaribacter marinistellae",Lutimaribacter,marinistellae,1
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,1,"Lysinibacillus alkalisoli",Lysinibacillus,alkalisoli,2.0-3.0
1538,10a,"DSM 17140, ATCC BAA-1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,1,"Lysinibacillus boronitolerans",Lysinibacillus,boronitolerans,2.0-3.0
133170,RS-LYSO-3,"CCIC 23922, JCM 31042, CICC 23922",1,1,"Lysobacter erysipheiresistens",Lysobacter,erysipheiresistens,<0.5
141138,KTCe-2,"JCM 18204, KACC 16618",1,1,"Lysobacter hankyongensis",Lysobacter,hankyongensis,0.5-2
158751,D-14,"KEMB 9005-572, KACC 19173, JCM 31917",1,1,"Lysobacter olei",Lysobacter,olei,0.5-1.0
141139,7C-9,"JCM 18205, KACC 16617",1,1,"Lysobacter sediminicola",Lysobacter,sediminicola,0.5-2
164449,17J68-2,"JCM 33058, KCTC 62237",1,1,"Lysobacter segetis",Lysobacter,segetis,1.0-2.0
166520,C8-1,"KCTC 62034, CGMCC 1.16271",1,1,"Lysobacter tabacisoli",Lysobacter,tabacisoli,2-5
133084,"KM 45013","DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,1,"Macrococcus canis",Macrococcus,canis,2
141072,MM-10,"KCTC 42721, CECT 8898",1,1,"Maliponia aquimaris",Maliponia,aquimaris,0.2-1.0
158538,M11-4,"MCCC 1K03312, JCM 32104",1,1,"Mangrovitalea sediminis",Mangrovitalea,sediminis,0.5-2
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,1,"Mannheimia pernigra",Mannheimia,pernigra,0.2-1
141154,B1,"CGMCC 1.15508, KCTC 52882, MCCC 1K03318",1,1,"Maribacter cobaltidurans",Maribacter,cobaltidurans,1-2
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,1,"Maribacter litoralis",Maribacter,litoralis,2-3
133148,HPTF-2,"KCTC 52251, NBRC 112297",1,1,"Maribacter litorisediminis",Maribacter,litorisediminis,1.0-2.0
159865,HMF3635,"KCTC 52399, NBRC 112671",1,1,"Maribacter maritimus",Maribacter,maritimus,0.5-0.7
140774,CBA3204,"KACC 17671, JCM 19533",1,1,"Maribacter pelagius",Maribacter,pelagius,1-2
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,1,"Maribellus luteus",Maribellus,luteus,0.8-1.0
167419,Y2-1-60,"MCCC 1K04285, KCTC 72884",1,1,"Maribellus sediminis",Maribellus,sediminis,1
160214,GH1-19,"DSM 106292, KCTC 62376",1,1,"Marimonas lutisalis",Marimonas,lutisalis,0.1-0.2
140894,Z1,"ATCC BAA-2617, CICC 10859",1,1,"Marinagarivorans algicola",Marinagarivorans,algicola,1-1.3
133223,H2,"MCCC 1K02279, KCTC 42964",1,1,"Marinibaculum pumilum",Marinibaculum,pumilum,0.1-0.2
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,1,"Marinicaulis flavus",Marinicaulis,flavus,0.5-1
132977,sw153,"DSM 25600, CGMCC 1.12181, JCM 18208",1,1,"Marinicella pacifica",Marinicella,pacifica,0.4-0.5
159708,F2,"KCTC 42953, MCCC 1H00149",1,1,"Marinicella sediminis",Marinicella,sediminis,1
133197,FB208,"KCTC 42591, MCCC 1H00113",1,1,"Marinifilum albidiflavum",Marinifilum,albidiflavum,1
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,1,"Marinilabilia rubra",Marinilabilia,rubra,<1
158685,,"KCCM 43216, JCM 31588, MEBiC 09412",1,1,"Marinirhabdus citrea",Marinirhabdus,citrea,0.5-1
132988,NH83,"DSM 101478, CGMCC 1.15462",1,1,"Marinirhabdus gelatinilytica",Marinirhabdus,gelatinilytica,1-2
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,1,"Marinobacter adhaerens",Marinobacter,adhaerens,1.0-2.0
140701,M6-53,"CECT 9228, LMG 30006",1,1,"Marinobacter aquaticus",Marinobacter,aquaticus,0.5-1
480,114-50-11,"DSM 15401, KMM 3840",1,1,"Marinobacter bryozoorum",Marinobacter,bryozoorum,2-3
483,SW-156,"DSM 16072, JCM 12324, KCTC 12184, CIP 108614",1,1,"Marinobacter daepoensis",Marinobacter,daepoensis,1-2
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,1,"Marinobacter flavimaris",Marinobacter,flavimaris,1-2
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,1,"Marinobacter fuscus",Marinobacter,fuscus,1-2
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,1,"Marinobacter lipolyticus",Marinobacter,lipolyticus,2-3
473,"SP. 17","DSM 8798, ATCC 49840, CIP 103578",1,1,"Marinobacter nauticus",Marinobacter,nauticus,2-4
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,1,"Marinobacter oulmenensis",Marinobacter,oulmenensis,2.0-3.0
158675,,"KCTC 52545, MCCC 1H00176, HJR 7",1,1,"Marinobacter salexigens",Marinobacter,salexigens,0.5-1.5
491,NKSG1,"DSM 21262",1,1,"Marinobacter santoriniensis",Marinobacter,santoriniensis,7
170942,F01,"MCCC 1H00290, KCTC 52700",1,1,"Marinobacter vulgaris",Marinobacter,vulgaris,1-3
158614,ST58-10,"KCTC 52193, NBRC 112103",1,1,"Marinobacterium aestuarii",Marinobacterium,aestuarii,2
140860,DB-1,"KCTC 42778, NBRC 111756",1,1,"Marinobacterium aestuariivivens",Marinobacterium,aestuariivivens,1-2
164154,DMHB-2,"JCM 31902, KACC 19225",1,1,"Marinobacterium boryeongense",Marinobacterium,boryeongense,1-1.5
460,"mano11, 30.101","DSM 17586, KCTC 12240",1,1,"Marinobacterium halophilum",Marinobacterium,halophilum,2-3
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,1,"Marinobacterium profundum",Marinobacterium,profundum,0.5
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,1,"Marinobacterium zhoushanense",Marinobacterium,zhoushanense,0.5-1.0
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,1,"Marinococcus halotolerans",Marinococcus,halotolerans,1.5-1.8
158676,"Yeongu 1-4","KEMB 9005-327, MCCC 1K00609",1,1,"Marinomonas algicida",Marinomonas,algicida,1
168658,F3212,"KCTC 52892, MCCC 1H00198",1,1,"Marinospirillum perlucidum",Marinospirillum,perlucidum,1.5
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,1,"Maribacter aurantiacus",Maribacter,aurantiacus,0.4-1.7
167342,GS-14,"KCTC 72401, MCCC 1K03622",1,1,"Marisediminitalea mangrovi",Marisediminitalea,mangrovi,1-3
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,1,"Marivibrio halodurans",Marivibrio,halodurans,2.8-4.2
140594,JK11,"NCIMB 1429, NBRC 15981",1,1,"Marivirga harenae",Marivirga,harenae,2-4
140928,AM-4,"KCTC 42776, CECT 8947",1,1,"Marivivens donghaensis",Marivivens,donghaensis,1.5-3
158611,HSLHS2,"KCTC 52588, MCCC 1A06712",1,1,"Marivivens niveibacter",Marivivens,niveibacter,1-2
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,1,"Nocardioides marmoriginsengisoli",Nocardioides,marmoriginsengisoli,0.5-1
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,1,"Nocardioides pocheonensis",Nocardioides,pocheonensis,0.5-1
166469,ZX-21,"MCCC 1K03431, KCTC 62160",1,1,"Marortus luteolus",Marortus,luteolus,0.2-0.8
531,MACL11,"DSM 17316, CECT 5861, LMG 22193, CIP 108716",1,1,"Martelella mediterranea",Martelella,mediterranea,1-3
133165,YC7033,"KACC 17175, NBRC 109440",1,1,"Martelella suaedae",Martelella,suaedae,0.2-1.0
140977,J9,"KEMB 9005-359, JCM 31605",1,1,"Massilia agilis",Massilia,agilis,0.9-1.2
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,1,"Massilia agri",Massilia,agri,1-2
169990,P3165,"CCM 8693, LMG 31211",1,1,"Massilia aquatica",Massilia,aquatica,1-3
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,1,"Massilia armeniaca",Massilia,armeniaca,3-4
166521,SOD,"KCTC 62720, LMG 30840",1,1,"Massilia atriviolacea",Massilia,atriviolacea,1.5-3.0
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,1,"Massilia buxea",Massilia,buxea,2-4
167398,P5534,"CCM 8695, LMG 31212",1,1,"Massilia frigida",Massilia,frigida,1-3
167415,P5902,"CCM 8733, LMG 31210",1,1,"Massilia mucilaginosa",Massilia,mucilaginosa,1-3
141155,PTW21,"BCRC 81061, CICC 24113",1,1,"Massilia neuiana",Massilia,neuiana,1.5-2.5
140695,12-OD1,"CCTCC AB 2016251, LMG 29956, KCTC 52513",1,1,"Massilia phosphatilytica",Massilia,phosphatilytica,2-3
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,1,"Massilia pinisoli",Massilia,pinisoli,1.0-2.0
141141,6NM-7,"DSM 27523, KCTC 42761",1,1,"Massilia putida",Massilia,putida,2-3
167414,P3094,"CCM 8692, LMG 31213",1,1,"Massilia rubra",Massilia,rubra,1-3
140975,J18,"KEMB 9005-366, JCM 31607",1,1,"Massilia solisilvae",Massilia,solisilvae,0.5-0.8
140976,J11,"KEMB 9005-360, JCM 31606",1,1,"Massilia terrae",Massilia,terrae,0.7-0.9
140929,CAVIO,"CECT 8897, LMG 28941",1,1,"Massilia violacea",Massilia,violacea,2-5
159781,B2,"CGMCC 1.6993, KCTC 32446",1,1,"Massilia violaceinigra",Massilia,violaceinigra,1-2
140555,MH,"KCCM 43214, JCM 31403, KFCC 11466P",1,1,"Megasphaera hexanoica",Megasphaera,hexanoica,0.5-1
158428,AJH120,"DSM 106750, CCUG 71842",1,1,"Megasphaera stantonii",Megasphaera,stantonii,3.1-4
158578,KBB12,"KCTC 32230, JCM 18740",1,1,"Melaminivora jejuensis",Melaminivora,jejuensis,1.5
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,1,"Membranihabitans marinus",Membranihabitans,marinus,0.5-1
140531,,"KCTC 15482, JCM 30748, BR 31",1,1,"Merdimonas faecis",Merdimonas,faecis,1-2
5616,"M-2Alg 33-2","DSM 15361, CCUG 47092, KCTC 12089, KMM 3909, CIP 108200",1,1,"Mesonia algae",Mesonia,algae,2-4
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,1,"Mesonia maritima",Mesonia,maritima,0.5-1
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,1,"Mesonia mobilis",Mesonia,mobilis,1-3
166307,Z1-4,"KCTC 72512, CCTCC AB 2019101",1,1,"Mesorhizobium alexandrii",Mesorhizobium,alexandrii,1.5-2
166507,U1602,"CNPSo 3140, ABIP 206, LMG 30305",1,1,"Mesorhizobium atlanticum",Mesorhizobium,atlanticum,1
141121,,"ICMP 19560, LMG 28224, HAMBI 3609",1,1,"Mesorhizobium calcicola",Mesorhizobium,calcicola,0.8-1.0
140544,CSLC115,"CECT 9168, LMG 29734",1,1,"Mesorhizobium helmanticense",Mesorhizobium,helmanticense,1-2
133271,,"MAFF 303099, LMG 29417, CECT 9101, JCM 21590, IAM 15132",1,1,"Mesorhizobium japonicum",Mesorhizobium,japonicum,1.0-2.0
141122,,"ICMP 19512, LMG 28222, HAMBI 3603",1,1,"Mesorhizobium kowhaii",Mesorhizobium,kowhaii,0.7-1.2
141124,,"ICMP 19545, LMG 28226, HAMBI 3607",1,1,"Mesorhizobium newzealandense",Mesorhizobium,newzealandense,0.2-0.7
140989,B7,"KCTC 42783, MCCC 1K02305",1,1,"Aquibium oceanicum",Aquibium,oceanicum,1.0-2.0
166334,YM1C-6-2,"CGMCC 1.15487, DSM 101712",1,1,"Mesorhizobium rhizophilum",Mesorhizobium,rhizophilum,1-2
141125,,"ICMP 19535, LMG 28223, HAMBI 3606",1,1,"Mesorhizobium sophorae",Mesorhizobium,sophorae,0.2-0.7
141123,,"ICMP 19523, LMG 28227, HAMBI 3605",1,1,"Mesorhizobium waitakense",Mesorhizobium,waitakense,0.5-1.0
158821,S1-3-7,"WYCCWR 10195, HAMBI 3692, LMG 30254",1,1,"Mesorhizobium wenxiniae",Mesorhizobium,wenxiniae,2-3
158441,4NBBH2,"DSM 106860, JCM 32464",1,1,"Mesosutterella multiformis",Mesosutterella,multiformis,0.5-1
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,1,"Metabacillus indicus",Metabacillus,indicus,3-4
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,1,"Metabacillus iocasae",Metabacillus,iocasae,1-3
160492,"SLHTYRO, SLHTYROT","DSM 108854, JCM 32768, UBOCC M-3308",1,1,"Methanohalophilus profundi",Methanohalophilus,profundi,1-2
158342,AMET1,"DSM 28684, NBRC 110805, UNIQEM U982",1,1,"Methanonatronarchaeum thermophilum",Methanonatronarchaeum,thermophilum,1
133349,Z,"VKM B-3037, JCM 31401, CCUG 68999",1,1,"Methylobacillus methanolivorans",Methylobacillus,methanolivorans,1.0-2.0
158776,IER25-16,"KACC 19280, JCM 32048",1,1,"Methylobacterium frigidaeris",Methylobacterium,frigidaeris,0.5
166276,TER-1,"BCRC 81157, LMG 30931, KCTC 62864",1,1,"Methylobacterium oryzihabitans",Methylobacterium,oryzihabitans,1.0-2.0
164703,GJ1,"JCM 33990, ACCC 61706",1,1,"Methylomonas rhizoryzae",Methylomonas,rhizoryzae,2-3
132660,,"DSM 27232, CGMCC 1.15152, KCTC 39554, YIM 101168",1,1,"Microbacterium faecale",Microbacterium,faecale,0.5-3.0
158782,S2T63T,"MCC 2967, KACC 18715, LMG 29293",1,1,"Microbacterium telephonicum",Microbacterium,telephonicum,1-3
133404,HSF11,"KCTC 52363, MCCC 1K03192",1,1,"Microbaculum marinum",Microbaculum,marinum,1.0-1.5
140576,GHTF-23,"NBRC 112533, KCTC 52569",1,1,"Microbulbifer aestuariivivens",Microbulbifer,aestuariivivens,1.0-2.0
133417,AM134,"KACC 18258, JCM 30400",1,1,"Microbulbifer echini",Microbulbifer,echini,0.1-0.2
164328,HB161719,"JCM 32688, CGMCC 1.13584",1,1,"Microbulbifer harenosus",Microbulbifer,harenosus,1.0-2.0
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,1,"Microbulbifer hydrolyticus",Microbulbifer,hydrolyticus,1
140862,Cs16b,"CECT 8799, DSM 28920",1,1,"Microbulbifer rhizosphaerae",Microbulbifer,rhizosphaerae,1-2
,,,,,,,,2-4
132512,7515T-26,"DSM 27139, KACC 17306",1,1,"Microlunatus aerolatus",Microlunatus,aerolatus,0.5
132612,,"DSM 29529, KCTC 29689, NBRC 110715, CPCC 203993",1,1,"Microlunatus nigridraconis",Microlunatus,nigridraconis,0.5-1.0
133406,CS4,"JCM 30711, ATCC BAA-2724",1,1,"Micropepsis pineolensis",Micropepsis,pineolensis,2
133326,V5/3M,"LMG 29787, RCAM 02728",1,1,"Microvirga ossetica",Microvirga,ossetica,1
133322,R491,"KEMB 9005-408, KACC 18969, NBRC 112417",1,1,"Microvirga soli",Microvirga,soli,1.0-2.0
159812,SY3-15,"MCCC 1K03467, KCTC 62335",1,1,"Minwuia thermotolerans",Minwuia,thermotolerans,0.5-1
166379,HWN-4,"LMG 28685, KTCC 42483",1,1,"Roseateles chitinivorans",Roseateles,chitinivorans,2-4
158764,HZ7,"JCM 31671, CCTCC AB 2014353",1,1,"Roseateles noduli",Roseateles,noduli,2-5
208,BV345-16,"DSM 23059, ATCC 35241, CCUG 21018, NCTC 11656",1,1,"Mobiluncus curtisii",Mobiluncus,curtisii,2.0-3.0
209,"BV376-6, Spiegel BV376-6","DSM 21655, ATCC 35242, CCUG 17762, LMG 7786, NCTC 11657",1,1,"Mobiluncus holmesii",Mobiluncus,holmesii,2.0-3.0
206,"SV 175, SV 17J","DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658",1,1,"Mobiluncus mulieris",Mobiluncus,mulieris,2.0-3.0
140166,"784B1_12E-Caso, 784 B1_12 E-Caso","DSM 29388, CIP 110830, LMG 28502",1,1,"Moheibacter stercoris",Moheibacter,stercoris,4
140420,C7,"DSM 100241, LMG 28800",1,1,"Monaibacterium marinum",Monaibacterium,marinum,2-3
140704,MIMtkB18,"KCTC 42635, MCCC 1K00571, DSM 109489",1,1,"Mongoliimonas terrestris",Mongoliimonas,terrestris,2
133346,YH6,"KCTC 42594, MCCC 1H00122",1,1,"Motilimonas eburnea",Motilimonas,eburnea,1
158597,TAPP7,"BCRC 80976, LMG 29556, KCTC 52238",1,1,"Mucilaginibacter amnicola",Mucilaginibacter,amnicola,2-3.5
166131,MAH-19,"KACC 19745, CGMCC 1.13657",1,1,"Mucilaginibacter corticis",Mucilaginibacter,corticis,0.3-0.7
133196,TTM-2,"BCRC 80785, LMG 28455, KCTC 42274",1,1,"Mucilaginibacter fluminis",Mucilaginibacter,fluminis,2.5-3.5
166292,F01003,"KCTC 62991, CCTCC AB 2019023",1,1,"Mucilaginibacter gilvus",Mucilaginibacter,gilvus,2-3
14134,TPT56,"DSM 18603, ATCC BAA-1394, VKM B-2446",1,1,"Mucilaginibacter paludis",Mucilaginibacter,paludis,3-10
158582,BXN5-31,"KACC 14957, JCM 17085",1,1,"Mucilaginibacter panaciglaebae",Mucilaginibacter,panaciglaebae,2-3
133142,TBZ30,"KCTC 42833, CCTCC AB 2015301",1,1,"Mucilaginibacter pedocola",Mucilaginibacter,pedocola,1.0-1.5
140514,,"KCTC 12641, LMG 23495, Gsoil 032",1,1,"Mucilaginibacter pocheonensis",Mucilaginibacter,pocheonensis,2-3
133195,"WS 71","KCTC 32270, JCM 19495",1,1,"Mucilaginibacter puniceus",Mucilaginibacter,puniceus,1
140897,TTM-1,"LMG 28454, KCTC 42273",1,1,"Mucilaginibacter roseus",Mucilaginibacter,roseus,2.5-4
140679,EF23,"CGMCC 1.15913, KCTC 52516",1,1,"Mucilaginibacter rubeus",Mucilaginibacter,rubeus,3-5
140778,,"LMG 29437, CCM 8645",1,1,"Mucilaginibacter terrae",Mucilaginibacter,terrae,2
166238,ZH6,"CCTCC AB 2018373, KCTC 72075",1,1,"Mucilaginibacter terrenus",Mucilaginibacter,terrenus,3
166220,GCL-11,"MCCC 1A11649, KCTC 52432",1,1,"Muricauda amoyensis",Muricauda,amoyensis,0.5-1.0
166844,HME9304,"KCTC 32464, KACC 17618, CECT 8418, HME 9304",1,1,"Flagellimonas maritima",Flagellimonas,maritima,1
158733,3PC125-7,"MCCC 1A03198, KCTC 52318",1,1,"Muricauda indica",Muricauda,indica,2-3
159871,L2,"CCTCC AB 2017193, KCTC 62196",1,1,"Muricauda iocasae",Muricauda,iocasae,0.8-1
133397,CSW06,"CGMCC 1.15761, JCM 31455, KCTC 52375, MCCC 1K03195",1,1,"Croceivirga lutea",Croceivirga,lutea,0.5
140527,H19-56,"KCTC 52374, MCCC 1K03196, JCM 31456, CGMCC 1.15774",1,1,"Muricauda marina",Muricauda,marina,0.6-0.8
166526,SM1704,"KCTC 62797, MCCC 1K03557",1,1,"Muricauda nanhaiensis",Muricauda,nanhaiensis,0.8-1.0
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,1,"Muricauda ruestringensis",Muricauda,ruestringensis,0.5-1
140779,S-I-6,"KACC 17600, NBRC 109805, NCAIM B 02535",1,1,"Mycobacterium aquiterrae",Mycobacterium,aquiterrae,0.1-0.5
133186,JC290,"KCTC 39560, LMG 28809",1,1,"Mycobacterium oryzae",Mycobacterium,oryzae,2.0-3.0
133020,S20-107,"DSM 102309, LMG 29427",1,1,"Nakamurella silvestris",Nakamurella,silvestris,0.6
132586,"JW/NM-HA 15","DSM 23470",1,1,"Natrarchaeobaculum aegyptiacum",Natrarchaeobaculum,aegyptiacum,1-1.5
140647,5-3,"IBRC-M 11063, LMG 29247",1,1,"Natrinema soli",Natrinema,soli,1.5
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,1,"Natronospira proteinivora",Natronospira,proteinivora,3
167838,G-116,"KCTC 62956, VKM B-3134",1,1,"Natronospirillum operosum",Natronospirillum,operosum,1.0-2.0
140782,BSker2,"JCM 31342, UNIQEM U1009",1,1,"Natronotalea proteinilytica",Natronotalea,proteinilytica,5
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,1,"Naumannella cuiyingiana",Naumannella,cuiyingiana,2
140279,KH1503,"DSM 103136, ATCC TSD-57",1,1,"Neisseria arctica",Neisseria,arctica,3
158278,93087,"DSM 104677, LMG 30012",1,1,"Neisseria dumasiana",Neisseria,dumasiana,1.9-2.8
132625,AP2031,"DSM 101846, CCUG 68283, LMG 29261",1,1,"Neisseria musculi",Neisseria,musculi,0.5-1.0
166180,10022,"DSM 103441, CGMCC 1.15732",1,1,"Neisseria weixii",Neisseria,weixii,1.0-1.2
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,1,"Neobacillus cucumis",Neobacillus,cucumis,2
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,1,"Neobacillus fumarioli",Neobacillus,fumarioli,3-8
,,,,,,,,5-10
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,1,"Neobacillus piezotolerans",Neobacillus,piezotolerans,0.5-1
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,1,"Neobacillus vireti",Neobacillus,vireti,4
166100,24NR,"ACCC 61588, JCM 33731",1,1,"Neorhizobium lilium",Neorhizobium,lilium,2-3
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,1,"Neptunicoccus sediminis",Neptunicoccus,sediminis,0.8-1.5
132446,CK5,"DSM 27373, JCM 19723, CIP 110620",1,1,"Nesterenkonia aurantiaca",Nesterenkonia,aurantiaca,1
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,1,"Nesterenkonia cremea",Nesterenkonia,cremea,0.5-1.0
140513,RP-2,"JCM 30952, KACC 18623",1,1,"Niabella aquatica",Niabella,aquatica,1-2
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,1,"Niabella hibiscisoli",Niabella,hibiscisoli,0.5-1.5
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,1,"Niabella pedocola",Niabella,pedocola,1-2
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,1,"Niallia nealsonii",Niallia,nealsonii,3-4
141099,MME-018,"KCCM 43135, JCM 30752",1,1,"Nioella aestuarii",Nioella,aestuarii,0.5-1.0
168513,Z7-4,"CCTCC AB 2017231, KCTC 62459",1,1,"Nioella ostreopsis",Nioella,ostreopsis,0.5-1.2
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,1,"Nioella sediminis",Nioella,sediminis,2-3
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,1,"Nitratireductor aestuarii",Nitratireductor,aestuarii,1-2
133275,GSS14,"KCTC 52186, MCCC 1K02481",1,1,"Nitratireductor lacus",Nitratireductor,lacus,2.0-3.0
166310,SY7,"KCTC 72110, MCCC 1K03723",1,1,"Nitratireductor mangrovi",Nitratireductor,mangrovi,0.5-1.0
140898,MEB087,"KCTC 42948, JCM 19317",1,1,"Nitrincola alkalisediminis",Nitrincola,alkalisediminis,2-5
164093,MEB193,"JCM 31570, MCC 2863, KCTC 52390",1,1,"Nitrincola tapanii",Nitrincola,tapanii,1-2
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,1,"Niveibacterium umoris",Niveibacterium,umoris,0.5-1
140784,djl-8,"KCTC 39844, CCTCC AB 2017058",1,1,"Nocardioides agrisoli",Nocardioides,agrisoli,0.5-1
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,1,"Nocardioides albidus",Nocardioides,albidus,1.0-3.0
133240,Y4,"CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,1,"Nocardioides flavus",Nocardioides,flavus,1.0-2.0
166432,WSJ-1,"KCTC 49117, CCTCC AB 2018027",1,1,"Nocardioides gansuensis",Nocardioides,gansuensis,1-2
132516,SYP-A7303,"DSM 100492, KCTC 39594, JCM 30556",1,1,"Nocardioides ginkgobilobae",Nocardioides,ginkgobilobae,1-2
164490,130,"JCM 33269, CICC 24668",1,1,"Nocardioides guangzhouensis",Nocardioides,guangzhouensis,1.0-1.5
158314,78,"DSM 106424, CGMCC 4.7461",1,1,"Nocardioides houyundeii",Nocardioides,houyundeii,1-2
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,1,"Nocardioides immobilis",Nocardioides,immobilis,1-2
140785,,"KCTC 39886, DSM 104480, BGMRC 2075",1,1,"Nocardioides kandeliae",Nocardioides,kandeliae,1-2
158822,THG-T63,"KACC 19192, CGMCC 4.7388",1,1,"Nocardioides pelophilus",Nocardioides,pelophilus,1-2
140849,GY0594,"MCCC 1A10561, KCTC 39638",1,1,"Nocardioides rotundus",Nocardioides,rotundus,0.4-0.6
,,,,,,,,0.5-1
158026,KUDC5002,"DSM 106604, KCTC 39855",1,1,"Nocardioides sambongensis",Nocardioides,sambongensis,1.0-2.5
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,1,"Nocardioides silvaticus",Nocardioides,silvaticus,1-2
