"","ID","designation_header","strain_number_header","is_type_strain_header","is_type_strain","species","Temperature_for_growth"
"15833",NA,"","",NA,NA,"","37"
"15834",23132,"BFLP-6","DSM 45391, LMG 25372, JCM 30996",1,1,"Mycobacterium hippocampi","25"
"15835",NA,"","",NA,NA,"","28"
"15836",8454,"EMI 2","DSM 44183, CIP 104909T, CCUG 38151, CIP 104909, JCM 12141, LMG 19253",1,1,"Mycobacterium hodleri","10-30"
"15837",NA,"","",NA,NA,"","25"
"15838",NA,"","",NA,NA,"","28"
"15839",NA,"","",NA,NA,"","30"
"15840",NA,"","",NA,NA,"","37"
"15841",8488,"1406","DSM 44478, CCUG 46266, CIP 107726, ATCC BAA-771, JCM 12374, CIP 107786",1,1,"Mycobacterium holsaticum","22-37"
"15842",NA,"","",NA,NA,"","30"
"15843",NA,"","",NA,NA,"","31"
"15844",NA,"","",NA,NA,"","37"
"15845",131823,"MF-89, W5198","DSM 44676, ATCC 49403, CDC 80-719, CCUG 47581, JCM 15656, CIP 107828",1,1,"Mycobacterium houstonense","22-37"
"15846",NA,"","",NA,NA,"","28-42"
"15847",NA,"","",NA,NA,"","37"
"15848",NA,"","",NA,NA,"","37-42"
"15849",139764,"8WA6","DSM 100711, CSUR P1561",1,1,"Mycobacterium icosiumassiliensis","37"
"15850",8525,"BH 29, MC 779","DSM 45595, ATCC 700505, JCM 12691, CCUG 47286",1,1,"Mycobacterium immunogenum","30"
"15851",NA,"","",NA,NA,"","37"
"15852",166497,"MK13","CCUG 72126, DSM 107161",1,1,"Mycobacterium innocens","37"
"15853",8559,"FI-06250","DSM 45132, CIP 109609, CCUG 55636, JCM 16366",1,1,"Mycobacterium insubricum","25-37"
"15854",NA,"","",NA,NA,"","37"
"15855",8432,"4185/92","DSM 44064, ATCC 51457, CCUG 37514",1,1,"Mycobacterium interjectum","37"
"15856",8426,"1669/91","DSM 44049, ATCC 51848, CIP 104542, CCUG 37583, JCM 13572",1,1,"Mycobacterium intermedium","37"
"15857",NA,"","",NA,NA,"","37-45"
"15858",8528,"FI-01069","DSM 44623, CIP 107892, CCUG 50989, JCM 14737",1,1,"Mycobacterium intracellulare subsp. chimaera","22-30"
"15859",NA,"","",NA,NA,"","25-37"
"15860",NA,"","",NA,NA,"","37"
"15861",8403,"3600, 140310001","DSM 43223, ATCC 13950, ATCC 15985, JCM 6384, NCTC 10682, CCUG 28005, NCTC 13025, TMC 1406, CIP 104243, SN 424, KCTC 9514",1,1,"Mycobacterium intracellulare","22-45"
"15862",NA,"","",NA,NA,"","37"
"15863",8347,"M05","DSM 45541, CCUG 62053, JCM 17461",1,1,"Mycobacterium iranicum","25-40"
"15864",NA,"","",NA,NA,"","37"
"15865",8393,"G133 Bostrom, 14 011 0001","DSM 44162, ATCC 12478, JCM 6379, TMC 1204, CCUG 20997, CCUG 27787, CECT 3030, CIP 104589, KCTC 9515, NCTC 13024, RIMD 1320001",1,1,"Mycobacterium kansasii","25-41"
"15866",NA,"","",NA,NA,"","37"
"15867",158795,"","CIP 110823T, ATCC BAA-2758, GPK 1020",1,1,"Mycobacterium komaniense","25-45"
"15868",8438,"Ko 2","DSM 44078, ATCC 33013, CIP 105293",1,1,"Mycobacterium komossense","37"
"15869",8589,"01-305","DSM 45576, KCTC 19819, JCM 19956",1,1,"Mycobacterium koreense","25-37"
"15870",NA,"","",NA,NA,"","37"
"15871",8512,"941078","DSM 44627, ATCC 700732, CDC 941078, CIP 106428, CCUG 55639, JCM 13573",1,1,"Mycobacterium kubicae","37"
"15872",8555,"","DSM 45093, CCUG 51961, GTC 2729, JCM 13453, CST 7247",1,1,"Mycobacterium kumamotonense","35"
"15873",NA,"","",NA,NA,"","37"
"15874",158311,"","CECT 9646, DSM 107316, NCTC 11659",1,1,"Mycobacterium kyogaense","20-28"
"15875",NA,"","",NA,NA,"","37"
"15876",8580,"","DSM 45166, JCM 15038, KUM 060204",1,1,"Mycobacterium kyorinense","28-42"
"15877",NA,"","",NA,NA,"","35"
"15878",NA,"","",NA,NA,"","37"
"15879",8506,"","DSM 44577, ATCC BAA-323, NRCM 00-255, JCM 15657, CIP 108111",1,1,"Mycobacterium lacus","30-37"
"15880",NA,"","",NA,NA,"","37"
"15881",8339,"40","DSM 43219, CECT 8763, SN 1900",1,1,"Mycobacterium lehmannii","28-37"
"15882",NA,"","",NA,NA,"","37"
"15883",24232,"2186/92","DSM 46733, ATCC 51985, CCUG 42422, CIP 105465, JCM 13390, CCUG 42559, DSM 44418",1,1,"Mycobacterium lentiflavum","22-37"
"15884",NA,"","",NA,NA,"","37"
"15885",8588,"F4","DSM 45785, CGMCC 4.5724, JCM 17423",1,1,"Mycobacterium litorale","37"
"15886",8572,"MG13","DSM 45343, CCUG 54744, CECT 7273, JCM 16229",1,1,"Mycobacterium llatzerense","22-30"
"15887",NA,"","",NA,NA,"","28"
"15888",8346,"FI-07034","DSM 45394, CCUG 58460, JCM 32217",1,1,"Mycobacterium longobardum","25-37"
"15889",NA,"","",NA,NA,"","37"
"15890",132613,"071, ParisRGMnew_1, 2008-71","DSM 46713, CIP 110656",1,1,"Mycobacterium lutetiense","25"
"15891",NA,"","",NA,NA,"","28"
"15892",NA,"","",NA,NA,"","30"
"15893",8517,"144040001, P2, 14 404 0001","DSM 45167, ATCC 49865, CIP 104538, DSM 44834, JCM 13574",1,1,"Mycobacterium madagascariense","28"
"15894",NA,"","",NA,NA,"","30"
"15895",8486,"938","DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,1,"Mycobacterium mageritense","22-37"
"15896",NA,"","",NA,NA,"","37"
"15897",133382,"","ATCC BAA-2759, CIP 110822, WCM 7299",1,1,"Mycobacterium malmesburyense","25"
"15898",NA,"","",NA,NA,"","37"
"15899",NA,"","",NA,NA,"","45"
"15900",8428,"Mo 816, Mo 816 (TMC 802)","DSM 44163, ATCC 29571, TMC 802, CCUG 37761, JCM 13391, CIP 105775, NCTC 11298",1,1,"Mycobacterium malmoense","22-37"
"15901",NA,"","",NA,NA,"","37"
"15902",8508,"","DSM 44615, NRCM 01-154, CIP 108113, ATCC BAA-545",1,1,"Mycobacterium manitobense","22-30"
"15903",NA,"","",NA,NA,"","30"
"15904",NA,"","",NA,NA,"","37"
"15905",8583,"04-1474, NLA000401474","DSM 45255, CIP 109863, JCM 18113",1,1,"Mycobacterium mantenii","25-45"
"15906",NA,"","",NA,NA,"","37"
"15907",8273,"140120001","DSM 44344, ATCC 927, NCIMB 1297, NCMB 1303, NCTC 2275, TMC 1218, JCM 17638, CCUG 20998, CCUG 27843, CECT 3024, CECT 7091, CIP 104528, IFM 10630, JCM 12275, NCMB 1476, DSM 43225",1,1,"Mycobacterium marinum","25"
"15908",NA,"","",NA,NA,"","28"
"15909",NA,"","",NA,NA,"","30"
"15910",8582,"5356591","JCM 17324, DSM 45437, CCUG 56325, CIP 109828, CSUR P30",1,1,"Mycobacterium marseillense","28"
"15911",NA,"","",NA,NA,"","30"
"15912",135717,"","CIP 104256, ATCC 19422, CCUG 21046, NCTC 8710",1,1,"Mycobacterium tuberculosis","37"
"15913",8591,"DL49","DSM 45633, JCM 17932, NCCB 100399",1,1,"Mycobacterium minnesotense","28"
"15914",NA,"","",NA,NA,"","28-34"
"15915",8483,"B9-21-178, T 15752","DSM 44395, CIP 109237, JCM 15658",1,1,"Mycobacterium monacense","37"
"15916",8507,"","DSM 44602, ATCC BAA-256, CIP 108974, CCUG 51898",1,1,"Mycobacterium montefiorense","25"
"15917",132614,"196, ParisRGMnew_2","DSM 46714, CIP 110655",1,1,"Mycobacterium montmartrense","25"
"15918",NA,"","",NA,NA,"","28"
"15919",8467,"14 147 0001, 48504","DSM 44221, ATCC 43059, JCM 6375, CCUG 37671, CIP 105393, KCTC 9516, VKM Ac-1183, NCH E11715",1,1,"Mycobacterium moriokaense","25-37"
"15920",NA,"","",NA,NA,"","30-37"
"15921",NA,"","",NA,NA,"","37"
"15922",136780,"MO24, Mo 24","CIP 105223, DSM 44625, JCM 13575, ATCC 49650, CDC 86-701, CCUG 47451, KCTC 19088",1,1,"Mycobacterium mucogenicum","30"
"15923",NA,"","",NA,NA,"","37"
"15924",8479,"220-96, MA 112/96","CCUG 39728, JCM 13392, DSM 44340, HAMBI 2320, CIP 105980, VTT E-062961",1,1,"Mycobacterium murale","10-30"
"15925",NA,"","",NA,NA,"","22"
"15926",NA,"","",NA,NA,"","30"
"15927",NA,"","",NA,NA,"","37"
"15928",8526,"UNMC-MY1349","DSM 44803, ATCC BAA-837, CIP 108973, CCUG 55635",1,1,"Mycobacterium nebraskense","25-35"
"15929",NA,"","",NA,NA,"","30"
"15930",NA,"","",NA,NA,"","37"
"15931",8523,"BN3150","DSM 44756, CIP 108078",1,1,"Mycobacterium neglectum","10-30"
"15932",NA,"","",NA,NA,"","21"
"15933",NA,"","",NA,NA,"","28"
"15934",8435,"3503, 14 125 0001","DSM 44074, ATCC 25795, JCM 6365, NCTC 10818, CCUG 37665, CIP 105387, LMG 19258, KCTC 19096, BCRC 17230, HAMBI 2273",1,1,"Mycobacterium neoaurum","22-37"
"15935",NA,"","",NA,NA,"","30-37"
"15936",NA,"","",NA,NA,"","37"
"15937",8246,"2409","DSM 43532, CECT 8766, SN 1904",1,1,"Mycobacterium neumannii","28"
"15938",NA,"","",NA,NA,"","28-37"
"15939",8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098, JCM 15659",1,1,"Mycobacterium neworleansense","22-30"
"15940",NA,"","",NA,NA,"","28-35"
"15941",NA,"","",NA,NA,"","37"
"15942",8444,"","DSM 44164, ATCC 19530, ATCC 23067, JCM 6364, NCTC 10424, TMC 1481, CCUG 28009, CIP 106811",1,1,"Mycobacterium nonchromogenicum","22-37"
"15943",NA,"","",NA,NA,"","37"
"15944",8578,"NLA000500338","DSM 45145, CIP 109766, JCM 16367",1,1,"Mycobacterium noviomagense","30"
"15945",NA,"","",NA,NA,"","37"
"15946",8476,"73","DSM 44203, CCUG 39183, CIP 105546, JCM 18114",1,1,"Mycobacterium novocastrense","10-37"
"15947",NA,"","",NA,NA,"","37"
"15948",8433,"4388, 47001","CCUG 37669, CIP 106803, KCTC 19097, DSM 44075, ATCC 27023, JCM 6372, NCTC 10778, HAMBI 2272",1,1,"Mycobacterium obuense","22-37"
"15949",NA,"","",NA,NA,"","30"
"15950",NA,"","",NA,NA,"","37"
"15951",133186,"JC290","KCTC 39560, LMG 28809",1,1,"Mycobacterium oryzae","25.0-45.0"
"15952",169695,"241/15","DSM 110538, ITM 501146",1,1,"Mycobacterium ostraviense","37"
"15953",159689,"SCRIPP CNJ 910","DSM 44914, CECT 8779",1,1,"Mycobacterium palauense","28"
"15954",8575,"czh-8","DSM 45404, ATCC BAA-1372, CIP 109268, JCM 16370",1,1,"Mycobacterium pallens","28"
"15955",NA,"","",NA,NA,"","28-37"
"15956",NA,"","",NA,NA,"","30"
"15957",8496,"E170-1, E846","DSM 44572, ATCC BAA-377, CIP 107748",1,1,"Mycobacterium palustre","22-45"
"15958",NA,"","",NA,NA,"","37"
"15959",130465,"1392, IEC26","DSM 46749, CCUG 66121, JCM 32218",1,1,"Mycobacterium paraense","37"
"15960",8452,"","DSM 44181, ATCC 12670, NCIMB 10420, JCM 17782",1,1,"Mycobacterium paraffinicum","35"
"15961",NA,"","",NA,NA,"","37"
"15962",8362,"16002, P. Hauduroy 2490, 311","DSM 43528, ATCC 19686, CCUG 20999, CIP 106802, JCM 6367, NCTC 10411, NRRL B-4035, SN 1603",1,1,"Mycobacterium parafortuitum","22-37"
"15963",NA,"","",NA,NA,"","37"
"15964",134025,"49061","JCM 18565, KCTC 29126T, KCTC 29126",1,1,"Mycobacterium paragordonae","25-30"
"15965",NA,"","",NA,NA,"","28"
"15966",140637,"MOTT64","KCTC 29084, JCM 30622",1,1,"Mycobacterium intracellulare","25"
"15967",NA,"","",NA,NA,"","37"
"15968",8348,"299","DSM 45575, KCTC 19818",1,1,"Mycobacterium parakoreense","26-44"
"15969",NA,"","",NA,NA,"","37"
"15970",8533,"","DSM 44648, ATCC BAA-614, HSC 68, JCM 13015, CIP 108112, KCTC 9979",1,1,"Mycobacterium parascrofulaceum","25-37"
"15971",NA,"","",NA,NA,"","30-37"
"15972",NA,"","",NA,NA,"","37"
"15973",8538,"31118","DSM 45000, KCTC 19145, JCM 16952",1,1,"Mycobacterium paraseoulense","25-40"
"15974",NA,"","",NA,NA,"","37"
"15975",8344,"05-2522","DSM 45127, KCTC 19556, JCM 32754",1,1,"Mycobacterium paraterrae","37"
"15976",8493,"Fi-14400, MUP-1182, F1-3198","DSM 44553, CIP 107385, MUP 1182, CCUG 50998, JCM 14742",1,1,"Mycobacterium parmense","25-37"
"15977",NA,"","",NA,NA,"","30-37"
"15978",NA,"","",NA,NA,"","37"
"15979",8276,"Bojalil 40, 6020, 14 041 0020, 40","DSM 43271, ATCC 14467, ATCC 23023, IMET 10608, NCTC 10264, TMC 1547, JCM 12142, ATCC 23036, CCUG 27976, CCUG 41354, CECT 3023, CIP 105382, KCTC 9615, LMG 19256, PCM 639",1,1,"Mycobacterium peregrinum","25-37"
"15980",NA,"","",NA,NA,"","37"
"15981",140288,"AFPC-000227","DSM 104278, CIP 111197, AFPC 000207, AFPC 000227",1,1,"Mycobacterium persicum","25"
"15982",NA,"","",NA,NA,"","37"
"15983",8285,"Timoteo, 14 130 0001","DSM 43239, ATCC 11758, ATCC 19249, NCTC 8151, CCUG 21000, TMC 1548, JCM 5865, BCRC 10707, CECT 3009, CIP 105389, JCM 6385, KCTC 9087, NRIC 1711, NRRL B-14615, PCM 654, RIMD 1326001, VKM Ac-1291",1,1,"Mycobacterium phlei","25-45"
"15984",NA,"","",NA,NA,"","30-37"
"15985",NA,"","",NA,NA,"","37"
"15986",8548,"N4","DSM 45104, CCUG 50185, CIP 108542, JCM 15301",1,1,"Mycobacterium phocaicum","22-37"
"15987",NA,"","",NA,NA,"","30"
"15988",NA,"","",NA,NA,"","37"
"15989",8471,"E10241-1","DSM 44242, ATCC 33776, JCM 6378, CCUG 37674, CIP 105392, KCTC 9517",1,1,"Mycobacterium porcinum","22-37"
"15990",NA,"","",NA,NA,"","30-42"
"15991",NA,"","",NA,NA,"","37"
"15992",8505,"14149 0001, MC 47A, 14 149 0001","DSM 44585, ATCC 35087, CIP 105394, NCIB 12538, JCM 12603, NCIMB 12538",1,1,"Mycobacterium poriferae","25-37"
"15993",NA,"","",NA,NA,"","28"
"15994",NA,"","",NA,NA,"","37"
"15995",166498,"MK142","CCUG 72128, DSM 107152",1,1,"Mycobacterium pseudokansasii","37"
"15996",8544,"L15","DSM 45108, ATCC BAA-883, NCTC 13318, JCM 15466, CIP 109775",1,1,"Mycobacterium pseudoshottsii","23-37"
"15997",NA,"","",NA,NA,"","25"
"15998",8522,"","DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,1,"Mycobacterium psychrotolerans","04-37"
"15999",NA,"","",NA,NA,"","22-30"
"16000",NA,"","",NA,NA,"","28"
"16001",NA,"","",NA,NA,"","30"
"16002",NA,"","",NA,NA,"","37"
"16003",8468,"33505","CCUG 37668, CIP 106804, KCTC 9518, DSM 44222, ATCC 35154, CIP 1480001, JCM 6370, NCH 33505",1,1,"Mycobacterium pulveris","22-45"
"16004",NA,"","",NA,NA,"","37"
"16005",8535,"17A3, ID 705-01","DSM 44605, CIP 108596, NRRL B-24349, JCM 15927, NRRL B-24244",1,1,"Mycobacterium pyrenivorans","22-30"
"16006",NA,"","",NA,NA,"","28"
"16007",NA,"","",NA,NA,"","30"
"16008",134677,"230672","CIP 107943",1,1,"Mycobacterium reunionae","22-37"
"16009",NA,"","",NA,NA,"","37"
"16010",8469,"2002","DSM 44223, ATCC 27024, JCM 6363, NCTC 10779, CCUG 37664, CIP 106806",1,1,"Mycobacterium rhodesiae","22-30"
"16011",NA,"","",NA,NA,"","37"
"16012",8579,"NLA000201958","DSM 45176, CIP 109808, CCUG 58462",1,1,"Mycobacterium riyadhense","24-45"
"16013",NA,"","",NA,NA,"","37"
"16014",8576,"JS14","DSM 45406, ATCC BAA-1377, CIP 109273, JCM 16372",1,1,"Mycobacterium rufum","28"
"16015",NA,"","",NA,NA,"","30"
"16016",8577,"czh-117","DSM 45405, ATCC BAA-1375, CIP 109271, JCM 16371, DSM 4505",1,1,"Mycobacterium rutilum","28"
"16017",NA,"","",NA,NA,"","28-45"
"16018",NA,"","",NA,NA,"","30"
"16019",8291,"214, SC","DSM 43276, ATCC 13758, CCUG 56311",1,1,"Mycobacterium salmoniphilum","28"
"16020",156903,"","CCUG 66554, LMG 28586, JCM 32436, INCQS 0733",1,1,"Mycobacterium saopaulense","37"
"16021",133184,"DL734","JCM 30395, NCCB 100519",1,1,"Mycobacterium sarraceniae","28"
"16022",NA,"","",NA,NA,"","28-32"
"16023",NA,"","",NA,NA,"","28-37"
"16024",8509,"","DSM 44616, ATCC BAA-544, CIP 108114, NRCM 00-250, JCM 13016, KCTC 9978",1,1,"Mycobacterium saskatchewanense","25-37"
"16025",NA,"","",NA,NA,"","30-37"
"16026",NA,"","",NA,NA,"","37"
"16027",8369,"12238, 1356 TMC/1323, 14 022 0001, L2238, 1356","DSM 43992, ATCC 19981, JCM 6381, NCTC 10803, TMC 1323, CCUG 29045, CIP 105416, KCTC 9519, RIMD 1331002",1,1,"Mycobacterium scrofulaceum","22-37"
"16028",NA,"","",NA,NA,"","37"
"16029",24236,"","DSM 45643, KCTC 19999, YIM M13028, JCM 17899",1,1,"Mycobacterium sediminis","05-37"
"16030",NA,"","",NA,NA,"","28"
"16031",8299,"GA 924 (N169), M 263","DSM 43656, ATCC 35796, NCTC 10956, TMC 806, CCUG 21001, JCM 15467, CIP 104941",1,1,"Mycobacterium senegalense","37"
"16032",8556,"05-832","DSM 44999, KCTC 19147, JCM 16017",1,1,"Mycobacterium senuense","25-37"
"16033",NA,"","",NA,NA,"","37"
"16034",8537,"03-19","DSM 44998, CIP 109583, KCTC 19146, JCM 16018",1,1,"Mycobacterium seoulense","25-37"
"16035",NA,"","",NA,NA,"","37"
"16036",8482,"Australia 9330, W4964","DSM 44393, ATCC 700731, CCUG 43574, JCM 14743, CIP 106642",1,1,"Mycobacterium septicum","22-30"
"16037",NA,"","",NA,NA,"","28"
"16038",NA,"","",NA,NA,"","30"
"16039",NA,"","",NA,NA,"","37"
"16040",8553,"ABO-M06, MBS-1, AB0-M06","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,1,"Mycobacterium setense","25-37"
"16041",NA,"","",NA,NA,"","30"
"16042",NA,"","",NA,NA,"","37"
"16043",8584,"4773, 4773/92","DSM 45441, ATCC BAA-832",1,1,"Mycobacterium sherrisii","37"
"16044",24231,"UN-152","DSM 46748, JCM 32072",1,1,"Mycobacterium shigaense","37"
"16045",8442,"E4796","CCUG 37517, JCM 12376, DSM 44152, ATCC 27962",1,1,"Mycobacterium shimoidei","37"
"16046",8587,"","DSM 45663, CCUG 53584, JCM 14233, GTC 2738",1,1,"Mycobacterium shinjukuense","35"
"16047",NA,"","",NA,NA,"","37"
"16048",161258,"","JCM 12657, ATCC 700981, CCUG 47792, DSM 45125, NCTC 13215",1,1,"Mycobacterium shottsii","23"
"16049",8429,"14 102 0001, N29, 3015","DSM 44165, ATCC 25275, TMC 1226, JCM 12377, CCUG 29114, CCUG 42427, CIP 104531",1,1,"Mycobacterium simiae","30-37"
"16050",NA,"","",NA,NA,"","37"
"16051",8324,"GA 735, Cornell 3, 14 133 0010","DSM 43756, ATCC 19420, JCM 5866, KCTC 9108, NCTC 8159, CCUG 21002, CCUG 21815, CECT 3020, CIP 104444, JCM 6386, NRRL B-14616, VKM Ac-1239",1,1,"Mycobacterium smegmatis","30-45"
"16052",NA,"","",NA,NA,"","37"
"16053",169264,"FI-09026","DSM 45395",1,1,"Mycobacterium simulans","37"
"16054",8436,"","DSM 44076, ATCC 33027, Sph 38",1,1,"Mycobacterium sphagni","28"
"16055",140668,"NJB0901","JCM 31611, KCTC 39843, DSM 109040",1,1,"Mycobacterium stephanolepidis","25"
"16056",NA,"","",NA,NA,"","25-30"
"16057",NA,"","",NA,NA,"","30"
"16058",8541,"T 11, T 3","DSM 45059, CIP 109275, NCIMB 14252, JCM 17783",1,1,"Mycobacterium stomatepiae","22-30"
"16059",NA,"","",NA,NA,"","28"
"16060",NA,"","",NA,NA,"","30"
"16061",158439,"27335","DSM 105112, ATCC TSD-89",1,1,"Mycobacterium syngnathidarum","28"
"16062",NA,"","",NA,NA,"","30-37"
"16063",8373,"25932, 14 024 0001","DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,1,"Mycobacterium szulgai","30-37"
"16064",NA,"","",NA,NA,"","37"
"16065",140345,"NE-TNMC-100812","DSM 46873, ATCC BAA-2683",1,1,"Mycobacterium talmoniae","25-42"
"16066",NA,"","",NA,NA,"","37"
"16067",8351,"F 628, W45, W-45, 14 032 0001","DSM 43227, ATCC 15755, CCUG 42429, CIP 104321, ATCC 15981, NCTC 10856, LMG 10394, SN 2700, JCM 12143, CCUG 27847, CECT 3028, CGMCC 1.3346, KCTC 9614, TMC 1450",1,1,"Mycobacterium terrae","22-37"
"16068",NA,"","",NA,NA,"","30"
"16069",NA,"","",NA,NA,"","37"
"16070",8425,"14 131 0001, 316","DSM 44167, ATCC 19527, JCM 6392, NCTC 10409, JCM 6362, CCUG 28008, CCUG 41353, CIP 105390",1,1,"Mycobacterium thermoresistibile","25-45"
"16071",NA,"","",NA,NA,"","37"
"16072",133523,"5351974","CCUG 56329, CIP 109830, CSUR P32, JCM 30726, JCM 17325",1,1,"Mycobacterium timonense","30"
"16073",NA,"","",NA,NA,"","37"
"16074",8514,"47503","DSM 44635, ATCC 27282, CIP 106807, JCM 6373, NCTC 10821, CCUG 42430",1,1,"Mycobacterium tokaiense","22-30"
"16075",NA,"","",NA,NA,"","37"
"16076",8511,"","CCUG 58693, DSMZ 44626, ATCC 70071, CDC 90-1019, CIP 106108, DSM 44626, ATCC 700071, JCM 14744",1,1,"Mycobacterium triplex","22-37"
"16077",NA,"","",NA,NA,"","37"
"16078",8443,"","DSM 44153, ATCC 23292, TMC 1453",1,1,"Mycobacterium triviale","37"
"16079",8477,"Fi-25796, ID 3930","CCUG 50996, CIP 106367, JCM 12692, DSM 44338, ATCC BAA-564",1,1,"Mycobacterium tusciae","22-37"
"16080",NA,"","",NA,NA,"","28"
"16081",NA,"","",NA,NA,"","30"
"16082",NA,"","",NA,NA,"","37"
"16083",132766,"Schering 260, 14 120 0006","DSM 43292, ATCC 15483, NCIB 9937, SN 920, JCM 6389, ATCC 23004, BCRC 17229, CCUG 21003, CECT 3019, CIP 105934, HAMBI 2276, IFO 14118, KCTC 19087, NBRC 14118, NCIMB 9937, NCTC 10916, TMC 1526, SN 290",1,1,"Mycobacterium vaccae","22-37"
"16084",NA,"","",NA,NA,"","37"
"16085",140284,"MO-233","DSM 100883, CIP 110918",1,1,"Mycobacterium virginiense","37"
"16086",8581,"NLA 000700772, NLA000700772","DSM 45247, CIP 109859, CCUG 58459, JCM 18115",1,1,"Mycobacterium vulneris","25-36"
"16087",NA,"","",NA,NA,"","37"
"16088",136730,"TBC 8878, M0739, Mo739","DSM 44493, ATCC 700010, CIP 106348, CCUG 48179, CCUG 47168, JCM 13393",1,1,"Mycobacterium wolinskyi","22-30"
"16089",NA,"","",NA,NA,"","30"
"16090",NA,"","",NA,NA,"","37"
"16091",8370,"1482, 14 035 0001","DSM 43995, ATCC 19250, NCTC 10042, TMC 1482, JCM 15661, CCUG 28011, CCUG 31306, CIP 104035, CNCTC 7303",1,1,"Mycobacterium xenopi","30-45"
"16092",NA,"","",NA,NA,"","37"
"16093",NA,"","",NA,NA,"","45"
"16094",8532,"","DSM 44838, KCTC 19022, YIM 70063",1,1,"Mycobacterium yunnanensis","28"
"16095",169713,"Z-34","DSM 106172, CGMCC 1.1993",1,1,"Mycolicibacterium mengxianglii","28"
"16096",164367,"","JCM 32796, NCCB 100660",1,1,"Mycolicibacterium nivoides","28"
"16097",159627,"I10A-01893","DSM 45590, CECT 8783, KCTC 19843",1,1,"Mycolicibacterium stellerae","25-37"
"16098",NA,"","",NA,NA,"","28"
"16099",1874,"103","DSM 7138, ATCC 4279, JCM 20847, CGMCC 4.1473, HAMBI 2262, IAM 13154, IFO 13291, LMG 4061, NBRC 13291, NCIMB 9439, NRRL B-1091, VKM Ac-911",1,1,"Mycoplana dimorpha","30"
"16100",1875,"M51","DSM 7292, ATCC 49678, NCIMB 9440, CCUG 55609, JCM 7822, LMG 3026, IFO 15249, IAM 13949, NBRC 15249",1,1,"Mycoplana ramosa","30"
"16101",NA,"","",NA,NA,"","37"
"16102",137382,"PG2","CIP 59.7, NCTC 10123",1,1,"Mycoplasmopsis agalactiae","37"
"16103",159548,"1220","DSM 23982, NCTC 13513, ATCC BAA-2147",1,1,"Mycoplasma anserisalpingitidis","37"
"16104",139433,"G 230","CIP 71.23, ATCC 23838, NCTC 10129, NBRC 111899",1,1,"Mycoplasmopsis arginini","37"
"16105",135139,"UIA","CIP 105677, ATCC 51348, NCTC 11731",1,1,"Metamycoplasma auris","37"
"16106",134432,"","CIP 105530, ATCC 23636, NCTC 10136",1,1,"Metamycoplasma buccale","37"
"16107",136325,"Kid","CIP 104620, ATCC 27343, NCTC 10154, CCUG 32752",1,1,"Mycoplasma capricolum","37"
"16108",8621,"VIS","DSM 22020, ATCC 51347, CIP 105678, NCTC 11732",1,1,"Mycoplasma cottewii","37"
"16109",158135,"6243-11","DSM 106704",1,1,"Mycoplasma enhydrae","35"
"16110",24239,"DL 321/93, G5847","DSM 26019, NCTC 13622",1,1,"Mycoplasma feriruminatoris","37"
"16111",157745,"M26 CI1 Ps3","DSM 27652, NCTC 13928",1,1,"Mycoplasma hafezii","37"
"16112",8627,"N29, PG50","DSM 21131, NCTC 10133",1,1,"Mycoplasma leachii","28-37"
"16113",NA,"","",NA,NA,"","37"
"16114",169697,"PE","DSM 105487, CIP 111404",1,1,"Mycoplasma marinum","25"
"16115",166890,"ES2806-GEN","DSM 110944, NCTC 14429",1,1,"Mycoplasma miroungigenitalium","37"
"16116",166965,"ES2806-NAS","NCTC 14430, DSM 110945",1,1,"Mycoplasma miroungirhinis","37"
"16117",8611,"PG3","DSM 22061, CCUG 23387, CIP 71.25, NCTC 10137",1,1,"Mycoplasma mycoides subsp. capri","37"
"16118",138491,"","CIP 103926, ATCC 19988, IFO 14799, NCTC 10166",1,1,"Mesomycoplasma neurolyticum","37"
"16119",166971,"C264-GEN","NCTC 14344, DSM 110687",1,1,"Mycoplasma phocoenae","35"
"16120",166949,"C264-NAS","DSM 110688, NCTC 14343",1,1,"Mycoplasma phocoeninasale","35"
"16121",159549,"LR5794","DSM 106703, NCTC 14309, ATCC TSD-141",1,1,"Mycoplasma procyoni","31-40"
"16122",NA,"","",NA,NA,"","35"
"16123",167440,"ARNO","DSM 27653, NCTC 13927",1,1,"Mycoplasma seminis","20-44"
"16124",167401,"5 h, 5H","DSM 105488, CIP 111405",1,1,"Mycoplasma todarodis","25"
"16125",140022,"56A97","DSM 21909, ATCC BAA-1432, NCTC 11747",1,1,"Mycoplasma tullyi","37"
"16126",8622,"GIH","DSM 22019, ATCC 51346, CIP 105675, NCTC 11730",1,1,"Mycoplasma yeatsii","37"
"16127",169596,"","DSM 19722, CSL 4296",1,1,"Mycoplasma zalophi","37"
"16128",8601,"4822","DSM 21204, ATCC 33229, NCTC 10180",1,1,"Mycoplasmoides fastidiosum","37"
