ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
6822,,"DSM 20484, ATCC 19255, CCM 2086, NCDO 529, NRRL B-3469, JCM 9700, CCUG 21966, CCUG 30065, CECT 912, CGMCC 1.2141, CIP 102423, IMET 10694, KCTC 3530, LMG 6908, NBRC 100495, NCFB 529, NCIMB 12007, NRIC 1539, VKM B-1225, VTT E-93492, VKM 1225",1,1,Leuconostoc mesenteroides subsp. dextranicum,0
140557,DRC1506,"JCM 31787, KCCM 43249, BCRC 81165",1,1,Leuconostoc mesenteroides subsp. jonggajibkimchii,0
6825,"37 Y, 37Y","DSM 20343, ATCC 8293, CCM 1803, NCDO 523, NCIB 8023, CCUG 30066, NRRL B-3470, JCM 6124, CIP 102305, IMET 10695, LMG 8205, NCIMB 8023",1,1,Leuconostoc mesenteroides,0
6841,M2,"DSM 25624, JCM 17445, KACC 15353",1,1,Leuconostoc miyukkimchii,0
6840,,"DSM 21144, LMG 24510, TMW 2.694, JCM 16944, CIP 110077",1,1,Leuconostoc palmae,0
6833,39,"DSM 20193, ATCC 12291, CCM 2083, DSM 284, NCDO 768, NCIB 8699, CCUG 30063, JCM 9696, ATCC 49371, BCRC 11651, BCRC 16065, CECT 4027, CIP 103316, KCTC 3652, LMG 11482, NCCB 83005, NCFB 768, NCIMB 8699, NRIC 1777, VTT E-98970",1,1,Leuconostoc pseudomesenteroides,0
131396,R-50029,"DSM 27776, LMG 27676, MHB 277, CIP 110986",1,1,Leuconostoc rapi,0
6842,535,"DSM 20241, ATCC 9135, CCM 1851, CIP 110051, LMG 8159, NCDO 522, NCIMB 6992, WDCM 00108, CCUG 1521, JCM 30910, ATCC 14935, BCRC 14012, BCRC 16062, CECT 8146, IFO 3426, KACC 17730, NBRC 3426, NCDO 797, NCTC 6992, NRRL B-523",1,1,Leuconostoc suionicum,0
159811,,"KACC 18010, NBRC 110382, IMCC 9719",1,1,Leucothrix arctica,0
166283,C3212,"MCCC 1K03600, KCTC 72121",1,1,Leucothrix sargassi,0
6661,"R-19065, R-16065","CCUG 50162, DSM 19394, CCM 7240, LMG 22200, JCM 15949, BCRC 80774, CIP 108702, NBRC 107156",1,1,Levilactobacillus acidifarinae,0
6655,"14, Bb14, Bb 14","DSM 20054, ATCC 14869, NCDO 1749, WDCM 00099, CCUG 30670, JCM 1059, BCRC 12187, CCM 3805, CECT 4121, CIP 102806, KCTC 3498, LMG 6906, LMG 7944, NBRC 107147, NCFB 1749, NCIMB 11973, NRIC 1638, NRRL B-4527, VTT E-91458, IMET 10711",1,1,Levilactobacillus brevis,0
140403,2301,"DSM 100836, TUM BP 140423000-2250, CIP 111489, LMG 29073",1,1,Levilactobacillus cerevisiae,0
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,1,Levilactobacillus hammesii,0
24128,N16,"DSM 27983, JCM 16448, KCTC 13530, DCY 50, BCRC 81078",1,1,Levilactobacillus koreensis,0
,,,,,,1
6667,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612, BCRC 80773, NBRC 107158",1,1,Levilactobacillus namurensis,0
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,1,Levilactobacillus paucivorans,0
6679,L13,"DSM 21775, NBRC 103853, TISTR 1847, CIP 109886",1,1,Levilactobacillus senmaizukei,0
6595,,"DSM 15429, LMG 21871, LTH 5753, JCM 15956, BCRC 80775, CIP 108581, NBRC 107155",1,1,Levilactobacillus spicheri,0
164731,L88,"JCM 34120, BCRC 12945, NBRC 113535",1,1,Levilactobacillus suantsaii,0
130365,THK-V8,"DSM 29216, JCM 18023, KACC 16236, BCRC 81079",1,1,Levilactobacillus yonginensis,0
6660,R-18615,"DSM 19395, CCM 7241, LMG 22198, CCUG 50163, JCM 15957, BCRC 80776, CIP 108703, NBRC 107157",1,1,Levilactobacillus zymae,0
504,KIBI-1,"DSM 16555, JCM 12578",1,1,Levilinea saccharolytica,0
14049,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1,1,Lewinella agarilytica,1
133425,,"KCCM 42688, NBRC 103142, IMCC 3223, DSM 105096",1,1,Lewinella antarctica,0
133002,HDW-36,"DSM 105137, CECT 8901, KCTC 42719",1,1,Lewinella aquimaris,0
140717,,"KCTC 42187, CECT 8679, HME 9359",1,1,Lewinella lacunae,0
167343,HSMS-39,"KACC 19866, NBRC 113585",1,1,Lewinella litorea,0
140713,,"KACC 17619, CECT 8419, HME 9321",1,1,Lewinella maritima,0
131475,13-9-B8,"DSM 29526, KCTC 32663",1,1,Lewinella xylanilytica,0
166128,RmlP026,"KCTC 72077, VKM B-3277",1,1,Lichenibacterium minus,1
166129,RmlP001,"KCTC 72076, VKM B-3263",1,1,Lichenibacterium ramalinae,1
164516,,"JCM 33311, KCCM 43293, PAMC 29148",1,1,Lichenihabitans psoromatis,0
6606,FS60-1,"CCUG 46556, CIP 106750, PCU 207, DSM 15836, HSCC 1411, JCM 10692, NRIC 0300, TISTR 1386, NBRC 102163",1,1,Ligilactobacillus acidipiscis,0
6416,"PPI/1535, PP1/1535","DSM 20602, ATCC 35046, NCDO 2425, CCUG 33906, JCM 5670, BCRC 14617, CECT 4060, CGMCC 1.2623, CIP 103152, IAM 13547, IFO 15882, KCTC 3501, LMG 9843, NBRC 15882, NCFB 2425, NCIMB 13278, NRRL B-14176, VTT E-991268",1,1,Ligilactobacillus animalis,0
6646,"ASB1, ASB-1","DSM 16634, CIP 108913, JCM 16172, NCIMB 14359",1,1,Ligilactobacillus apodemi,0
6417,ML2,"CCUG 32231, JCM 5667, DSM 20653, ATCC 43235, CIP 103145, LMG 23560, NCFB 2785",1,1,Ligilactobacillus araffinosus,0
6677,142-2,"DSM 22408, CCUG 53626, CECT 7185, JCM 15609, CIP 109847, KCTC 5852",1,1,Ligilactobacillus ceti,0
6604,,"DSM 15833, ATCC BAA-261, CCUG 47129, CIP 107382, JCM 10991, KCTC 13921, YIT 0455",1,1,Ligilactobacillus equi,0
24137,"AFL 13-2, AFL13-2","DSM 23956, CIP 110788, JCM 17300",1,1,Ligilactobacillus faecis,0
6675,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13, KCTC 5851",1,1,Ligilactobacillus hayakitensis,0
6484,313,"DSM 20452, ATCC 35020, CNRZ 220, CCUG 33904, LMG 14189, CIP 104818, JCM 1717, BCRC 14020, CECT 4135, CGMCC 1.2626, IFO 14221, KCTC 3546, LMG 18317, LMG 9475, NBRC 14221, NCFB 2808, NCIMB 702808",1,1,Ligilactobacillus murinus,0
24127,E100301,"DSM 28122, KCTC 13174, NBRC 103219, RIFY 6501, JCM 18084, CIP 110289",1,1,Ligilactobacillus pobuzihii,0
6612,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087, JCM 15955, NBRC 107826",1,1,Ligilactobacillus saerimneri,0
6665,"H066, HO 66","CCUG 31453, LMG 9477, DSM 20555, ATCC 11741, NCDO 929, JCM 1231, BCRC 14759, CECT 4063, CIP 103140, NCFB 2747, NCIMB 11975, NRRL B-1949, NCDO 2747",1,1,Ligilactobacillus salivarius,0
24013,YM11-185,"DSM 26026, KCTC 22132, MBIC 08286",1,1,Limibacter armeniacum,1
140769,,"KCTC 52187, NBRC 112522, DSM 108279, CAU 1123",1,1,Limibaculum halophilum,0
159054,SM-Chi-D1,"DSM 100118, JCM 31927, KCTC 15601",1,1,Limihaloglobus sulfuriphilus,0
130608,LL-001,"DSM 29954, CECT 8072, JCM 18161",1,1,Limimaricola cinnabarinus,0
13675,UST950701-009P,"DSM 17492, JCM 12479, NRRL B-41039, CIP 108639",1,1,Limimaricola hongkongensis,0
,,,,,,1
13678,JJM85,"DSM 21424, KCTC 22372",1,1,Limimaricola pyoseonensis,1
24534,Ia16,"DSM 25584, IBRC-M 10018",1,1,Limimonas halophila,0
166352,LZ-4,"CCTCC AB 2019004, KCTC 72281",1,1,Limnobacter alexandrii,1
133611,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1,1,Limnobacter litoralis,1
2055,CS-K2,"DSM 13612, CIP 107302, LMG 19593",1,1,Limnobacter thiooxidans,0
,,,,,,1
166503,HYN0051,"KACC 19186, NBRC 112742",1,1,Limnobaculum parvum,0
3033,MWH-BRAZ-DAM2D,"CCUG 57769, DSM 21646, CCUG 56719, KCTC 42566",1,1,Limnohabitans australis,0
3032,MWH-C5,"DSM 21645, CCUG 56720, KCTC 42562, CCUG 57770",1,1,Limnohabitans curvus,0
3034,II-B4,"DSM 21592, CIP 109845, CCUG 56787",1,1,Limnohabitans parvus,0
3035,II-D5,"CCUG 56788, DSM 21594, CIP 109844",1,1,Limnohabitans planktonicus,0
6613,Kx146A4,"DSM 16041, CCUG 48456, CIP 109960, LMG 22111, JCM 15950",1,1,Limosilactobacillus antri,0
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,1,Limosilactobacillus caviae,0
6587,,"LMG 21591, JCM 11550, DSM 14060, CCUG 44007, CIP 106820, KCTC 21007",1,1,Limosilactobacillus coleohominis,0
6678,,"DSM 18793, JCM 14505, NRIC 0697, CIP 109834",1,1,Limosilactobacillus equigenerosi,0
6458,"28, Bb28","DSM 20052, ATCC 14931, NCDO 1750, CCUG 30138, LMG 6902, JCM 1173, BCRC 12190, CECT 4007, CIP 102980, IFO 15885, KCTC 3112, NBRC 15885, NCIMB 11840, NRIC 1752, NRRL B-4524, VTT E-93489",1,1,Limosilactobacillus fermentum,0
6576,,"CCUG 56446, CIP 106922, JCM 11122, DSM 13145, LMG 19473, TMW 1.666",1,1,Limosilactobacillus frumenti,0
6617,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873, JCM 15952",1,1,Limosilactobacillus gastricus,0
6609,KR3,"CIP 107876, KCTC 3800, DSM 15946, CCUG 45722, LMG 20380, JCM 12531",1,1,Limosilactobacillus ingluviei,0
6584,S32,"DSM 13345, CCUG 43179, CIP 106485, JCM 12515, KCTC 21011, LMG 19534, NCIMB 13705",1,1,Limosilactobacillus mucosae,0
6486,5A1,"DSM 4864, ATCC 49062, CIP 105162, NCDO 2160, NCIB 8831, CCUG 37396, JCM 11028, CECT 4021, CIP 103255, JCM 7507, KCTC 3670, LMG 9848, NCIMB 8831",1,1,Limosilactobacillus oris,0
6575,1,"DSM 6035, JCM 11053, CCUG 37482, CIP 109875",1,1,Limosilactobacillus panis,0
6562,,"DSM 8475, ATCC 51518, JCM 11051, LMG 14187, CCUG 33456, LTH 2587, CIP 104232",1,1,Limosilactobacillus pontis,0
6507,F 275,"DSM 20016, ATCC 23272, CIP 109823, CCUG 33624, JCM 1112, BCC 49727, BCRC 14625, CECT 925, CIP 101887, IFO 15892, KCTC 3594, LMG 13557, LMG 9213, NBRC 15892, NCDO 2589, NCIMB 11951, NRRL B-14171, VTT E-92142",1,1,Limosilactobacillus reuteri,0
6505,100-23,"DSM 17509, CIP 109821",1,1,Limosilactobacillus reuteri subsp. rodentium,0
6669,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1,1,Limosilactobacillus secaliphilus,0
6558,Lac 19,"DSM 5837, ATCC 49540, NCTC 12197, CCUG 31452, JCM 9505, BCRC 14735, CECT 4089, CIP 105932, KCTC 3515, LMG 12891, NCFB 2810, NCIMB 702810, CSCC 5252",1,1,Limosilactobacillus vaginalis,0
132632,,"DSM 102030, CGMCC 4.7224, EGI 80537",1,1,Lipingzhangella halophila,0
6691,,"DSM 21051, CECT 7355, IMCC 1736, JCM 16869",1,1,Liquorilactobacillus aquaticus,1
6681,R-34119,"DSM 21116, LMG 24285",1,1,Liquorilactobacillus cacaonum,0
6680,,"DSM 19910, BCRC 17811, JCM 15044, YIT 11306, LMG 29533, CIP 109977",1,1,Liquorilactobacillus capillatus,0
,,,,,,1
6657,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1,1,Liquorilactobacillus ghanensis,1
6672,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1,1,Liquorilactobacillus hordei,0
6586,"LuE10, LuE<SUB>10</SUB>","DSM 13675, ATCC 700692, CCUG 43575, JCM 12492, KCTC 21009, CIP 107647",1,1,Liquorilactobacillus nagelii,0
6676,59b,"DSM 19972, CECT 7334, JCM 18036, CIP 110039",1,1,Liquorilactobacillus oeni,0
,,,,,,1
6621,,"DSM 16230, NRIC 0604, CCUG 52399, JCM 12392, CIP 109882, NCIMB 14549",1,1,Liquorilactobacillus satsumensis,0
,,,,,,1
6692,,"DSM 21376, JCM 15457, NRIC 0736",1,1,Liquorilactobacillus sucicola,1
6683,"8, Lb8","DSM 19971, CECT 7335, CIP 109959, JCM 16870",1,1,Liquorilactobacillus uvarum,0
6641,,"DSM 20605, CECT 5924, Mont 4, JCM 14280, CIP 109261",1,1,Liquorilactobacillus vini,0
133499,H6,"CGMCC 1.7005, JCM 15141",1,1,Lishizhenia tianjinensis,0
,,,,,,1
130391,,"DSM 28860, CIP 111022, LMG 28311, FSL A5-0281",1,1,Listeria booriae,0
158391,ES106,"DSM 105474, CIP 111400, CLIP 2016/00682",1,1,Listeria costaricensis,1
24153,,"DSM 25391, ATCC BAA-2414, CIP 110717, TTU M1-001",1,1,Listeria fleischmannii subsp. coloradonensis,0
23081,"80937-1, FAM 21873, LU2006-1","DSM 24998, CIP 110547, LMG 26584",1,1,Listeria fleischmannii,0
158422,"88L, ILCC801","DSM 29886, KCTC 33909, MCC 3285, LCC 801",1,1,Listeria goaensis,0
6872,Li 1979,"CCUG 15528, CCM 5884, NCTC 11846, CIP 78.42, CECT 913, DSM 20750, ATCC 19119, WDCM 00018, SLCC 2379, JCM 7681, BCRC 14844, KCTC 3444, LMG 11388, NCAIM B.02035, NRRL B-33017, VTT E-97771",1,1,Listeria ivanovii,1
6879,CNL 89/5081,"CCUG 36672, CCM 4698, DSM 12491, ATCC 49954, CIP 103466, CLIP 12229, JCM 32891, NCTC 12701",1,1,Listeria ivanovii subsp. londoniensis,1
6880,,"DSM 23813, ATCC BAA-1595, BEIR NR 9579, CCUG 56148, FSL S4-120, CIP 110187",1,1,Listeria marthii,1
6875,53 XXIII,"DSM 20600, ATCC 15313, NCTC 10357, CCUG 15526, CIP 82.110, JCM 32892",1,1,Listeria monocytogenes,0
130392,,"DSM 28861, CIP 111021, LMG 28310, FSL M6-0635",1,1,Listeria newyorkensis,0
6881,700284/02,"DSM 22097, CIP 109804, CCUG 59857, Allerberger 700284/02, CLIP 2007/00563",1,1,Listeria rocourtiae,0
,,,,,,1
6876,1120,"CCUG 15530, CIP 100.100, CECT 917, NCTC 11856, CCM 3970, DSM 20751, ATCC 35967, CIP 100100, SLCC 3954, JCM 32815, BCRC 15361, LMG 11386, NCAIM B.01873",1,1,Listeria seeligeri,1
158452,CLIP2015/00305,"DSM 107638, CIP 111635, CLIP 2015/00305",1,1,Listeria thailandensis,0
160431,"LISVAL109, LISVAL 109","DSM 110544, CLIP 2019/00642, CIP 111799",1,1,Listeria valentina,1
23078,WS 4560,"DSM 24698, LMG 26374",1,1,Listeria weihenstephanensis,1
6878,V8,"DSM 20650, ATCC 35897, CIP 8149, SLCC 5334, CCUG 15529, CIP 81.49, NCTC 11857, CECT 919, CCM 3971, JCM 32816, BCRC 14851, LMG 11389, NCAIM B.01872",1,1,Listeria welshimeri,1
17279,,"DSM 21597, ATCC 19264, CAIM 696, CCTM 2283, CCUG 47265, CECT 522, CIP 63.36, IFO 13266, LMG 4410, LMG 4437, NBRC 13266, NCCB 72050, NCIMB 6, NCTC 12159, RIMD 2202001, JCM 33359",1,1,Listonella anguillarum,1
17317,"99, Baumann 99","DSM 21205, ATCC 25916, CCUG 16398, CECT 4202, NCIMB 1900, NCTC 11316, LMG 3897, JCM 21191, BCRC 12918, CAIM 324, CECT 527, CIP 102762, CIP 106865, CIP 75.06, IAM 14408, IFO 15639, JCM 1145, KCTC 2732, NBRC 15639, NCCB 76038",1,1,Listonella pelagia,1
1282,"BA288, 18.101","DSM 16976, CIP 110635, KCTC 3947",1,1,Litchfieldia alkalitelluris,1
23240,,"DSM 26922, JCM 16493, NRIC 0773, KMM 3851",1,1,Litoreibacter albidus,0
13858,GA2-M15,"DSM 19593, KACC 12675",1,1,Litoreibacter arenae,1
130644,P-MA1-7,"DSM 29467, CCUG 63416, KCTC 32213",1,1,Litoreibacter halocynthiae,0
23241,,"DSM 26921, JCM 16492, NRIC 0772, KMM 3842",1,1,Litoreibacter janthinus,0
130643,MA1-1,"DSM 29466, CCUG 61486, KCTC 23699, KCTC 23699T",1,1,Litoreibacter meonggei,0
133992,JC166,"KCTC 32217, LMG 27256",1,1,Litoribacter alkaliphilus,0
133622,,"ACCC 05414, KCTC 22899, YIM CH208",1,1,Litoribacter ruber,0
159713,,"BCRC 81004, LMG 29725, KCTC 52438, Eup a-2",1,1,Litoribrevibacter euphylliae,1
134256,,"KCCM 42360, NBRC 102074, IMCC 1097",1,1,Litorivicinus lipolyticus,0
133567,,"KCTC 22683, NBRC 105824, IMCC 2782",1,1,Litorivicinus marinus,0
158491,"Hls M16-52, HIsM16-52","DSM 109838, NBRC 12290, TBRC 7759, NBRC 112290",1,1,Litorihabitans aurantiacus,0
23349,,"DSM 25763, ATCC BAA-2444, PRI 4131",1,1,Litorilinea aerophila,0
166110,RZ04,"MCCC 1K03616, KCTC 62835",1,1,Litorilituus lipolyticus,1
158631,,"CCM 8709, CIP 111178, LMG 29765, MaA MAA42",1,1,Litorimonas haliclonae,1
133877,BB-MW24,"KCTC 32139, CCUG 62953",1,1,Litorisediminicola beolgyonensis,0
133224,YSM-17,"KCTC 52249, NBRC 112330",1,1,Litorisediminivivens gilvus,0
159817,FSX-11,"JCM 32715, MCCC 1K03503",1,1,Litorivita pollutaquae,0
6642,L-1062,"DSM 18080, JCM 18665, LMG 23555",1,1,Loigolactobacillus backii,0
6421,N2,"CCUG 32234, DSM 20003, ATCC 35409, JCM 1094, BCRC 12934, CGMCC 1.1876, CIP 102811, KCTC 5061, LMG 9845, NCFB 2736, NCIMB 12863, NCDO 2736",1,1,Loigolactobacillus bifermentans,0
6437,34,"CCUG 30666, DSM 20001, ATCC 25602, NCIB 9711, JCM 1164, BCRC 12935, CECT 982, CIP 103133, KCTC 3167, LMG 9196, NCFB 2741, NCIMB 9711, NRRL B-4391, VTT E-93487, NCDO 2741",1,1,Loigolactobacillus coryniformis,0
6439,30,"DSM 20004, ATCC 25600, NCIB 9712, CCUG 30667, JCM 1166, BCRC 14629, CECT 4129, CIP 103134, KCTC 3535, LMG 9197, NCFB 2740, NCIMB 9712, NRIC 1051, NRRL B-4390, NCDO 2740",1,1,Loigolactobacillus coryniformis subsp. torquens,0
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,1,Loigolactobacillus iwatensis,0
140770,OISW-6,"KCTC 52837, NBRC 112781",1,1,Yoonia acticola,0
132051,R10SW5,"DSM 104149, CIP 107883, KMM 3788, LMG 22534",1,1,Loktanella agnita,0
24491,IG8,"DSM 29326, IAM 15450, JCM 23210, NCIMB 14280, CIP 109738, IAM 15540",1,1,Loktanella atrilutea,0
,,,,,,1
13674,R-7670,"DSM 16213, LMG 22007, JCM 21635, CIP 108323, IAM 15180, NBRC 102485",1,1,Loktanella fryxellensis,0
,,,,,,1
13672,R-8904,"DSM 16199, LMG 21507, JCM 21636, CIP 108322, IAM 15181, NBRC 102486",1,1,Loktanella salsilacus,0
140500,WDS2C18,"KCTC 52045, MCCC 1H00132",1,1,Longibacter salinarum,0
132517,CB-286315,"DSM 29007, CECT 8660",1,1,Longimicrobium terrae,0
140771,BSker3,"JCM 31343, UNIQEM U1010",1,1,Longimonas haloalkaliphila,0
160507,,"DSM 105158, CGMCC 1.16550, SCSIO 06110",1,1,Longirhabdus pacifica,1
158778,X5,"CGMCC 4.7317, NBRC 112237",1,1,Longivirga aurantiaca,0
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,1,Lonsdalea britannica,1
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,1,Lonsdalea iberica,1
23013,NY060,"DSM 25466, NCAIM B 02483, CFCC 13125, LMG 27349",1,1,Lonsdalea populi,1
5251,1,"DSM 4561, ATCC 29281, CCUG 48867, CFBP 3617, CIP 105201, ICMP 1845, ICPB EQ 101, LMG 2724, NCPPB 1852, PDDCC 1845",1,1,Lonsdalea quercina,0
166204,B210,"KCTC 42951, CGMCC 1.16770",1,1,Lujinxingia litoralis,1
159925,SEH01,"DSM 101859, KCTC 42950",1,1,Lujinxingia sediminis,1
133254,JC344,"KCTC 42988, LMG 29259",1,1,Lunatimonas salinarum,0
133459,CC-MHSW-2T,"KCTC 22538, JCM 15069",1,1,Lutaonella thermophila,0
17465,,"DSM 23190, CCM 7598, CCUG 25036",1,1,Luteibacter anthropi,1
17463,LJ96,"DSM 16549, ATCC BAA-1015, CCUG 50033",1,1,Luteibacter rhizovicinus,1
134069,CC-AMWY-103B,"JCM 18817, BCRC 80551",1,1,Luteibaculum oceani,0
,,,,,,1
17887,R19-04,"DSM 22413, NBRC 105647",1,1,Luteimicrobium subarcticum,0
17469,RIB1-20,"DSM 22088, BCRC 17731, LMG 24212",1,1,Luteimonas aquatica,0
141071,26-35,"KCTC 42824, CCTCC AB 2014326",1,1,Luteimonas arsenica,0
166305,,"KACC 19469, CCTCC AB 2017256, MIC 1.5",1,1,Luteimonas cellulosilyticus,0
,,,,,,1
17467,CC-YY255,"CCUG 53282, DSM 19790, BCRC 17598, CCUG 53595, CIP 109311",1,1,Luteimonas composti,0
,,,,,,1
24674,Y4,"DSM 28068, CGMCC 1.10821, KCTC 23627",1,1,Luteimonas cucumeris,0
162196,Gr-4,"JCM 18203, KACC 16614",1,1,Luteimonas granuli,0
24675,HB2,"DSM 26429, CICC 11005s",1,1,Luteimonas huabeiensis,0
17470,FR1330,"DSM 22943, IMSNU 60306, JCM 12488, KCTC 12327",1,1,Luteimonas marina,0
17466,B1953/27.1,"DSM 12574, ATCC BAA-11, CCUG 48040, CIP 107229",1,1,Luteimonas mephitis,1
140925,SYP-B804,"KCTC 42211, JCM 30329",1,1,Luteimonas notoginsengisoli,1
133046,,"DSM 101536, KCTC 52403, CDR SL 15",1,1,Luteimonas padinae,0
17497,,"DSM 17927, KCTC 12601, Gsoil 068",1,1,Luteimonas panaciterrae,0
140926,CC-VAM-7,"BCRC 80558, JCM 18792",1,1,Luteimonas pelagia,0
158652,"43803, 4-12","CCTCC AB 2016261, KCTC 52585",1,1,Luteimonas rhizosphaerae,1
140846,THG-MD21,"KACC 18131, JCM 30122",1,1,Luteimonas terrae,1
17473,BZ92r,"DSM 22344, CGMCC 1.8985, CIP 110133",1,1,Luteimonas terricola,0
130771,,"DSM 29392, JCM 18392, NRIC 0881, KMM 9005",1,1,Luteimonas vadosa,0
166355,WF-2,"KCTC 62441, CGMCC 1.13633",1,1,Luteimonas weifangensis,0
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,1,Luteipulveratus mongoliensis,0
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,1,Luteitalea pratensis,0
133874,PIII.02,"ATCC BAA-2393, LMG 26723",1,1,Luteivirga sdotyamensis,0
12621,,"DSM 10546, ATCC 51526, CIP 104067, IFO 12422, JCM 9415, NBRC 12422, OUT 8086, CCUG 38731, IMSNU 21283, KCTC 9794, NCIMB 13388, NRIC 1092, VKM Ac-1951",1,1,Luteococcus japonicus,0
12623,May-90,"DSM 15826, ATCC BAA-60, CCUG 38120, CIP 106441, JCM 11685, CCM 7172",1,1,Luteococcus peritonei,0
134330,A5J-41-2,"KCTC 22040, MBIC 08320",1,1,Luteolibacter algae,0
17211,E100,"DSM 25813, CCM 8400, CCUG 62419, LMG 26924, CIP 110383",1,1,Luteolibacter cuticulihirudinis,1
133373,"GKX, A1600","MCCC 1K03193, KCTC 52361",1,1,Luteolibacter flavescens,0
140773,CB-286403,"CECT 8659, DSM 28998",1,1,Luteolibacter gellanilyticus,0
133786,DR4-30,"CCTCC AB 2010415, NRRL B-59669",1,1,Luteolibacter luojiensis,0
134331,A4T-83,"KCTC 22041, MBIC 08322",1,1,Luteolibacter pohnpeiensis,0
133924,EBTL01,"KCTC 23678, JCM 18052",1,1,Luteolibacter yonseiensis,0
133694,MA-My1,"KCTC 23499, CCUG 60022",1,1,Lutibacter aestuarii,0
24048,KYW566,"DSM 29150, JCM 18281, KCTC 23842",1,1,Lutibacter agarilyticus,0
24047,,"DSM 27993, IMCC 1507, KACC 14312, NBRC 107589",1,1,Lutibacter flavus,0
134184,CL-TF09,"KCCM 42118, JCM 13034, CIP 109245",1,1,Lutibacter litoralis,0
133362,OITF-20,"KCTC 52501, NBRC 112458",1,1,Lutibacter litorisediminis,0
5721,S7-2,"DSM 24450, CCUG 57524, KCTC 22635",1,1,Lutibacter maritimus,0
132984,LP1,"DSM 100437, JCM 30586, JCM 30585",1,1,Lutibacter profundi,0
13878,AMV1,"DSM 22728, CCUG 58046, KCTC 22669, NBRC 105799",1,1,Lutibaculum baratangense,1
166436,GH1-34,"KCTC 52847, NBRC 113277",1,1,Lutibaculum pontilimi,1
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,1,Lutimaribacter marinistellae,1
130637,W11-2B,"DSM 29620, CCTCC AB 208224, LMG 24619, MCCC 1A01034",1,1,Lutimaribacter pacificus,0
24514,SMK-117,"DSM 28010, CCUG 55760, KCTC 22244",1,1,Lutimaribacter saemankumensis,0
134257,,"KCCM 42379, NBRC 102041, IMCC 1616",1,1,Lutimonas vermicola,0
2870,,"DSM 19022, NBRC 102133, EBR 46",1,1,Lutispora thermophila,1
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,1,Lysinibacillus alkalisoli,1
1538,10a,"DSM 17140, ATCC BAA-1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,1,Lysinibacillus boronitolerans,1
166376,,"KCTC 43130, CGMCC 1.17492, SYSU K30005",1,1,Lysinibacillus cavernae,1
23758,,"DSM 24785, JCM 18777, KCTC 13796, NCCP 36",1,1,Lysinibacillus composti,1
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,1,Lysinibacillus contaminans,0
1521,AMNH 732,"DSM 2898, ATCC 7055, JCM 31033, NRS 350, JCM 12229, BCRC 15907, CCUG 28888, IFO 15717, IFO 3528, KCTC 3454, LMG 9816, NBRC 15717, NBRC 3528, NRRL NRS-350, VTT E-011945, CRBIP3.1597",1,1,Lysinibacillus fusiformis,1
1542,1741-1b,"DSM 54, ATCC 12905, LMG 18474, SAG 1741-1b, JCM 21742, IAM 15292, LMG 18473",1,1,Lysinibacillus macroides,1
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,1,Lysinibacillus odysseyi,1
23762,,"DSM 24784, JCM 18776, KCTC 13795, NCCP 54",1,1,Lysinibacillus pakistanensis,1
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144, JCM 18861",1,1,Lysinibacillus parviboronicapiens,1
1532,"Gibson 1013, 1013","DSM 28, ATCC 14577, CCM 2120, JCM 2502, NCIB 9370, NCTC 10338, CCUG 7428, LMG 7134, BCRC 12825, CECT 33, CIP 65.30, IAM 13420, IFO 15095, KCTC 3346, NBRC 15095, NCCB 75018, NCIMB 9370, NRRL B-23268, VKM B-509, NCDO 1767",1,1,Lysinibacillus sphaericus,1
140558,S5H2222,"MCC 3065, KACC 18714, LMG 29294",1,1,Lysinibacillus telephonicus,1
1540,XDB9,"DSM 23493, CCUG 57438, KCTC 13423",1,1,Lysinibacillus xylanilyticus,1
