ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet
140090,PK2,"DSM 29599, JCM 30229, VKM B-2849, CCUG 65431",1,1,"Methylobrevis pamukkalensis",Methylobrevis,pamukkalensis
168564,,"NCIMB 11912, VKM-14L",1,1,"Methylocaldum gracile",Methylocaldum,gracile
131296,"25MAT1882, S8","DSM 27392, NBRC 109686",1,1,"Methylocaldum marinum",Methylocaldum,marinum
1656,B2,"DSM 13967, NCIMB 13765",1,1,"Methylocapsa acidiphila",Methylocapsa,acidiphila
1657,KYG,"DSM 22158, VKM B-2544",1,1,"Methylocapsa aurea",Methylocapsa,aurea
140108,NE2,"DSM 29914, LMG 28715, VKM B-2945",1,1,"Methylocapsa palsarum",Methylocapsa,palsarum
24750,Gela4,"DSM 27242, NBRC 109540",1,1,"Methyloceanibacter caenitepidi",Methyloceanibacter,caenitepidi
168806,R-67177,"NCIMB 15075, LMG 29432",1,1,"Methyloceanibacter marginalis",Methyloceanibacter,marginalis
168573,R-67174,"LMG 29429, NCIMB 15078",1,1,"Methyloceanibacter methanicus",Methyloceanibacter,methanicus
168656,R-67176,"LMG 29431, NCIMB 15077",1,1,"Methyloceanibacter stevinii",Methyloceanibacter,stevinii
169069,R-67175,"LMG 29430, NCIMB 15076",1,1,"Methyloceanibacter superfactus",Methyloceanibacter,superfactus
1658,BL2,"DSM 15510, NCIMB 13906, CIP 108128",1,1,"Methylocella silvestris",Methylocella,silvestris
1659,T4,"DSM 15673, NCIMB 13949",1,1,"Methylocella tundrae",Methylocella,tundrae
168961,,"ATCC 19069, UNIQEM 1",1,1,"Methylococcus capsulatus",Methylococcus,capsulatus
164695,,"JCM 33941, KCTC 72677",1,1,"Methylococcus geothermalis",Methylococcus,geothermalis
164401,,"JCM 32869, KCTC 15683, MCC 3492",1,1,"Methylocucumis oryzae",Methylocucumis,oryzae
7219,H2s,"DSM 21852, VKM B-2545",1,1,"Methylocystis bryophila",Methylocystis,bryophila
169085,"IMET 10491","UNIQEM 25, VKM B-2128",1,1,"Methylocystis echinoides",Methylocystis,echinoides
7216,H2,"DSM 16984, VKM B-2426",1,1,"Methylocystis heyeri",Methylocystis,heyeri
7218,,"DSM 18500, ATCC BAA-1344, CSC 1",1,1,"Methylocystis hirsuta",Methylocystis,hirsuta
168903,"IMET 10483, OBBP","VKM B-2129, NCIMB 11129, UNIQEM 38, ATCC 35066, ACM 3309",1,1,"Methylocystis parva",Methylocystis,parva
7217,SV97,"DSM 17261, ATCC BAA-1196",1,1,"Methylocystis rosea",Methylocystis,rosea
1676,AR4,"DSM 22108, LMG 25277, VKM B-2543",1,1,"Methyloferula stellata",Methyloferula,stellata
7214,E10,"DSM 23452, JCM 16910",1,1,"Methylogaea oryzae",Methylogaea,oryzae
131381,"KoM1, red","DSM 22980, JCM 18850",1,1,"Methyloglobulus morosus",Methyloglobulus,morosus
7205,10Ki,"DSM 16011, ATCC BAA-967",1,1,"Methylohalobius crimeensis",Methylohalobius,crimeensis
17901,,"DSM 15733, NCCB 100208, UNIQEM U237, HMT 1",1,1,"Methylohalomonas lacus",Methylohalomonas,lacus
24751,C2,"DSM 25045, CCUG 61687, VKM B-2706",1,1,"Methyloligella halotolerans",Methyloligella,halotolerans
156429,,"CCUG 61697, VKM B-2707, DSM 25212",1,1,"Methyloligella solikamskensis",Methyloligella,solikamskensis
166371,C50C1,,1,1,"Methylolobus oryzae",Methylolobus,oryzae
132266,RS11D-Pr,"DSM 29768, JCM 18894, KCTC 4681, NBRC 109438",1,1,"Methylomagnum ishizawai",Methylomagnum,ishizawai
24813,IT-9,"DSM 19749, JCM 13666",1,1,"Methylomarinovum caldicuralii",Methylomarinovum,caldicuralii
24177,IT-4,"DSM 18976, JCM 13665",1,1,"Methylomarinum vadi",Methylomarinum,vadi
169074,"A30, NCIB 11124","ATCC 35068, ACM 3308, NCIMB 11124",1,1,"Methylomicrobium agile",Methylomicrobium,agile
168310,"BG8, NCIB 11123","ATCC 33003, VKM BG-8, NCIMB 11123, ACM 3314",1,1,"Methylomicrobium album",Methylomicrobium,album
134303,NI,"VKM B-2462, FERM BP-5633, NBRC 103677",1,1,"Methylomicrobium japanense",Methylomicrobium,japanense
168092,AA-23,"ACM 3505, NCIMB 2265",1,1,"Methylomicrobium pelagicum",Methylomicrobium,pelagicum
166771,EbA,"LMG 29958, JCM 32282",1,1,"Methylomonas albis",Methylomonas,albis
166789,EbB,"JCM 32283, LMG 29959",1,1,"Methylomonas fluvii",Methylomonas,fluvii
133754,Fw12E-Y,"JCM 16701, NBRC 105905, NCIMB 14606",1,1,"Methylomonas koyamae",Methylomonas,koyamae
162490,,"JCM 19378, LMG 26260",1,1,"Methylomonas lenta",Methylomonas,lenta
168994,"NCIB 11130","NCIMB 11130, ATCC 35067, VKM B-2110, UNIQEM 8",1,1,"Methylomonas methanica",Methylomonas,methanica
132151,MG30,"DSM 24973, VKM B-2745",1,1,"Methylomonas paludis",Methylomonas,paludis
170580,MP1,"KCTC 92586, VKM B-3663",1,1,"Methylomonas rapida",Methylomonas,rapida
164703,GJ1,"JCM 33990, ACCC 61706",1,1,"Methylomonas rhizoryzae",Methylomonas,rhizoryzae
158647,MMFC1,"JCM 31821, KCTC 15592",1,1,"Methylomusa anaerophila",Methylomusa,anaerophila
17902,,"DSM 15732, NCCB 100209, UNIQEM U238, AMT 1",1,1,"Methylonatrum kenyense",Methylonatrum,kenyense
162491,,"JCM 19379, LMG 27482",1,1,"Methyloparacoccus murrellii",Methyloparacoccus,murrellii
11906,M39,"DSM 14953, ATCC BAA-297, VKM B-2251",1,1,"Methylophaga alcalica",Methylophaga,alcalica
134269,MP,"VKM B-24415, JCM 14647, KCTC 12909, VKM B-2441",1,1,"Methylophaga aminisulfidivorans",Methylophaga,aminisulfidivorans
24313,,"DSM 25690, ATCC BAA-2434, JAM 7",1,1,"Methylophaga frappieri",Methylophaga,frappieri
11908,MPL,"DSM 24656, MCC 1002, VKM B-2684",1,1,"Methylophaga lonarensis",Methylophaga,lonarensis
11903,222,"DSM 5689, ATCC 35842, NCIMB 2244, JCM 6886, CIP 104551, IAM 14932, KCTC 2857, NBRC 102421, VKM B-2056, LMG 6788",1,1,"Methylophaga marina",Methylophaga,marina
132896,BUR1,"DSM 103617",1,1,"Methylophaga muralis",Methylophaga,muralis
24314,,"DSM 25689, ATCC BAA-2433, JAM 1",1,1,"Methylophaga nitratireducenticrescens",Methylophaga,nitratireducenticrescens
170060,TMB456,"KCTC 82622, MCCC 1K05898",1,1,"Methylophaga pinxianii",Methylophaga,pinxianii
11905,RB-1,"DSM 11578, LMD 95.210, JCM 21498, CIP 105175, IAM 15035, NBRC 102423",1,1,"Methylophaga sulfidovorans",Methylophaga,sulfidovorans
11904,,"DSM 5690, ATCC 33146, IAM 12458, LMG 4055, NCIMB 2163, JCM 6887, CIP 104552, KCTC 2861, NBRC 102424, VKM B-2057",1,1,"Methylophaga thalassica",Methylophaga,thalassica
11907,,"DSM 22068, VKM B-2586, DMS 010",1,1,"Methylophaga thiooxydans",Methylophaga,thiooxydans
157214,,"CCUG 70602, JCM 32032, VKM B-3159",1,1,"Methylophilus aquaticus",Methylophilus,aquaticus
7242,Ship,"DSM 23073, VKM B-2547",1,1,"Methylophilus flavus",Methylophilus,flavus
7240,B,"DSM 5898, CCUG 59685, VKM B-1607",1,1,"Methylophilus glucosoxydans",Methylophilus,glucosoxydans
7241,DM11,"DSM 6813, VKM B-2013",1,1,"Methylophilus leisingeri",Methylophilus,leisingeri
7243,Mim,"DSM 22949, CCUG 58412, VKM B-2548",1,1,"Methylophilus luteus",Methylophilus,luteus
7239,,"DSM 5691, ATCC 53528, CCUG 58724, DSM 46235, NCIMB 10515, LMG 6787, BCRC 15784, KCTC 1759, AS 1",1,1,"Methylophilus methylotrophus",Methylophilus,methylotrophus
158223,MT,"DSM 23074, VKM B-2338, JCM 31521",1,1,"Methylophilus quaylei",Methylophilus,quaylei
133517,CBMB127,"KACC 13099, NCCB 100233",1,1,"Methylophilus rhizosphaerae",Methylophilus,rhizosphaerae
7222,,"DSM 6130, VKM B-1606",1,1,"Methylopila capsulata",Methylopila,capsulata
167678,Das4.1,"VKM B-3244, CCUG 72399",1,1,"Methylopila carotae",Methylopila,carotae
168947,LYBFD3-16A2,"LMG 25959, CGMCC 1.10703",1,1,"Methylopila henanensis",Methylopila,henanensis
7224,JZL-4,"DSM 22718, ACCC 05406, VKM B-2555",1,1,"Methylopila jiangsuensis",Methylopila,jiangsuensis
23093,MUSA,"DSM 24986, CCUG 61696, VKM B-2646",1,1,"Methylopila musalis",Methylopila,musalis
130402,2395A,"DSM 29295, CCUG 63805, VKM B-2788",1,1,"Methylopila oligotropha",Methylopila,oligotropha
133049,Side1,"DSM 27566, VKM B-2748",1,1,"Methylopila turkensis",Methylopila,turkensis
140082,"WF1, whale fall 1","DSM 29215, ATCC BAA-2619",1,1,"Methyloprofundus sedimenti",Methyloprofundus,sedimenti
166818,"1 1 T Z","DSM 111909, NBRC 114766",1,1,"Methyloradius palustris",Methyloradius,palustris
137677,"DM 13","CIP 104898, ATCC 51890, VKM B-2030",1,1,"Ancylobacter multivorans",Ancylobacter,multivorans
1677,V-022,"DSM 22001, VKM B-2485",1,1,"Methylorosula polaris",Methylorosula,polaris
7171,TH-15,"DSM 8832, ATCC 51358, JCM 8240, CCM 4612, CIP 105328, IFO 15686, LMG 21752, NBRC 15686, NCIMB 13343, VKM B-2145",1,1,"Methylorubrum aminovorans",Methylorubrum,aminovorans
7142,"TK 0001","DSM 1337, ATCC 43645, NCIMB 9399, IAM 12631, JCM 2802, BCRC 12234, CCUG 2084, IFO 15687, IMET 11113, NBRC 15687, VKM B-2064",1,1,"Methylorubrum extorquens",Methylorubrum,extorquens
7174,FM4,"DSM 15083, ATCC BAA-547",1,1,"Methylorubrum podarium",Methylorubrum,podarium
133659,BJ001,"ATCC BAA-705, NCIM B13946",1,1,"Methylorubrum populi",Methylorubrum,populi
168360,BL44,"ICMP 17622, NBRC 105205",1,1,"Methylorubrum pseudosasae",Methylorubrum,pseudosasae
7168,,"DSM 5687, ATCC 43882, NCIMB 12249, CCUG 36915, CIP 103771, JCM 10891, IFO 15844, NBRC 15844, VKM B-2142",1,1,"Methylorubrum rhodesianum",Methylorubrum,rhodesianum
7153,,"DSM 2163, ATCC 14821, NCIB 9421, JCM 2811, CCM 4463, CCUG 36917, CCUG 51501, CIP 101127, IFO 15691, LMG 2275, NBRC 15691, NCIMB 9421, VKM B-2065, CCUG 2875",1,1,"Methylorubrum rhodinum",Methylorubrum,rhodinum
134237,MR,"CGMCC 1.6474, NCCB 100140",1,1,"Methylorubrum salsuginis",Methylorubrum,salsuginis
7173,F20,"DSM 14458, NCIMB 13778, VKM B-2238, CCUG 55907",1,1,"Methylorubrum suomiense",Methylorubrum,suomiense
7172,ALL/SCN-P,"DSM 11490, ATCC 700647, JCM 10893, NCIMB 13651, VKM B-2197",1,1,"Methylorubrum thiocyanatum",Methylorubrum,thiocyanatum
7170,135,"DSM 5688, ATCC 43883, NCIMB 12243, CCUG 36916, CIP 103774, LMG 6087, IFO 15845, VKM B-2161, JCM 10892, CCM 4464, NBRC 15845",1,1,"Methylorubrum zatmanii",Methylorubrum,zatmanii
7210,AML-C10,"DSM 13736, ATCC 700909",1,1,"Methylosarcina fibrata",Methylosarcina,fibrata
134110,LW14,"ATCC BAA-1047, JCM 13284",1,1,"Methylomicrobium lacus",Methylomicrobium,lacus
7211,AML-D4,"DSM 13737",1,1,"Methylosarcina quisquiliarum",Methylosarcina,quisquiliarum
7225,5,"DSM 17706, ACM 3306, ATCC 35069, IMET 10545, NCIMB 11126, UNIQEM 60",1,1,"Methylosinus sporium",Methylosinus,sporium
168221,OB3b,"ACM 3311, VKM B-2117, ATCC 35070, UNIQEM 75, NCIMB 11131",1,1,"Methylosinus trichosporium",Methylosinus,trichosporium
7212,"LC 2","DSM 18750, JCM 14076",1,1,"Methylosoma difficile",Methylosoma,difficile
168612,AM6,"ACAM 549",1,1,"Methylosphaera hansonii",Methylosphaera,hansonii
7247,"JLW 8","DSM 17540, ATCC BAA-1282",1,1,"Methylotenera mobilis",Methylotenera,mobilis
166975,La3113,"NBRC 111954, DSM 103219",1,1,"Methylotenera oryzisoli",Methylotenera,oryzisoli
23100,301,"DSM 24635, JCM 17579, VKM B-2679",1,1,"Methylotenera versatilis",Methylotenera,versatilis
158679,73a,"LMG 29185, VKM B-2986",1,1,"Methyloterricola oryzae",Methyloterricola,oryzae
141142,M48,"KEMB 224-262, JCM 30821",1,1,"Paradevosia shaoguanensis",Paradevosia,shaoguanensis
24812,HTM55,"DSM 19750, JCM 13664",1,1,"Methylothermus subterraneus",Methylothermus,subterraneus
134143,"IPODFERMP-19714, MYH","VKM B-2345",1,1,"Methylothermus thermalis",Methylothermus,thermalis
7206,20Z,"DSM 19304, NCIMB 14124, VKM B-2133",1,1,"Methylotuvimicrobium alcaliphilum",Methylotuvimicrobium,alcaliphilum
7207,AMO1,"DSM 19305, NCCB 97157, NCIMB 13566, VKM B-2464",1,1,"Methylotuvimicrobium kenyense",Methylotuvimicrobium,kenyense
163816,,"JCM 30542, VKM B-2888",1,1,"Methyloversatilis discipulorum",Methyloversatilis,discipulorum
156428,3t,"CCUG 61694, VKM B-2692, DSM 25216",1,1,"Methyloversatilis thermotolerans",Methyloversatilis,thermotolerans
13935,FAM5,"DSM 25237, CCUG 52030, JCM 13912",1,1,"Methyloversatilis universalis",Methyloversatilis,universalis
1673,BW863,"DSM 19998, NCIMB 14408",1,1,"Methylovirgula ligni",Methylovirgula,ligni
7244,,"DSM 6874, BKM 1745, VKM B-1745",1,1,"Methylovorus glucosotrophus",Methylovorus,glucosotrophus
7245,"BV, C, KUK","DSM 16018, NCIMB 13992, VKM B-2221",1,1,"Methylovorus mays",Methylovorus,mays
7246,,"DSM 24715, CCUG 61695, VKM B-2663",1,1,"Methylovorus menthalis",Methylovorus,menthalis
7213,HT12,"DSM 23269, ATCC BAA-2070, NBRC 106162",1,1,"Methylovulum miyakonense",Methylovulum,miyakonense
140162,,"DSM 100602, LMG 29227, VKM B-3018, Sph 1",1,1,"Methylovulum psychrotolerans",Methylovulum,psychrotolerans
167973,ARL-14,"VKM B-1619",1,1,"Micavibrio admirandus",Micavibrio,admirandus
1557,,"DSM 22679, JCM 16213, Nad S1",1,1,"Microaerobacter geothermalis",Microaerobacter,geothermalis
130542,ADRI,"DSM 27471, JCM 19374",1,1,"Microbacter margulisiae",Microbacter,margulisiae
7412,V-73,"DSM 14217, CCM 4955, NRRL B-24228, JCM 12137, CIP 107636, IAM 15195, LMG 22184, NBRC 103071",1,1,"Microbacterium aerolatum",Microbacterium,aerolatum
7449,"CC-SBCK 209","DSM 21798, CCM 7686, CIP 110690, CCUG 58051, JCM 18705",1,1,"Microbacterium agarici",Microbacterium,agarici
158383,,"DSM 104474, CGMCC 1.15794, KCTC 39990, SYSU D8007",1,1,"Microbacterium album",Microbacterium,album
160599,G1,"DSM 109018",1,1,"Microbacterium algeriense",Microbacterium,algeriense
170277,BWT-G7,"KACC 22262, NBRC 115127",1,1,"Microbacterium allomyrinae",Microbacterium,allomyrinae
7464,N5,"DSM 24221, CCM 7881, CIP 110689, JCM 30491",1,1,"Microbacterium amylolyticum",Microbacterium,amylolyticum
7431,KV-492,"DSM 19461, NBRC 101280, NRRL B-24451, JCM 14900, CIP 109366, NCIMB 14561",1,1,"Microbacterium aoyamense",Microbacterium,aoyamense
7439,JS54-2,"DSM 19713, CIP 110688, KCTC 19124, JCM 15625",1,1,"Microbacterium aquimaris",Microbacterium,aquimaris
7401,M-2,"DSM 8611, CCM 4370, CIP 103814, IFO 14344, NBRC 14344, NRRL B-24215, JCM 9171, ATCC 51926, IAM 15200, LMG 16469, VKM Ac-1943",1,1,"Microbacterium arabinogalactanolyticum",Microbacterium,arabinogalactanolyticum
7370,,"DSM 20754, ATCC 4358, IFO 3750, NBRC 3750, NRRL B-24239, JCM 5884, CGMCC 1.1937, CIP 55.81, HAMBI 1892, IAM 1311, KCTC 3522, LMG 4009, NCDO 2276, NCIMB 8185, VKM Ac-1944",1,1,"Microbacterium arborescens",Microbacterium,arborescens
7457,"CC-VM-Y, VM-Y","DSM 22421, CCM 7681, CCUG 57958, JCM 30492",1,1,"Microbacterium arthrosphaerae",Microbacterium,arthrosphaerae
7458,S2-48,"DSM 23998, MTCC 10486",1,1,"Microbacterium assamensis",Microbacterium,assamensis
166745,WY121,"JCM 33959, MCCC 1A16761",1,1,"Microbacterium atlanticum",Microbacterium,atlanticum
7404,,"DSM 12506, ATCC 49090, IFO 15234, NBRC 15234, NCFB 2288, NRRL B-24217, JCM 9177, CIP 105730, IAM 15208, NCIMB 702288, VKM Ac-2075",1,1,"Microbacterium aurantiacum",Microbacterium,aurantiacum
133183,JF-6,"MTCC 11843, JCM 30060, KCTC 39828",1,1,"Microbacterium aureliae",Microbacterium,aureliae
7395,H-5,"DSM 8600, ATCC 51345, IFO 15204, NBRC 15204, NRRL B-24210, CCUG 43279, CCM 4522, CIP 103994, JCM 9179, IAM 15207, KACC 15219, VKM Ac-1950, VKM Ac-2076",1,1,"Microbacterium aurum",Microbacterium,aurum
7440,YM13-414,"DSM 18907, JCM 16544, MBIC 08276, KACC 14367, NBRC 103565",1,1,"Microbacterium awajiense",Microbacterium,awajiense
7452,AI-S262,"DSM 23848, JCM 15681, KCTC 19668, LMG 24772",1,1,"Microbacterium azadirachtae",Microbacterium,azadirachtae
7363,7,"DSM 20145, ATCC 15954, CCM 1928, NCIB 9658, NRRL B-24231, CCUG 33090, LMG 16341, CIP 102692, IAM 12585, IFO 15036, JCM 1343, BCRC 11642, CGMCC 1.1902, HAMBI 1894, IMET 10688, IMSNU 10306, KCTC 3197, NBRC 15036, NCFB 2287, NCIMB 9658, VKM Ac-1020, VTT E-072706, NCDO 2287",1,1,"Microbacterium barkeri",Microbacterium,barkeri
7445,18.76,"DSM 19164, CIP 101303, NBRC 110787, JCM 16365",1,1,"Microbacterium binotii",Microbacterium,binotii
164317,NEAU-LLE,"JCM 32662, CCTCC AA 2018025",1,1,"Microbacterium bovistercoris",Microbacterium,bovistercoris
160351,ST-M6,"DSM 104058",1,1,"Microbacterium caowuchunii",Microbacterium,caowuchunii
167203,HY60,"CGMCC 1.17468, KACC 22102, GDMCC 1.1951",1,1,"Microbacterium chengjingii",Microbacterium,chengjingii
7405,207,"DSM 12507, ATCC 7319, BUCSAV 207, IFO 3758, NBRC 3758, NCIMB 8181, NRRL B-24218, JCM 12412, CIP 105729, IAM 15199, VKM Ac-2078",1,1,"Microbacterium chocolatum",Microbacterium,chocolatum
166661,NY27,"MCCC 1A17675, JCM 33958",1,1,"Microbacterium cremeum",Microbacterium,cremeum
161551,,"JCM 14901, CIP 109365, NBRC 101278, NRRL B-24453",1,1,"Microbacterium deminutum",Microbacterium,deminutum
158586,,"CPCC 204619, KCTC 39991, SYSU D8014",1,1,"Microbacterium deserti",Microbacterium,deserti
7396,M-73,"CCUG 38517, DSM 8607, ATCC 51344, IFO 14592, NBRC 14592, JCM 9180, CCM 4523, CIP 103993, IAM 15202, NCIMB 13387, NRRL B-23242, VKM Ac-1940, VKM Ac-2077",1,1,"Microbacterium dextranolyticum",Microbacterium,dextranolyticum
132664,RZ63,"DSM 27101, CECT 8355",1,1,"Microbacterium diaminobutyricum",Microbacterium,diaminobutyricum
131353,NIO-1002,"DSM 25125, CCTCC AB 2011120, NCIM 5454, CIP 110922",1,1,"Microbacterium enclense",Microbacterium,enclense
130412,PA15,"DSM 27099, CECT 8354",1,1,"Microbacterium endophyticum",Microbacterium,endophyticum
7399,,"DSM 8609, ATCC 8091, CCM 4371, IFO 3751, NBRC 3751, NRRL B-24213, JCM 9172, BCRC 15447, BUCSAV 326, CIP 103916, IAM 15198, LMG 4020, NCFB 2277, NCIMB 8186, VKM Ac-1942, VTT E-991287, NCDO 2277",1,1,"Microbacterium esteraromaticum",Microbacterium,esteraromaticum
167098,CBS5P-1,"KCTC 49239, CGMCC 1.13862",1,1,"Microbacterium excoecariae",Microbacterium,excoecariae
132660,,"DSM 27232, CGMCC 1.15152, KCTC 39554, YIM 101168",1,1,"Microbacterium faecale",Microbacterium,faecale
167626,HY82,"KACC 22101, GDMCC 1.1949, CGMCC 1.17469",1,1,"Microbacterium fandaimingii",Microbacterium,fandaimingii
7364,401,"CCUG 29000, DSM 20643, ATCC 13348, NCIB 9221, JCM 3877, BCRC 12361, CCTM 2716, CIP 102401, HAMBI 1871, HAMBI 1909, IAM 15203, IFO 15039, IMET 10367, JCM 11568, KCTC 3389, KCTC 3437, LMG 3028, NBIMCC 2370, NBRC 15039, NCIMB 9221, NRRL B-24238, VKM Ac-1415",1,1,"Microbacterium flavescens",Microbacterium,flavescens
7438,YM18-098,"DSM 18909, JCM 15574, MBIC 08278, NBRC 103923",1,1,"Microbacterium flavum",Microbacterium,flavum
7441,YSL3-15,"DSM 18908, JCM 16545, MBIC 08277, KACC 14369, NBRC 105003",1,1,"Microbacterium fluvii",Microbacterium,fluvii
7410,"P 333/02, P333/02","DSM 12966, LMG 19580, NRRL B-24224, JCM 11569, CIP 107137, IAM 15188, KCTC 19915, NBRC 103072, NCIMB 14329",1,1,"Microbacterium foliorum",Microbacterium,foliorum
132654,,"DSM 26235, CCTCC AB 2012971, YIM 100951, JCM 18537",1,1,"Microbacterium gilvum",Microbacterium,gilvum
7429,,"DSM 18659, KCTC 19189, Gsoil 259, JCM 15304",1,1,"Microbacterium ginsengisoli",Microbacterium,ginsengisoli
7455,,"DSM 24823, JCM 15516, KCTC 19526, DCY 37, NBRC 110802",1,1,"Microbacterium ginsengiterrae",Microbacterium,ginsengiterrae
7381,,"DSM 15944, LMG 19263, NCIMB 30129, DPC 5286, JCM 12075, CCM 7309, CIP 107184, IAM 15193, LMG S-19263, NBRC 103073, NRRL B-24242",1,1,"Microbacterium gubbeenense",Microbacterium,gubbeenense
130413,PA36,"DSM 27576, CECT 8593",1,1,"Microbacterium halimionae",Microbacterium,halimionae
137368,"No. 76","CIP 108905, DSM 12508, JCM 12077, IFO 16062, NBRC 16062, VKM Ac-2080",1,1,"Microbacterium halophilum",Microbacterium,halophilum
158442,,"DSM 106431, CGMCC 1.16264, YJYP 303, KCTC 49100",1,1,"Microbacterium halophytorum",Microbacterium,halophytorum
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,1,"Microbacterium halotolerans",Microbacterium,halotolerans
7432,FCC-01,"DSM 19179, JCM 14558",1,1,"Microbacterium hatanonis",Microbacterium,hatanonis
168907,THG-T2.14,"CCTCC AB 2016180, KACC 18931",1,1,"Microbacterium hibisci",Microbacterium,hibisci
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,1,"Microbacterium hominis",Microbacterium,hominis
7450,"CC-012309, CC-12309","CCUG 58052, DSM 21799, CCM 7687, JCM 18706",1,1,"Microbacterium humi",Microbacterium,humi
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,1,"Microbacterium hydrocarbonoxydans",Microbacterium,hydrocarbonoxydans
132181,0704C9-2,"DSM 103239, CGMCC 1.12512, LMG 27542",1,1,"Microbacterium hydrothermale",Microbacterium,hydrothermale
170275,"Marseille Q2854","CSUR Q2854, CECT 30120",1,1,"Microbacterium ihumii",Microbacterium,ihumii
7463,"SK 18","DSM 24662, JCM 14034, MTCC 7185",1,1,"Microbacterium immunditiarum",Microbacterium,immunditiarum
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,1,"Microbacterium imperiale",Microbacterium,imperiale
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,1,"Microbacterium indicum",Microbacterium,indicum
7447,DS-66,"DSM 23024, CCUG 54523, KCTC 19247, JCM 19115",1,1,"Microbacterium insulae",Microbacterium,insulae
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,1,"Microbacterium invictum",Microbacterium,invictum
140069,THG-C31,"DSM 105370, JCM 18734, KACC 17123",1,1,"Microbacterium jejuense",Microbacterium,jejuense
166650,"TRM 80801","CCTCC AB 2019248, KCTC 49357",1,1,"Microbacterium karelineae",Microbacterium,karelineae
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,1,"Microbacterium keratanolyticum",Microbacterium,keratanolyticum
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",1,1,"Microbacterium ketosireducens",Microbacterium,ketosireducens
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",1,1,"Microbacterium kitamiense",Microbacterium,kitamiense
7428,JS53-2,"DSM 18332, CCUG 50754, CIP 108696, KCTC 19074, JCM 15305, NBRC 110803, NRRL B-24570",1,1,"Microbacterium koreense",Microbacterium,koreense
7442,,"DSM 19265, KCTC 19269, MSL 04, JCM 16950",1,1,"Microbacterium kribbense",Microbacterium,kribbense
170274,"JXJ CY 27-2","KCTC 49382, CGMCC 1.17506",1,1,"Microbacterium kunmingense",Microbacterium,kunmingense
140068,THG-C26,"DSM 105492, JCM 18735, KACC 17124",1,1,"Microbacterium kyungheense",Microbacterium,kyungheense
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,1,"Microbacterium lacticum",Microbacterium,lacticum
7437,A5E-52,"DSM 18910, JCM 15575, MBIC 08279, KCTC 19672, NBRC 103566",1,1,"Microbacterium lacus",Microbacterium,lacus
140331,,"DSM 29188, KCTC 29655, JXJ CY 01, JCM 30286",1,1,"Microbacterium lacusdiani",Microbacterium,lacusdiani
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,1,"Microbacterium laevaniformans",Microbacterium,laevaniformans
23104,ViU22,"DSM 25044, ATCC BAA-2396, CCUG 62198, CIP 110791, NBRC 110788",1,1,"Microbacterium lemovicicum",Microbacterium,lemovicicum
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,1,"Microbacterium lindanitolerans",Microbacterium,lindanitolerans
