ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic sensitivity,Metabolite (antibiotic)
167800,YIM MLB12,"CGMCC 1.17071, KCTC 42886, YIM MLB12",1,1,Lampropedia aestuarii,Lampropedia,aestuarii,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
10465,"HKU1, HKUI","DSM 14985, LMG 21516, CCUG 45813, CIP 107139",1,1,Laribacter hongkongensis,Laribacter,hongkongensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,1,Larkinella soli,Larkinella,soli,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,menaquinone
,,,,,,,,1,metronidazole
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,vancomycin
132991,ST307,"DSM 22428, CGMCC 1.8902",1,1,Larsenimonas suaedae,Larsenimonas,suaedae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
6444,1,"DSM 20019, ATCC 25601, NCIB 9710, CCUG 30669, LMG 9198, JCM 1096, BCRC 12189, CECT 904, CIP 102992, IFO 15884, KCTC 3767, LMG 13553, NBRC 15884, NCFB 2739, NCIMB 9710, NRIC 1052, NRRL B-4562, VTT E-90391, NCDO 2739",1,1,Latilactobacillus curvatus,Latilactobacillus,curvatus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6588,B5M10,"DSM 14340, JCM 11249, CCUG 47133, CCM 7144, CIP 107633, KCTC 3797, LMG 21669, NCIMB 14046, CIP 07633",1,1,Latilactobacillus fuchuensis,Latilactobacillus,fuchuensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6570,T.S.,"CCUG 30501, DSM 20017, ATCC 15521, WDCM 00015, JCM 1157, BCRC 14622, CECT 906, CGMCC 1.2142, CIP 103139, IFO 15893, KCTC 3603, LMG 9468, NBRC 15893, NCFB 2714, NCIMB 13090, NRIC 1071, VTT E-991032, NCDO 2714, CCM 7203, NCTC 13636",1,1,Latilactobacillus sakei,Latilactobacillus,sakei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,1,Leeuwenhoekiella nanhaiensis,Leeuwenhoekiella,nanhaiensis,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,tetracycline
7341,"DB103, DBI03","DSM 15166, JCM 10592, CCUG 51931, CIP 106799, IAM 15089, KCTC 19441, NBRC 103131",1,1,Leifsonia naganoensis,Leifsonia,naganoensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7342,,"CCUG 47140, DSM 15202, CIP 106654, VKM Ac-1401, JCM 11952, IAM 15136, KCTC 19442, NBRC 103069",1,1,Leifsonia poae,Leifsonia,poae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4379,E 62,"DSM 18955, ATCC 9912, CIP 104980, LMG 10245, NCPPB 2045, CCUG 25894, JCM 6050, ICMP 1577",1,1,Lelliottia nimipressuralis,Lelliottia,nimipressuralis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1364,1-Aug,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,1,Lentibacillus halodurans,Lentibacillus,halodurans,1,ampicillin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,1,Lentibacillus lipolyticus,Lentibacillus,lipolyticus,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,cefepime
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,1,Lentibacillus persicus,Lentibacillus,persicus,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,novobiocin
6473,9,"DSM 20176, ATCC 8290, NCDO 264, NCIB 8040, CCUG 30140, LMG 6895, JCM 1155, BCRC 12937, CECT 4786, CIP 103007, IFO 15886, KCTC 3500, NBIMCC 3445, NBRC 15886, NCFB 264, NCIMB 8040, NRIC 1060, NRRL B-1843, VTT E-991266",1,1,Lentilactobacillus hilgardii,Lentilactobacillus,hilgardii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
164639,PSKA42,"JCM 33729, MCC 4127, MTCC 12936",1,1,Lentzea indica,Lentzea,indica,1,cefazolin
,,,,,,,,1,cefepime
,,,,,,,,1,cefoperazone
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clindamycin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,colistin
,,,,,,,,1,gentamicin
6837,IH003,"DSM 15101, KCTC 3774, JCM 17833, CECT 7026, CIP 108081, LMG 22919, NRIC 0562",1,1,Leuconostoc inhae,Leuconostoc,inhae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6820,LF2,"DSM 20346, ATCC 19254, CCM 2078, NCDO 543, CCUG 21965, LMG 6909, NCIMB 12008, JCM 16943, CCTM 2731, CIP 103009, IMET 10693, NBRC 107766, NCFB 543, NRRL B-3252, VKM B-1420",1,1,Leuconostoc mesenteroides subsp. cremoris,Leuconostoc,mesenteroides,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166283,C3212,"MCCC 1K03600, KCTC 72121",1,1,Leucothrix sargassi,Leucothrix,sargassi,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
6655,"14, Bb14, Bb 14","DSM 20054, ATCC 14869, NCDO 1749, WDCM 00099, CCUG 30670, JCM 1059, BCRC 12187, CCM 3805, CECT 4121, CIP 102806, KCTC 3498, LMG 6906, LMG 7944, NBRC 107147, NCFB 1749, NCIMB 11973, NRIC 1638, NRRL B-4527, VTT E-91458, IMET 10711",1,1,Levilactobacillus brevis,Levilactobacillus,brevis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,1,Levilactobacillus hammesii,Levilactobacillus,hammesii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133002,HDW-36,"DSM 105137, CECT 8901, KCTC 42719",1,1,Lewinella aquimaris,Lewinella,aquimaris,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
140717,,"KCTC 42187, CECT 8679, HME 9359",1,1,Lewinella lacunae,Lewinella,lacunae,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
167343,HSMS-39,"KACC 19866, NBRC 113585",1,1,Lewinella litorea,Lewinella,litorea,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
140713,,"KACC 17619, CECT 8419, HME 9321",1,1,Lewinella maritima,Lewinella,maritima,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
6609,KR3,"CIP 107876, KCTC 3800, DSM 15946, CCUG 45722, LMG 20380, JCM 12531",1,1,Limosilactobacillus ingluviei,Limosilactobacillus,ingluviei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6584,S32,"DSM 13345, CCUG 43179, CIP 106485, JCM 12515, KCTC 21011, LMG 19534, NCIMB 13705",1,1,Limosilactobacillus mucosae,Limosilactobacillus,mucosae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6507,F 275,"DSM 20016, ATCC 23272, CIP 109823, CCUG 33624, JCM 1112, BCC 49727, BCRC 14625, CECT 925, CIP 101887, IFO 15892, KCTC 3594, LMG 13557, LMG 9213, NBRC 15892, NCDO 2589, NCIMB 11951, NRRL B-14171, VTT E-92142",1,1,Limosilactobacillus reuteri,Limosilactobacillus,reuteri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6879,CNL 89/5081,"CCUG 36672, CCM 4698, DSM 12491, ATCC 49954, CIP 103466, CLIP 12229, JCM 32891, NCTC 12701",1,1,Listeria ivanovii subsp. londoniensis,Listeria,ivanovii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6878,V8,"DSM 20650, ATCC 35897, CIP 8149, SLCC 5334, CCUG 15529, CIP 81.49, NCTC 11857, CECT 919, CCM 3971, JCM 32816, BCRC 14851, LMG 11389, NCAIM B.01872",1,1,Listeria welshimeri,Listeria,welshimeri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17279,,"DSM 21597, ATCC 19264, CAIM 696, CCTM 2283, CCUG 47265, CECT 522, CIP 63.36, IFO 13266, LMG 4410, LMG 4437, NBRC 13266, NCCB 72050, NCIMB 6, NCTC 12159, RIMD 2202001, JCM 33359",1,1,Listonella anguillarum,Listonella,anguillarum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17317,"99, Baumann 99","DSM 21205, ATCC 25916, CCUG 16398, CECT 4202, NCIMB 1900, NCTC 11316, LMG 3897, JCM 21191, BCRC 12918, CAIM 324, CECT 527, CIP 102762, CIP 106865, CIP 75.06, IAM 14408, IFO 15639, JCM 1145, KCTC 2732, NBRC 15639, NCCB 76038",1,1,Listonella pelagia,Listonella,pelagia,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166110,RZ04,"MCCC 1K03616, KCTC 62835",1,1,Litorilituus lipolyticus,Litorilituus,lipolyticus,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
133224,YSM-17,"KCTC 52249, NBRC 112330",1,1,Litorisediminivivens gilvus,Litorisediminivivens,gilvus,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
140770,OISW-6,"KCTC 52837, NBRC 112781",1,1,Yoonia acticola,Yoonia,acticola,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
5251,1,"DSM 4561, ATCC 29281, CCUG 48867, CFBP 3617, CIP 105201, ICMP 1845, ICPB EQ 101, LMG 2724, NCPPB 1852, PDDCC 1845",1,1,Lonsdalea quercina,Lonsdalea,quercina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166204,B210,"KCTC 42951, CGMCC 1.16770",1,1,Lujinxingia litoralis,Lujinxingia,litoralis,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime sodium
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
159925,SEH01,"DSM 101859, KCTC 42950",1,1,Lujinxingia sediminis,Lujinxingia,sediminis,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime sodium
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,clindamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifampicin
141071,26-35,"KCTC 42824, CCTCC AB 2014326",1,1,Luteimonas arsenica,Luteimonas,arsenica,1,ampicillin
,,,,,,,,1,carbenicillin
140925,SYP-B804,"KCTC 42211, JCM 30329",1,1,Luteimonas notoginsengisoli,Luteimonas,notoginsengisoli,1,d-serine
,,,,,,,,1,fusidate
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,vancomycin
133046,,"DSM 101536, KCTC 52403, CDR SL 15",1,1,Luteimonas padinae,Luteimonas,padinae,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
158652,"43803, 4-12","CCTCC AB 2016261, KCTC 52585",1,1,Luteimonas rhizosphaerae,Luteimonas,rhizosphaerae,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
166355,WF-2,"KCTC 62441, CGMCC 1.13633",1,1,Luteimonas weifangensis,Luteimonas,weifangensis,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ofloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140773,CB-286403,"CECT 8659, DSM 28998",1,1,Luteolibacter gellanilyticus,Luteolibacter,gellanilyticus,1,amikacin
,,,,,,,,1,carbenicillin
,,,,,,,,1,norfloxacin
133362,OITF-20,"KCTC 52501, NBRC 112458",1,1,Lutibacter litorisediminis,Lutibacter,litorisediminis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
132984,LP1,"DSM 100437, JCM 30586, JCM 30585",1,1,Lutibacter profundi,Lutibacter,profundi,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,tetracycline
166436,GH1-34,"KCTC 52847, NBRC 113277",1,1,Lutibaculum pontilimi,Lutibaculum,pontilimi,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,1,Lutimaribacter marinistellae,Lutimaribacter,marinistellae,1,furazolidone
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,1,Lysinibacillus alkalisoli,Lysinibacillus,alkalisoli,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,roxithromycin
166108,83-4,"CGMCC 1.13464, NRBC 113451",1,1,Lysobacter oculi,Lysobacter,oculi,1,chloramphenicol
14423,,"DSM 19358, CCM 4811, CCUG 47200, CIP 108167, LMG 21712",1,1,Macrococcus brunensis,Macrococcus,brunensis,1,novobiocin
133084,KM 45013,"DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,1,Macrococcus canis,Macrococcus,canis,1,novobiocin
14419,235,"CCUG 15606, DSM 20597, ATCC 13548",1,1,Macrococcus caseolyticus,Macrococcus,caseolyticus,1,novobiocin
157750,NRL/St 01/688,"DSM 103681, CCM 7099",1,1,Macrococcus epidermidis,Macrococcus,epidermidis,1,novobiocin
14422,"DD9350, H8h3, DD 9350","DSM 15609, ATCC 51831, CCUG 38363, CCM 4653, CIP 105716",1,1,Macrococcus equipercicus,Macrococcus,equipercicus,1,novobiocin
14424,,"DSM 19357, CCM 4809, CCUG 47201, CIP 108166, LMG 21711",1,1,Macrococcus hajekii,Macrococcus,hajekii,1,novobiocin
14425,,"DSM 19359, CCM 4815, CCUG 47199, CIP 108165, LMG 21713",1,1,Macrococcus lamae,Macrococcus,lamae,1,novobiocin
141072,MM-10,"KCTC 42721, CECT 8898",1,1,Maliponia aquimaris,Maliponia,aquimaris,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
140470,MP23,"KCTC 42580, DSM 100250",1,1,Mangrovibacter phragmitis,Mangrovibacter,phragmitis,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
159777,T1lg56,"CCTCC AB 2016238, KCTC 52623",1,1,Mangrovicoccus ximenensis,Mangrovicoccus,ximenensis,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,oxacillin
158538,M11-4,"MCCC 1K03312, JCM 32104",1,1,Mangrovitalea sediminis,Mangrovitalea,sediminis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,minocycline
11723,"B558, P925","DSM 19638, CCUG 38457, CIP 106063",1,1,Mannheimia glucosida,Mannheimia,glucosida,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11721,"1266/56A&B, 1266 A & B","DSM 10531, ATCC 33396, NCTC 9380, CIP 103426, CCM 5141, CCUG 408",1,1,Mannheimia haemolytica,Mannheimia,haemolytica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11724,,"DSM 21141, CCUG 38470, CIP 106062, HPA 92",1,1,Mannheimia ruminalis,Mannheimia,ruminalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133202,,"CAU 1321, KCTC 52191, NBRC 111990",1,1,Maribacter arenosus,Maribacter,arenosus,1,amoxicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
133148,HPTF-2,"KCTC 52251, NBRC 112297",1,1,Maribacter litorisediminis,Maribacter,litorisediminis,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
159865,HMF3635,"KCTC 52399, NBRC 112671",1,1,Maribacter maritimus,Maribacter,maritimus,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,rifampicin
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,1,Maribellus luteus,Maribellus,luteus,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime sodium
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin
133321,,"CAU 1311, KCTC 52189, NBRC 111988, DSM 108276",1,1,Marimonas arenosa,Marimonas,arenosa,1,cefalotin
,,,,,,,,1,cefoxitin
,,,,,,,,1,gentamicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
140894,Z1,"ATCC BAA-2617, CICC 10859",1,1,Marinagarivorans algicola,Marinagarivorans,algicola,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,1,Marinicaulis flavus,Marinicaulis,flavus,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,vancomycin
140620,NC2-42,"KCTC 33676, MCCC 1K01238",1,1,Marinicrinis sediminis,Marinicrinis,sediminis,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
132434,,"DSM 28728, JCM 30097, KCTC 29482, YIM 2617",1,1,Mariniluteicoccus endophyticus,Mariniluteicoccus,endophyticus,1,amikacin
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,piperacillin
,,,,,,,,1,tetracycline
158685,,"KCCM 43216, JCM 31588, MEBiC 09412",1,1,Marinirhabdus citrea,Marinirhabdus,citrea,1,troleandomycin
132988,NH83,"DSM 101478, CGMCC 1.15462",1,1,Marinirhabdus gelatinilytica,Marinirhabdus,gelatinilytica,1,amoxicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
141140,D15-8P,"CGMCC 1.11015, KCTC 23781",1,1,Marinobacter aromaticivorans,Marinobacter,aromaticivorans,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,1,Marinobacter fuscus,Marinobacter,fuscus,1,amoxicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
473,SP. 17,"DSM 8798, ATCC 49840, CIP 103578",1,1,Marinobacter nauticus,Marinobacter,nauticus,1,ampicillin
,,,,,,,,1,cefaloridine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,penicillin g
,,,,,,,,1,spiramycin
,,,,,,,,1,streptomycin
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,1,Marinobacter oulmenensis,Marinobacter,oulmenensis,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
170942,F01,"MCCC 1H00290, KCTC 52700",1,1,Marinobacter vulgaris,Marinobacter,vulgaris,1,cefotaxime sodium
,,,,,,,,1,rifampicin
158614,ST58-10,"KCTC 52193, NBRC 112103",1,1,Marinobacterium aestuarii,Marinobacterium,aestuarii,1,vancomycin
140860,DB-1,"KCTC 42778, NBRC 111756",1,1,Marinobacterium aestuariivivens,Marinobacterium,aestuariivivens,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
164154,DMHB-2,"JCM 31902, KACC 19225",1,1,Marinobacterium boryeongense,Marinobacterium,boryeongense,1,polymyxin b
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,1,Marinobacterium zhoushanense,Marinobacterium,zhoushanense,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,nitrofurantoin
1369,HK 718,"DSM 20408, ATCC 27964, CCM 2706, JCM 2479, NRCC 14033, CIP 104819, IAM 12844, KCTC 2843, LMG 17439, NBRC 102359, NCIMB 13496, VKM Ac-1985",1,1,Marinococcus halophilus,Marinococcus,halophilus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
23735,SR-1,"DSM 28023, CECT 8130, LMG 26930",1,1,Marinococcus tarijensis,Marinococcus,tarijensis,1,ampicillin
,,,,,,,,1,aztreonam
,,,,,,,,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,1,Marinomonas agarivorans,Marinomonas,agarivorans,1,acetylspiramycin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
158676,Yeongu 1-4,"KEMB 9005-327, MCCC 1K00609",1,1,Marinomonas algicida,Marinomonas,algicida,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
