ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
140766,,"JCM 31185, VTT E-94560",1,1,"Furfurilactobacillus curtus",Furfurilactobacillus,curtus,0
24129,,"DSM 24966, JCM 17838, KCTC 15515, YIT 11221",1,1,"Lactobacillus delbrueckii subsp. sunkii",Lactobacillus,delbrueckii,0
166156,218-6,"NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067",1,1,"Levilactobacillus fujinensis",Levilactobacillus,fujinensis,0
133700,,"JCM 17355, BCRC 80278, YM 0097",1,1,"Companilactobacillus futsaii",Companilactobacillus,futsaii,0
166158,244-4,"NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052",1,1,"Levilactobacillus fuyuanensis",Levilactobacillus,fuyuanensis,0
6700,202,"DSM 23908, CRBIP24.85, KCTC 21043",1,1,"Lactobacillus gigeriorum",Lactobacillus,gigeriorum,0
6705,"61D, 361 D","DSM 23910, KCTC 21045, JCM 18988, CRBIP24.179",1,1,"Lactobacillus hominis",Lactobacillus,hominis,0
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,1,"Companilactobacillus huachuanensis",Companilactobacillus,huachuanensis,0
166160,151-2B,"NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063",1,1,"Levilactobacillus huananensis",Levilactobacillus,huananensis,0
166523,ZW163,"NCIMB 15193, CCM 8926, CCTCC AB 2019015",1,1,"Lacticaseibacillus hulanensis",Lacticaseibacillus,hulanensis,0
133267,Ru20-1,"LMG 29008, NBRC 111239, PCU 346, TISTR 2381, JCM 32627",1,1,"Fructilactobacillus ixorae",Fructilactobacillus,ixorae,0
166163,257-1,"NCIMB 15166, CCM 8904, LMG 31065",1,1,"Loigolactobacillus jiayinensis",Loigolactobacillus,jiayinensis,0
166165,159-4,"NCIMB 15175, CCM 8911",1,1,"Lacticaseibacillus jixianensis",Lacticaseibacillus,jixianensis,0
6615,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115, JCM 15954",1,1,"Lactobacillus kalixensis",Lactobacillus,kalixensis,0
133577,,"KCTC 12976, JCM 15530, DCY 51",1,1,"Secundilactobacillus kimchicus",Secundilactobacillus,kimchicus,0
6627,"Ch-J-2-11, S1-99","CCUG 53874, CIP 108218, DSM 16761, JCM 1039, KCTC 3155, BCRC 17387, LMG 23133",1,1,"Lactobacillus kitasatonis",Lactobacillus,kitasatonis,0
166161,220-4,"NCIMB 15163, CCM 8902, KCTC 21136",1,1,"Levilactobacillus lindianensis",Levilactobacillus,lindianensis,0
166155,112-3,"NCIMB 15174, CCM 8909, KCTC 21123, LMG 31049",1,1,"Levilactobacillus mulengensis",Levilactobacillus,mulengensis,0
134061,11102,"LMG 27192, NCIMB 14833, JCM 30919, CIP 110707",1,1,"Paucilactobacillus nenjiangensis",Paucilactobacillus,nenjiangensis,0
158390,Bb203,"DSM 102188, ACCC 19955",1,1,"Lactobacillus panisapium",Lactobacillus,panisapium,0
159797,5,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,1,"Lactobacillus paragasseri",Lactobacillus,paragasseri,0
6489,1517,"DSM 23907, KCTC 21048, JCM 18989, CRBIP24.76",1,1,"Lactobacillus pasteurii",Lactobacillus,pasteurii,0
159748,,"KCTC 21090, NBRC 112917, SG 816",1,1,"Lactobacillus porci",Lactobacillus,porci,0
166328,R7,"BCRC 81127, NBRC 113530",1,1,"Companilactobacillus suantsaicola",Companilactobacillus,suantsaicola,0
166329,R19,"BCRC 81129, NBRC 113532",1,1,"Levilactobacillus suantsaiihabitans",Levilactobacillus,suantsaiihabitans,0
6690,"FI RDI 006","DSM 21401, BCRC 17755, CIP 110030, JCM 18086",1,1,"Lactobacillus taiwanensis",Lactobacillus,taiwanensis,0
166159,137-3,"NCIMB 15170, CCM 8907, KCTC 21125, LMG 31053",1,1,"Levilactobacillus tangyuanensis",Levilactobacillus,tangyuanensis,0
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,1,"Companilactobacillus metriopterae",Companilactobacillus,metriopterae,0
166157,218-10,"NCIMB 15167, CCM 8905, KCTC 21135, LMG 31055",1,1,"Levilactobacillus tongjiangensis",Levilactobacillus,tongjiangensis,0
6619,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1,1,"Lactobacillus ultunensis",Lactobacillus,ultunensis,0
167774,HT111-2,"KCTC 15803, CGMCC 1.13855",1,1,"Lactobacillus xujianguonis",Lactobacillus,xujianguonis,0
166162,187-3,"NCIMB 15172, CCM 8910",1,1,"Loigolactobacillus zhaoyuanensis",Loigolactobacillus,zhaoyuanensis,0
159832,SYF10-1a,"KACC 18726, NBRC 112011",1,1,"Companilactobacillus nuruki",Companilactobacillus,nuruki,0
14709,,"CIP 109874, DSM 22330, CCUG 55099, KCTC 13185, CAU 28, JCM 17100",1,1,"Lactococcus chungangensis",Lactococcus,chungangensis,0
132638,BSN307,"DSM 100577, KCTC 21083, MCC 2824",1,1,"Lactococcus formosensis subsp. bovis",Lactococcus,formosensis,0
167800,"YIM MLB12","CGMCC 1.17071, KCTC 42886, YIM MLB12",1,1,"Lampropedia aestuarii",Lampropedia,aestuarii,0
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101",1,1,"Lapidilactobacillus concavus",Lapidilactobacillus,concavus,0
6302,R-AC-013,"DSM 18607, KCTC 19200, JCM 15623, NBRC 106263, NCIMB 14544",1,1,"Lapillicoccus jejuensis",Lapillicoccus,jejuensis,0
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,1,"Larkinella insperata",Larkinella,insperata,0
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,1,"Larkinella soli",Larkinella,soli,0
132991,ST307,"DSM 22428, CGMCC 1.8902",1,1,"Larsenimonas suaedae",Larsenimonas,suaedae,0
6588,B5M10,"DSM 14340, JCM 11249, CCUG 47133, CCM 7144, CIP 107633, KCTC 3797, LMG 21669, NCIMB 14046, CIP 07633",1,1,"Latilactobacillus fuchuensis",Latilactobacillus,fuchuensis,0
132579,"CCF-01, X1036","DSM 45743, CCUG 66657, CC 2884",1,1,"Lawsonella clevelandensis",Lawsonella,clevelandensis,0
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,1,"Lawsonibacter asaccharolyticus",Lawsonibacter,asaccharolyticus,0
10422,,"DSM 16356, JCM 12420, PD Pd55, PD 55",1,1,"Lebetimonas acidiphila",Lebetimonas,acidiphila,0
1212,MB800,"DSM 15595, LMG 17892, CIP 108417",1,1,"Lederbergia galactosidilytica",Lederbergia,galactosidilytica,1
683,"670, Gibson 165, 883, 165","DSM 9, ATCC 10840, CCM 2214, NCIB 8773, NCTC 4824, CCUG 1816, NRS 670, JCM 2511, BCRC 11735, CECT 18, CIP 52.74, HAMBI 1918, IAM 12466, IAM 14178, IFO 15655, IFO 16413, IFO 16444, LMG 12355, LMG 16798, LMG 9579, NBRC 15655, NBRC 16413, NBRC 16444, NCCB 48017, NCFB 1127, NCIMB 8713, NCIMB 8773, NRRL B-396, NRRL NRS-883, VKM B-500, NCDO 1127, CIP 52.73",1,1,"Lederbergia lenta",Lederbergia,lenta,1
1236,"MB 1669, R-6760","DSM 17057, CIP 109042, LMG 22866",1,1,"Lederbergia ruris",Lederbergia,ruris,1
10520,HW7,"DSM 17879, KCTC 12585",1,1,"Leeia oryzae",Leeia,oryzae,0
134192,,"CECT 7118, CCUG 51940, MED 217",1,1,"Leeuwenhoekiella blandensis",Leeuwenhoekiella,blandensis,0
6773,W03-356,"CCUG 59858, DSM 19488, NCTC 13409",1,1,"Legionella dresdenensis",Legionella,dresdenensis,0
166519,km488,"KCTC 15636, CCTCC AB 2018025, NRBC 113223",1,1,"Legionella qingyii",Legionella,qingyii,0
7343,MSL-27,"DSM 19322, KCTC 19268, MSL 27, JCM 16949, CIP 109937",1,1,"Leifsonia bigeumensis",Leifsonia,bigeumensis,0
13670,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1,1,"Leisingera aquimarina",Leisingera,aquimarina,0
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,1,"Lentibacillus halodurans",Lentibacillus,halodurans,1
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, TISTR 1549, NCIMB 14363",1,1,"Lentibacillus halophilus",Lentibacillus,halophilus,1
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,1,"Lentibacillus jeotgali",Lentibacillus,jeotgali,1
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,1,"Lentibacillus juripiscarius",Lentibacillus,juripiscarius,1
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544",1,1,"Lentibacillus kapialis",Lentibacillus,kapialis,1
1361,BH260,"DSM 16462, KCTC 3915",1,1,"Lentibacillus lacisalsi",Lentibacillus,lacisalsi,1
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,1,"Lentibacillus lipolyticus",Lentibacillus,lipolyticus,1
166345,G56,,1,1,"Lentibacillus panjinensis",Lentibacillus,panjinensis,0
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,1,"Lentibacillus persicus",Lentibacillus,persicus,1
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,1,"Lentibacillus populi",Lentibacillus,populi,1
1360,"BH139, 4.101","DSM 16459, KCTC 3911, CIP 108797",1,1,"Lentibacillus salarius",Lentibacillus,salarius,1
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560, ATCC BAA-719, CGMCC 1.3447, CGMCC 1.6154",1,1,"Lentibacillus salicampi",Lentibacillus,salicampi,1
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,1,"Lentibacillus salinarum",Lentibacillus,salinarum,1
1366,"BH113, 14.101","DSM 16817, KCTC 3936",1,1,"Lentibacillus salis",Lentibacillus,salis,1
140768,0W14,"KCTC 33835, MCCC 1H00171",1,1,"Lentibacillus sediminis",Lentibacillus,sediminis,1
133683,ZXM100,"LMG 24861, CGMCC 1.10234",1,1,"Lentibacter algarum",Lentibacter,algarum,0
6702,,"DSM 24302, JCM 17472, YIT 12364",1,1,"Lentilactobacillus senioris",Lentilactobacillus,senioris,0
13304,Z6,"DSM 45099, CGMCC 4.3506, JCM 14205, NBRC 106318, CIP 109572",1,1,"Lentzea fradiae",Lentzea,fradiae,1
23216,FXJ1.034,"DSM 45855, CGMCC 4.6609, NBRC 106680",1,1,"Lentzea jiangxiensis",Lentzea,jiangxiensis,1
24445,NJ2035,"DSM 45680, JCM 31207, KCTC 29057, NRRL B-24881",1,1,"Lentzea nigeriaca",Lentzea,nigeriaca,1
158291,,"DSM 108672, CGMCC 4.7319, KCTC 39694, DHS C021",1,1,"Lentzea pudingi",Lentzea,pudingi,1
159642,"NEAU-LZS 42","DSM 105696, CGMCC 4.7428, JCM 32385",1,1,"Lentzea terrae",Lentzea,terrae,1
133450,"MBIC06275 5, YM3-301","KCTC 221605, NBRC 104141",1,1,"Leptobacterium flavescens",Leptobacterium,flavescens,0
503,YMTK-2,"DSM 16556, JCM 12579",1,1,"Leptolinea tardivitalis",Leptolinea,tardivitalis,0
17865,"L48, LB 23","DSM 21651, CCUG 47504, CIP 107917, JCM 16775",1,1,"Leptotrichia hofstadii",Leptotrichia,hofstadii,0
17866,"LB 37","DSM 19757, CCUG 47503, CIP 107916, JCM 16776, VPI N06A-34",1,1,"Leptotrichia shahii",Leptotrichia,shahii,0
17867,"LB 16","DSM 19758, CCUG 47505, CIP 107918, JCM 16777",1,1,"Leptotrichia wadei",Leptotrichia,wadei,0
7358,"Sj 10, Sj10","DSM 22806, CCM 7705, CCUG 58488, JCM 17972, CIP 110233",1,1,"Leucobacter aerolatus",Leucobacter,aerolatus,0
7349,"F-8, TISTR1515; F-8, F-8A","DSM 17379, IAM 14851, TISTR 1515, CCUG 50213, JCM 12888, CIP 108569, LMG 22845, NBRC 103070",1,1,"Leucobacter albus",Leucobacter,albus,0
132479,T14,"DSM 28968, JCM 30245",1,1,"Leucobacter holotrichiae",Leucobacter,holotrichiae,0
7351,40,"DSM 17402, CIP 108831, JCM 14736",1,1,"Leucobacter iarius",Leucobacter,iarius,0
7354,"K 70/01","DSM 19811, LMG 24388, JCM 16030",1,1,"Leucobacter tardus",Leucobacter,tardus,0
158382,JW-1,"DSM 105188, LMG 30083",1,1,"Leucobacter triazinivorans",Leucobacter,triazinivorans,0
7391,S27,"DSM 20621, CCM 8762, JCM 32600",1,1,"Leucobacter weissii",Leucobacter,weissii,0
6837,IH003,"DSM 15101, KCTC 3774, JCM 17833, CECT 7026, CIP 108081, LMG 22919, NRIC 0562",1,1,"Leuconostoc inhae",Leuconostoc,inhae,0
140557,DRC1506,"JCM 31787, KCCM 43249, BCRC 81165",1,1,"Leuconostoc mesenteroides subsp. jonggajibkimchii",Leuconostoc,mesenteroides,0
6841,M2,"DSM 25624, JCM 17445, KACC 15353",1,1,"Leuconostoc miyukkimchii",Leuconostoc,miyukkimchii,0
6840,,"DSM 21144, LMG 24510, TMW 2.694, JCM 16944, CIP 110077",1,1,"Leuconostoc palmae",Leuconostoc,palmae,0
6842,535,"DSM 20241, ATCC 9135, CCM 1851, CIP 110051, LMG 8159, NCDO 522, NCIMB 6992, WDCM 00108, CCUG 1521, JCM 30910, ATCC 14935, BCRC 14012, BCRC 16062, CECT 8146, IFO 3426, KACC 17730, NBRC 3426, NCDO 797, NCTC 6992, NRRL B-523",1,1,"Leuconostoc suionicum",Leuconostoc,suionicum,0
6661,"R-19065, R-16065","CCUG 50162, DSM 19394, CCM 7240, LMG 22200, JCM 15949, BCRC 80774, CIP 108702, NBRC 107156",1,1,"Levilactobacillus acidifarinae",Levilactobacillus,acidifarinae,0
140403,2301,"DSM 100836, TUM BP 140423000-2250, CIP 111489, LMG 29073",1,1,"Levilactobacillus cerevisiae",Levilactobacillus,cerevisiae,0
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,1,"Levilactobacillus hammesii",Levilactobacillus,hammesii,0
24128,N16,"DSM 27983, JCM 16448, KCTC 13530, DCY 50, BCRC 81078",1,1,"Levilactobacillus koreensis",Levilactobacillus,koreensis,0
6667,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612, BCRC 80773, NBRC 107158",1,1,"Levilactobacillus namurensis",Levilactobacillus,namurensis,0
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,1,"Levilactobacillus paucivorans",Levilactobacillus,paucivorans,0
6679,L13,"DSM 21775, NBRC 103853, TISTR 1847, CIP 109886",1,1,"Levilactobacillus senmaizukei",Levilactobacillus,senmaizukei,0
130365,THK-V8,"DSM 29216, JCM 18023, KACC 16236, BCRC 81079",1,1,"Levilactobacillus yonginensis",Levilactobacillus,yonginensis,0
6660,R-18615,"DSM 19395, CCM 7241, LMG 22198, CCUG 50163, JCM 15957, BCRC 80776, CIP 108703, NBRC 107157",1,1,"Levilactobacillus zymae",Levilactobacillus,zymae,0
504,KIBI-1,"DSM 16555, JCM 12578",1,1,"Levilinea saccharolytica",Levilinea,saccharolytica,0
167343,HSMS-39,"KACC 19866, NBRC 113585",1,1,"Lewinella litorea",Lewinella,litorea,0
166128,RmlP026,"KCTC 72077, VKM B-3277",1,1,"Lichenibacterium minus",Lichenibacterium,minus,0
166129,RmlP001,"KCTC 72076, VKM B-3263",1,1,"Lichenibacterium ramalinae",Lichenibacterium,ramalinae,0
6646,"ASB1, ASB-1","DSM 16634, CIP 108913, JCM 16172, NCIMB 14359",1,1,"Ligilactobacillus apodemi",Ligilactobacillus,apodemi,0
6677,142-2,"DSM 22408, CCUG 53626, CECT 7185, JCM 15609, CIP 109847, KCTC 5852",1,1,"Ligilactobacillus ceti",Ligilactobacillus,ceti,0
6604,,"DSM 15833, ATCC BAA-261, CCUG 47129, CIP 107382, JCM 10991, KCTC 13921, YIT 0455",1,1,"Ligilactobacillus equi",Ligilactobacillus,equi,0
6675,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13, KCTC 5851",1,1,"Ligilactobacillus hayakitensis",Ligilactobacillus,hayakitensis,0
6612,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087, JCM 15955, NBRC 107826",1,1,"Ligilactobacillus saerimneri",Ligilactobacillus,saerimneri,0
24013,YM11-185,"DSM 26026, KCTC 22132, MBIC 08286",1,1,"Limibacter armeniacum",Limibacter,armeniacum,0
140769,,"KCTC 52187, NBRC 112522, DSM 108279, CAU 1123",1,1,"Limibaculum halophilum",Limibaculum,halophilum,0
159054,SM-Chi-D1,"DSM 100118, JCM 31927, KCTC 15601",1,1,"Limihaloglobus sulfuriphilus",Limihaloglobus,sulfuriphilus,0
13675,UST950701-009P,"DSM 17492, JCM 12479, NRRL B-41039, CIP 108639",1,1,"Limimaricola hongkongensis",Limimaricola,hongkongensis,0
13678,JJM85,"DSM 21424, KCTC 22372",1,1,"Limimaricola pyoseonensis",Limimaricola,pyoseonensis,0
133611,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1,1,"Limnobacter litoralis",Limnobacter,litoralis,0
6613,Kx146A4,"DSM 16041, CCUG 48456, CIP 109960, LMG 22111, JCM 15950",1,1,"Limosilactobacillus antri",Limosilactobacillus,antri,0
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,1,"Limosilactobacillus caviae",Limosilactobacillus,caviae,0
6617,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873, JCM 15952",1,1,"Limosilactobacillus gastricus",Limosilactobacillus,gastricus,0
6669,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1,1,"Limosilactobacillus secaliphilus",Limosilactobacillus,secaliphilus,0
132632,,"DSM 102030, CGMCC 4.7224, EGI 80537",1,1,"Lipingzhangella halophila",Lipingzhangella,halophila,0
6691,,"DSM 21051, CECT 7355, IMCC 1736, JCM 16869",1,1,"Liquorilactobacillus aquaticus",Liquorilactobacillus,aquaticus,0
6680,,"DSM 19910, BCRC 17811, JCM 15044, YIT 11306, LMG 29533, CIP 109977",1,1,"Liquorilactobacillus capillatus",Liquorilactobacillus,capillatus,0
6657,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1,1,"Liquorilactobacillus ghanensis",Liquorilactobacillus,ghanensis,0
6672,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1,1,"Liquorilactobacillus hordei",Liquorilactobacillus,hordei,1
6676,59b,"DSM 19972, CECT 7334, JCM 18036, CIP 110039",1,1,"Liquorilactobacillus oeni",Liquorilactobacillus,oeni,0
133499,H6,"CGMCC 1.7005, JCM 15141",1,1,"Lishizhenia tianjinensis",Lishizhenia,tianjinensis,0
158391,ES106,"DSM 105474, CIP 111400, CLIP 2016/00682",1,1,"Listeria costaricensis",Listeria,costaricensis,0
158422,"88L, ILCC801","DSM 29886, KCTC 33909, MCC 3285, LCC 801",1,1,"Listeria goaensis",Listeria,goaensis,0
6880,,"DSM 23813, ATCC BAA-1595, BEIR NR 9579, CCUG 56148, FSL S4-120, CIP 110187",1,1,"Listeria marthii",Listeria,marthii,0
6881,700284/02,"DSM 22097, CIP 109804, CCUG 59857, Allerberger 700284/02, CLIP 2007/00563",1,1,"Listeria rocourtiae",Listeria,rocourtiae,0
158452,CLIP2015/00305,"DSM 107638, CIP 111635, CLIP 2015/00305",1,1,"Listeria thailandensis",Listeria,thailandensis,0
,,,,,,,,1
23078,"WS 4560","DSM 24698, LMG 26374",1,1,"Listeria weihenstephanensis",Listeria,weihenstephanensis,0
1282,"BA288, 18.101","DSM 16976, CIP 110635, KCTC 3947",1,1,"Litchfieldia alkalitelluris",Litchfieldia,alkalitelluris,1
130644,P-MA1-7,"DSM 29467, CCUG 63416, KCTC 32213",1,1,"Litoreibacter halocynthiae",Litoreibacter,halocynthiae,0
130643,MA1-1,"DSM 29466, CCUG 61486, KCTC 23699, KCTC 23699T",1,1,"Litoreibacter meonggei",Litoreibacter,meonggei,0
133622,,"ACCC 05414, KCTC 22899, YIM CH208",1,1,"Litoribacter ruber",Litoribacter,ruber,0
158491,"Hls M16-52, HIsM16-52","DSM 109838, NBRC 12290, TBRC 7759, NBRC 112290",1,1,"Litorihabitans aurantiacus",Litorihabitans,aurantiacus,0
23349,,"DSM 25763, ATCC BAA-2444, PRI 4131",1,1,"Litorilinea aerophila",Litorilinea,aerophila,0
133877,BB-MW24,"KCTC 32139, CCUG 62953",1,1,"Litorisediminicola beolgyonensis",Litorisediminicola,beolgyonensis,0
6642,L-1062,"DSM 18080, JCM 18665, LMG 23555",1,1,"Loigolactobacillus backii",Loigolactobacillus,backii,0
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,1,"Loigolactobacillus iwatensis",Loigolactobacillus,iwatensis,0
140770,OISW-6,"KCTC 52837, NBRC 112781",1,1,"Yoonia acticola",Yoonia,acticola,0
132051,R10SW5,"DSM 104149, CIP 107883, KMM 3788, LMG 22534",1,1,"Loktanella agnita",Loktanella,agnita,0
13674,R-7670,"DSM 16213, LMG 22007, JCM 21635, CIP 108323, IAM 15180, NBRC 102485",1,1,"Loktanella fryxellensis",Loktanella,fryxellensis,0
13672,R-8904,"DSM 16199, LMG 21507, JCM 21636, CIP 108322, IAM 15181, NBRC 102486",1,1,"Loktanella salsilacus",Loktanella,salsilacus,0
134261,KOME-1,"JCM 13670, KCTC 5380",1,1,"Longilinea arvoryzae",Longilinea,arvoryzae,0
132517,CB-286315,"DSM 29007, CECT 8660",1,1,"Longimicrobium terrae",Longimicrobium,terrae,0
24460,,"DSM 46696, CGMCC 4.5737, NBRC 107726, TRM 46004",1,1,"Longimycelium tulufanense",Longimycelium,tulufanense,1
160507,,"DSM 105158, CGMCC 1.16550, SCSIO 06110",1,1,"Longirhabdus pacifica",Longirhabdus,pacifica,1
140772,NEAU-PCY-3,"CCTCC AA 2017017, DSM 105119, JCM 33577",1,1,"Longispora urticae",Longispora,urticae,1
133459,CC-MHSW-2T,"KCTC 22538, JCM 15069",1,1,"Lutaonella thermophila",Lutaonella,thermophila,1
17463,LJ96,"DSM 16549, ATCC BAA-1015, CCUG 50033",1,1,"Luteibacter rhizovicinus",Luteibacter,rhizovicinus,0
134069,CC-AMWY-103B,"JCM 18817, BCRC 80551",1,1,"Luteibaculum oceani",Luteibaculum,oceani,0
17887,R19-04,"DSM 22413, NBRC 105647",1,1,"Luteimicrobium subarcticum",Luteimicrobium,subarcticum,0
17469,RIB1-20,"DSM 22088, BCRC 17731, LMG 24212",1,1,"Luteimonas aquatica",Luteimonas,aquatica,0
162196,Gr-4,"JCM 18203, KACC 16614",1,1,"Luteimonas granuli",Luteimonas,granuli,0
24675,HB2,"DSM 26429, CICC 11005s",1,1,"Luteimonas huabeiensis",Luteimonas,huabeiensis,0
17470,FR1330,"DSM 22943, IMSNU 60306, JCM 12488, KCTC 12327",1,1,"Luteimonas marina",Luteimonas,marina,0
133046,,"DSM 101536, KCTC 52403, CDR SL 15",1,1,"Luteimonas padinae",Luteimonas,padinae,0
17497,,"DSM 17927, KCTC 12601, Gsoil 068",1,1,"Luteimonas panaciterrae",Luteimonas,panaciterrae,0
17473,BZ92r,"DSM 22344, CGMCC 1.8985, CIP 110133",1,1,"Luteimonas terricola",Luteimonas,terricola,0
166355,WF-2,"KCTC 62441, CGMCC 1.13633",1,1,"Luteimonas weifangensis",Luteimonas,weifangensis,0
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,1,"Luteipulveratus mongoliensis",Luteipulveratus,mongoliensis,0
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,1,"Luteitalea pratensis",Luteitalea,pratensis,0
134330,A5J-41-2,"KCTC 22040, MBIC 08320",1,1,"Luteolibacter algae",Luteolibacter,algae,0
134331,A4T-83,"KCTC 22041, MBIC 08322",1,1,"Luteolibacter pohnpeiensis",Luteolibacter,pohnpeiensis,0
133924,EBTL01,"KCTC 23678, JCM 18052",1,1,"Luteolibacter yonseiensis",Luteolibacter,yonseiensis,0
24048,KYW566,"DSM 29150, JCM 18281, KCTC 23842",1,1,"Lutibacter agarilyticus",Lutibacter,agarilyticus,0
134184,CL-TF09,"KCCM 42118, JCM 13034, CIP 109245",1,1,"Lutibacter litoralis",Lutibacter,litoralis,0
130332,UDC377,"DSM 24956, KCTC 23668",1,1,"Lutibacter oricola",Lutibacter,oricola,0
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,1,"Lutimaribacter marinistellae",Lutimaribacter,marinistellae,0
2870,,"DSM 19022, NBRC 102133, EBR 46",1,1,"Lutispora thermophila",Lutispora,thermophila,1
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,1,"Lysinibacillus alkalisoli",Lysinibacillus,alkalisoli,1
1538,10a,"DSM 17140, ATCC BAA-1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,1,"Lysinibacillus boronitolerans",Lysinibacillus,boronitolerans,1
166376,,"KCTC 43130, CGMCC 1.17492, SYSU K30005",1,1,"Lysinibacillus cavernae",Lysinibacillus,cavernae,1
23758,,"DSM 24785, JCM 18777, KCTC 13796, NCCP 36",1,1,"Lysinibacillus composti",Lysinibacillus,composti,1
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,1,"Lysinibacillus contaminans",Lysinibacillus,contaminans,1
1521,"AMNH 732","DSM 2898, ATCC 7055, JCM 31033, NRS 350, JCM 12229, BCRC 15907, CCUG 28888, IFO 15717, IFO 3528, KCTC 3454, LMG 9816, NBRC 15717, NBRC 3528, NRRL NRS-350, VTT E-011945, CRBIP3.1597",1,1,"Lysinibacillus fusiformis",Lysinibacillus,fusiformis,1
1542,1741-1b,"DSM 54, ATCC 12905, LMG 18474, SAG 1741-1b, JCM 21742, IAM 15292, LMG 18473",1,1,"Lysinibacillus macroides",Lysinibacillus,macroides,1
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,1,"Lysinibacillus odysseyi",Lysinibacillus,odysseyi,1
23762,,"DSM 24784, JCM 18776, KCTC 13795, NCCP 54",1,1,"Lysinibacillus pakistanensis",Lysinibacillus,pakistanensis,1
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144, JCM 18861",1,1,"Lysinibacillus parviboronicapiens",Lysinibacillus,parviboronicapiens,1
1532,"Gibson 1013, 1013","DSM 28, ATCC 14577, CCM 2120, JCM 2502, NCIB 9370, NCTC 10338, CCUG 7428, LMG 7134, BCRC 12825, CECT 33, CIP 65.30, IAM 13420, IFO 15095, KCTC 3346, NBRC 15095, NCCB 75018, NCIMB 9370, NRRL B-23268, VKM B-509, NCDO 1767",1,1,"Lysinibacillus sphaericus",Lysinibacillus,sphaericus,1
140558,S5H2222,"MCC 3065, KACC 18714, LMG 29294",1,1,"Lysinibacillus telephonicus",Lysinibacillus,telephonicus,1
1540,XDB9,"DSM 23493, CCUG 57438, KCTC 13423",1,1,"Lysinibacillus xylanilyticus",Lysinibacillus,xylanilyticus,1
141007,HT7-17,"NBRC 112286, TBRC 7037",1,1,"Demequina sediminis",Demequina,sediminis,0
133868,SGM3-12,"KACC 13362, NBRC 107106",1,1,"Lysinimonas soli",Lysinimonas,soli,0
17493,YC5194,"DSM 19286, KCTC 22007",1,1,"Lysobacter capsici",Lysobacter,capsici,0
