ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Cell width
133604,Ft22,"ATCC BAA-1854, LMG 25359",1,1,Mucilaginibacter frigoritolerans,Mucilaginibacter,frigoritolerans,0.3-0.5
140568,PP-F2F-G47,"CCM 8711, CIP 111182, LMG 29767, DSM 103633",1,1,Mucilaginibacter galii,Mucilaginibacter,galii,0.82-0.84
166292,F01003,"KCTC 62991, CCTCC AB 2019023",1,1,Mucilaginibacter gilvus,Mucilaginibacter,gilvus,0.4-0.6
133595,Gh-67,"NCIMB 14470, KCTC 22380",1,1,Mucilaginibacter gossypii,Mucilaginibacter,gossypii,0.18-0.20
133596,Gh-48,"NCIMB 14471, KCTC 22379",1,1,Mucilaginibacter gossypiicola,Mucilaginibacter,gossypiicola,0.2-0.3
14133,TPT18,"DSM 18602, ATCC BAA-1391, VKM B-2447",1,1,Mucilaginibacter gracilis,Mucilaginibacter,gracilis,0.45
134002,YC7003,"KACC 15532, JCM 17705",1,1,Mucilaginibacter gynuensis,Mucilaginibacter,gynuensis,0.46
133797,DR-9,"KACC 16469, NBRC 108839",1,1,Mucilaginibacter herbaticus,Mucilaginibacter,herbaticus,0.5
166098,ZR32,"KCTC 62193, CCTCC AB 2017285",1,1,Mucilaginibacter hurinus,Mucilaginibacter,hurinus,0.4-0.5
133884,YC7004,"KACC 16571, NBRC 108856",1,1,Mucilaginibacter jinjuensis,Mucilaginibacter,jinjuensis,0.385
134361,SCK,"NBRC 102645, KCTC 22227",1,1,Mucilaginibacter kameinonensis,Mucilaginibacter,kameinonensis,0.3-0.7
133602,ANJLI2,"ATCC BAA-1855, LMG 25358",1,1,Mucilaginibacter lappiensis,Mucilaginibacter,lappiensis,0.3-0.5
133750,BR-18,"KCTC 23697, CCUG 61484",1,1,Mucilaginibacter litoreus,Mucilaginibacter,litoreus,0.6
133691,BR-3,"KCTC 23461, CCUG 60742",1,1,Mucilaginibacter lutimaris,Mucilaginibacter,lutimaris,0.4-0.6
133603,MP1X4,"ATCC BAA-1856, LMG 25360",1,1,Mucilaginibacter mallensis,Mucilaginibacter,mallensis,0.4-0.6
14135,B9,DSM 19975,1,1,Mucilaginibacter oryzae,Mucilaginibacter,oryzae,0.65
14134,TPT56,"DSM 18603, ATCC BAA-1394, VKM B-2446",1,1,Mucilaginibacter paludis,Mucilaginibacter,paludis,0.5-0.8
,,,,,,,,0.65
158582,BXN5-31,"KACC 14957, JCM 17085",1,1,Mucilaginibacter panaciglaebae,Mucilaginibacter,panaciglaebae,0.2-0.5
133142,TBZ30,"KCTC 42833, CCTCC AB 2015301",1,1,Mucilaginibacter pedocola,Mucilaginibacter,pedocola,0.3-0.4
133144,PP-F2F-G21,"DSM 100995, CCM 8625, CIP 110921, LMG 29118",1,1,Mucilaginibacter phyllosphaerae,Mucilaginibacter,phyllosphaerae,0.3-1.1
140514,,"KCTC 12641, LMG 23495, Gsoil 032",1,1,Mucilaginibacter pocheonensis,Mucilaginibacter,pocheonensis,0.4-0.5
133386,NH7-4,"JCM 30607, CGMCC 1.14937",1,1,Mucilaginibacter psychrotolerans,Mucilaginibacter,psychrotolerans,0.6
133195,WS 71,"KCTC 32270, JCM 19495",1,1,Mucilaginibacter puniceus,Mucilaginibacter,puniceus,0.2-0.4
133527,WPCB133,"KCTC 12534, NBRC 101115",1,1,Mucilaginibacter rigui,Mucilaginibacter,rigui,0.35
140897,TTM-1,"LMG 28454, KCTC 42273",1,1,Mucilaginibacter roseus,Mucilaginibacter,roseus,0.5-1.2
140679,EF23,"CGMCC 1.15913, KCTC 52516",1,1,Mucilaginibacter rubeus,Mucilaginibacter,rubeus,0.4-0.8
133911,SMS-12,"KCTC 32111, CCUG 62214",1,1,Mucilaginibacter sabulilitoris,Mucilaginibacter,sabulilitoris,0.5
133738,R9-65,"CCTCC AB 2010331, NRRL B-59458",1,1,Mucilaginibacter soli,Mucilaginibacter,soli,0.6
166238,ZH6,"CCTCC AB 2018373, KCTC 72075",1,1,Mucilaginibacter terrenus,Mucilaginibacter,terrenus,0.3-0.6
133460,XM-003,"CCTCC AB 207094, KCTC 22437",1,1,Mucilaginibacter ximonensis,Mucilaginibacter,ximonensis,0.4
132970,yx-36,"DSM 26809, CCTCC AB 2012880",1,1,Mucilaginibacter yixingensis,Mucilaginibacter,yixingensis,0.65-0.75
134114,,"ATCC BAA-1009, ACM 5223, HRI I17",1,1,Mucispirillum schaedleri,Mucispirillum,schaedleri,0.4
18084,,"DSM 23919, ATCC BAA-1631, CCUG 55976, WAL 1855C",1,1,Murdochiella asaccharolytica,Murdochiella,asaccharolytica,0.55
164551,SCR12,"JCM 33425, MCCC 1K03731",1,1,Muricauda alvinocaridis,Muricauda,alvinocaridis,0.29-0.38
166220,GCL-11,"MCCC 1A11649, KCTC 52432",1,1,Muricauda amoyensis,Muricauda,amoyensis,0.5-0.8
24031,Ar-22,"DSM 26351, CGMCC 1.12174, JCM 18450",1,1,Muricauda taeanensis,Muricauda,taeanensis,1.5
133699,SW-63,"KCCM 41646, JCM 11811, CIP 108790",1,1,Muricauda aquimarina,Muricauda,aquimarina,0.35
166844,HME9304,"KCTC 32464, KACC 17618, CECT 8418, HME 9304",1,1,Flagellimonas maritima,Flagellimonas,maritima,0.3-0.4
133724,BB-My12,"KCTC 23501, CCUG 60800",1,1,Muricauda beolgyonensis,Muricauda,beolgyonensis,0.6
5744,A11,"DSM 22638, KCTC 22665",1,1,Flagellimonas flava,Flagellimonas,flava,0.4
133698,"SW-62, KCMM 41645","KCCM 41645, JCM 11812, CIP 108791",1,1,Muricauda flavescens,Muricauda,flavescens,0.3
166284,176CP4-71,"KACC 19889, LMG 31033",1,1,Muricauda hymeniacidonis,Muricauda,hymeniacidonis,0.4-0.8
158733,3PC125-7,"MCCC 1A03198, KCTC 52318",1,1,Muricauda indica,Muricauda,indica,0.2-0.6
159871,L2,"CCTCC AB 2017193, KCTC 62196",1,1,Muricauda iocasae,Muricauda,iocasae,0.2-0.4
133488,CC-HSB-11,"BCRC 17850, KCTC 22339",1,1,Muricauda lutaonensis,Muricauda,lutaonensis,0.4
133397,CSW06,"CGMCC 1.15761, JCM 31455, KCTC 52375, MCCC 1K03195",1,1,Croceivirga lutea,Croceivirga,lutea,0.4
134341,SMK-108,"KCTC 22173, CCUG 55324",1,1,Muricauda lutimaris,Muricauda,lutimaris,0.2-0.4
140527,H19-56,"KCTC 52374, MCCC 1K03196, JCM 31456, CGMCC 1.15774",1,1,Muricauda marina,Muricauda,marina,0.2-0.4
166526,SM1704,"KCTC 62797, MCCC 1K03557",1,1,Muricauda nanhaiensis,Muricauda,nanhaiensis,0.2-0.3
133485,"5KCCM90075, CL-SS4","JCM 15563, KCCM 90075",1,1,Muricauda olearia,Muricauda,olearia,0.35
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,1,Muricauda ruestringensis,Muricauda,ruestringensis,0.3-0.6
133943,105,"KACC 16195, JCM 17757",1,1,Muricauda taeanensis,Muricauda,taeanensis,0.3
24030,12C25,"DSM 25030, CGMCC 1.11028, MCCC 1F01096",1,1,Muricauda zhangzhouensis,Muricauda,zhangzhouensis,0.475
5740,EM44,"DSM 21206, KCTC 22299",1,1,Muriicola jejuensis,Muriicola,jejuensis,0.4-0.6
12589,CD12E2-27,"DSM 17134, HKI 0369, NCIMB 14061, VTT E-032285, JCM 14326, NBRC 110697",1,1,Myceligenerans crystallogenes,Myceligenerans,crystallogenes,0.5-0.7
133809,MB1-14,"CCTCC AB 209002, KCTC 19753, JCM 19955",1,1,Mycetocola manganoxydans,Mycetocola,manganoxydans,0.3
133953,MD-T1-10-2,"CGMCC 1.11101, NBRC 107877",1,1,Mycetocola miduiensis,Mycetocola,miduiensis,0.45
7471,"BRB-1L41, R-20377","DSM 18580, JCM 30549, LMG 22367",1,1,Mycetocola reblochoni,Mycetocola,reblochoni,0.3
1977,HK10456-B5,"DSM 19003, CIP 109454, HKI 456",1,1,Mycetohabitans endofungorum,Mycetohabitans,endofungorum,0.9
1976,,"DSM 19002, CIP 109453, HKI 454",1,1,Mycetohabitans rhizoxinica,Mycetohabitans,rhizoxinica,0.9
140847,B1-EB,"JCM 30646, LMG 28693, NBRC 110909",1,1,Mycoavidus cysteinexigens,Mycoavidus,cysteinexigens,0.5-0.7
140779,S-I-6,"KACC 17600, NBRC 109805, NCAIM B 02535",1,1,Mycobacterium aquiterrae,Mycobacterium,aquiterrae,0.4-0.5
8530,LTA-388,"DSM 44829, ATCC BAA-878, CIP 108170, CCUG 55485, JCM 14739, KCTC 19713",1,1,Mycobacterium cosmeticum,Mycobacterium,cosmeticum,0.55
8580,,"DSM 45166, JCM 15038, KUM 060204",1,1,Mycobacterium kyorinense,Mycobacterium,kyorinense,0.3
8582,5356591,"JCM 17324, DSM 45437, CCUG 56325, CIP 109828, CSUR P30",1,1,Mycobacterium marseillense,Mycobacterium,marseillense,0.52
133186,JC290,"KCTC 39560, LMG 28809",1,1,Mycobacterium oryzae,Mycobacterium,oryzae,0.4-0.6
8544,L15,"DSM 45108, ATCC BAA-883, NCTC 13318, JCM 15466, CIP 109775",1,1,Mycobacterium pseudoshottsii,Mycobacterium,pseudoshottsii,0.5
133523,5351974,"CCUG 56329, CIP 109830, CSUR P32, JCM 30726, JCM 17325",1,1,Mycobacterium timonense,Mycobacterium,timonense,0.45
140231,ST 57,"DSM 25251, ATCC BAA-2401",1,1,Mycoplasmopsis ciconiae,Mycoplasmopsis,ciconiae,0.9-1.2
8628,1642,"DSM 22457, ATCC BAA-1895",1,1,Mycoplasmopsis mucosicanis,Mycoplasmopsis,mucosicanis,0.35
24032,IM13,"DSM 26542, NBIMCC 8736",1,1,Myroides guanonis,Myroides,guanonis,0.5
5623,JS-08,"DSM 23048, JCM 16529, KCTC 23023, CIP 110392",1,1,Myroides marinus,Myroides,marinus,0.25
134199,SM1,"IAM 15337, KCTC 12661, CCUG 55494, CIP 109324, JCM 21782, NBRC 102469",1,1,Myroides pelagicus,Myroides,pelagicus,0.2-0.3
5624,MY15,"DSM 23313, LMG 25566, JCM 17139",1,1,Myroides phaeus,Myroides,phaeus,0.4-0.5
166567,AB053B,"NBRC 114350, NCCB 100767",1,1,Myxococcus eversor,Myxococcus,eversor,0.6-0.7
167926,AM301,"NBRC 114352, NCCB 100768",1,1,Myxococcus vastator,Myxococcus,vastator,0.6-0.7
133921,5116S-4,"KACC 15517, NBRC 108725",1,1,Naasia aerilata,Naasia,aerilata,1.8
133894,ZLM-10,"CCTCC AB 208222, KCTC 23983",1,1,Nafulsella turpanensis,Nafulsella,turpanensis,0.55
166309,,"CGMCC 4.7629, NBRC 114017, YIM 132087",1,1,Nakamurella alba,Nakamurella,alba,0.5-0.7
23147,DS-52,"DSM 26917, CIP 108919, JCM 15652, KCTC 19127, NBRC 105867",1,1,Nakamurella flavida,Nakamurella,flavida,0.9
140952,63MJ-1,"KACC 18662, NBRC 111844",1,1,Nakamurella intestinalis,Nakamurella,intestinalis,0.8-1.0
10174,DLS-10,"DSM 19367, JCM 16024, KCTC 19285, DLS 10, NBRC 106258",1,1,Nakamurella lactea,Nakamurella,lactea,0.55
133020,S20-107,"DSM 102309, LMG 29427",1,1,Nakamurella silvestris,Nakamurella,silvestris,0.8-0.9
133765,DPG-25,"KCTC 23702, CCUG 61485, KCTC 23702T",1,1,Namhaeicola litoreus,Namhaeicola,litoreus,0.55
158619,MNa11734,"DSM 104509, NCCB 100618",1,1,Nannocystis konarekensis,Nannocystis,konarekensis,1.1-1.5
24716,Z-1001,"DSM 24923, VKM B-2666",1,1,Natranaerobaculum magadiense,Natranaerobaculum,magadiense,0.35
17655,JW/NM-WN-LU,"DSM 18760, ATCC BAA-1443",1,1,Natranaerobius trueperi,Natranaerobius,trueperi,0.6
132586,JW/NM-HA 15,DSM 23470,1,1,Natrarchaeobaculum aegyptiacum,Natrarchaeobaculum,aegyptiacum,0.5-0.8
163851,,"JCM 30663, UNIQEM U932, AArc 1",1,1,Natrarchaeobaculum sulfurireducens,Natrarchaeobaculum,sulfurireducens,0.5-0.6
1570,HN30,"DSM 21771, JCM 15649",1,1,Natribacillus halophilus,Natribacillus,halophilus,1.0-1.5
134340,HIS40-3,"BCC 24370, JCM 14663, PCU 303",1,1,Natrinema gari,Natrinema,gari,0.5-0.8
140647,3-May,"IBRC-M 11063, LMG 29247",1,1,Natrinema soli,Natrinema,soli,1.2-1.6
131258,294-194-5,"DSM 27208, CECT 7630, JCM 16593",1,1,Natronoarchaeum philippinense,Natronoarchaeum,philippinense,0.7
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,1,Natronobacterium texcoconense,Natronobacterium,texcoconense,0.9
24068,CG-1,"DSM 25473, CECT 7984, IBRC-M 10656, JCM 17958",1,1,Natronococcus roseus,Natronococcus,roseus,1.5
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,1,Natronomonas moolapensis,Natronomonas,moolapensis,1.2
134191,3-Jul,"CGMCC 1.4299, JCM 13488",1,1,Natronorubrum aibiense,Natronorubrum,aibiense,0.8-1
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,1,Natronorubrum sediminis,Natronorubrum,sediminis,0.8-1
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,1,Natronospira proteinivora,Natronospira,proteinivora,0.35-0.4
167838,G-116,"KCTC 62956, VKM B-3134",1,1,Natronospirillum operosum,Natronospirillum,operosum,0.3-0.4
140782,BSker2,"JCM 31342, UNIQEM U1009",1,1,Natronotalea proteinilytica,Natronotalea,proteinilytica,0.5
17656,JW/NM-WN-LH1,"DSM 18770, ATCC BAA-1444",1,1,Natronovirga wadinatrunensis,Natronovirga,wadinatrunensis,0.35
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,1,Naumannella cuiyingiana,Naumannella,cuiyingiana,0.3-0.7
12674,WS 4616,"DSM 24323, LMG 26184, JCM 30997",1,1,Naumannella halotolerans,Naumannella,halotolerans,1.15
140289,,"DSM 101717, NBRC 111773, CPCC 204135",1,1,Naumannella huperziae,Naumannella,huperziae,0.4-0.6
10431,PH1209,"DSM 21157, JCM 15390",1,1,Nautilia abyssi,Nautilia,abyssi,0.4
133549,MB-1,"DSM 22087, JCM 15746",1,1,Nautilia nitratireducens,Nautilia,nitratireducens,0.4
10430,AmH,"DSM 18972, ATCC BAA-1463",1,1,Nautilia profundicola,Nautilia,profundicola,0.3
17206,,"DSM 21255, CCUG 56017, CIP 109806, ADV 07/08/06-B-1388, AIP 149.07",1,1,Negativicoccus succinicivorans,Negativicoccus,succinicivorans,0.4
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,1,Neiella marina,Neiella,marina,0.5
140279,KH1503,"DSM 103136, ATCC TSD-57",1,1,Neisseria arctica,Neisseria,arctica,0.5
132625,AP2031,"DSM 101846, CCUG 68283, LMG 29261",1,1,Neisseria musculi,Neisseria,musculi,0.4
23151,6332,"DSM 25276, LMG 26725",1,1,Neisseria oralis,Neisseria,oralis,0.5
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,1,Neisseria shayeganii,Neisseria,shayeganii,1.25
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,1,Neisseria wadsworthii,Neisseria,wadsworthii,1.55
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,1,Neobacillus cucumis,Neobacillus,cucumis,1
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,1,Neobacillus fumarioli,Neobacillus,fumarioli,0.5-0.8
23709,,"DSM 27594, JCM 17335, KCTC 13945, DCY 53",1,1,Neobacillus ginsengisoli,Neobacillus,ginsengisoli,1.2
140352,SYP-B691,"DSM 29196, JCM 30743",1,1,Neobacillus notoginsengisoli,Neobacillus,notoginsengisoli,0.4-0.7
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,1,Neobacillus piezotolerans,Neobacillus,piezotolerans,0.3-0.6
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,1,Neorhizobium alkalisoli,Neorhizobium,alkalisoli,0.4
166100,24NR,"ACCC 61588, JCM 33731",1,1,Neorhizobium lilium,Neorhizobium,lilium,0.3-0.5
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,1,Neorhizobium vignae,Neorhizobium,vignae,0.6
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,1,Neptunicella marina,Neptunicella,marina,0.5-1
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,1,Neptunicoccus sediminis,Neptunicoccus,sediminis,0.5-1.6
134208,,"CECT 7075, CCUG 52065, MED 92, CIP 109617",1,1,Neptuniibacter caesariensis,Neptuniibacter,caesariensis,0.65
133696,antisso-13,"LMG 25378, BCRC 80079",1,1,Neptuniibacter halophilus,Neptuniibacter,halophilus,0.3
11283,S3-22,"DSM 22306, CCTCC AB 209086, KACC 14056",1,1,Neptunomonas antarctica,Neptunomonas,antarctica,0.6-1
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,1,Neptunomonas concharum,Neptunomonas,concharum,0.55
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,1,Neptunomonas japonica,Neptunomonas,japonica,0.9
133855,P10-2-4,"CGMCC 1.10971, KCTC 23686",1,1,Neptunomonas qingdaonensis,Neptunomonas,qingdaonensis,0.75
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,1,Nereida ignava,Nereida,ignava,0.25
7768,20,"DSM 17733, CCUG 48939, CIP 109276, JCM 14309",1,1,Nesterenkonia aethiopica,Nesterenkonia,aethiopica,0.7
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,1,Nesterenkonia alba,Nesterenkonia,alba,0.5
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,1,Nesterenkonia cremea,Nesterenkonia,cremea,0.5-0.6
7770,,"DSM 19422, CCTCC AB 207010, JCM 14814, CCUG 58060, CAAS 251, NBRC 107628",1,1,Nesterenkonia flava,Nesterenkonia,flava,0.6-0.8
140783,BV-35,"NCAIM B 02606, DSM 29786",1,1,Nesterenkonia pannonica,Nesterenkonia,pannonica,0.4-0.6
7773,Sua-BAC020,"DSM 22748, JCM 19557, NCCB 100309",1,1,Nesterenkonia suensis,Nesterenkonia,suensis,0.475
17661,GR15-1,"DSM 19509, KACC 11703",1,1,Nevskia soli,Nevskia,soli,0.5
17662,KIS13-15,"DSM 25747, JCM 15425, KACC 12736",1,1,Nevskia terrae,Nevskia,terrae,0.5
140513,RP-2,"JCM 30952, KACC 18623",1,1,Niabella aquatica,Niabella,aquatica,0.4-0.7
17758,R2A15-11,"DSM 17617, CIP 109580, KACC 11698",1,1,Niabella aurantiaca,Niabella,aurantiaca,0.8
24735,"E90, E96","CCUG 62505, DSM 25811, CCM 8410, LMG 26954, CIP 110418",1,1,Niabella drilacis,Niabella,drilacis,0.85
133448,GR10-1,"KACC 13021, JCM 15444, NBRC 106414",1,1,Niabella ginsengisoli,Niabella,ginsengisoli,0.7
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,1,Niabella hibiscisoli,Niabella,hibiscisoli,0.7-0.8
24734,"E96, E90","DSM 25812, CCM 8411, LMG 26956, CCUG 62507, CIP 110416",1,1,Niabella hirudinis,Niabella,hirudinis,0.7
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,1,Niabella pedocola,Niabella,pedocola,0.5-0.8
17759,JS13-8,"DSM 19437, KACC 12604",1,1,Niabella soli,Niabella,soli,0.6
133520,,"LMG 24661, HAMBI 3031, CCBAU 05354",1,1,Niabella yanshanensis,Niabella,yanshanensis,0.5
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,1,Niallia nealsonii,Niallia,nealsonii,1
164454,M5HDSG1-1,"JCM 33117, CGMCC 1.13668",1,1,Niallia taxi,Niallia,taxi,0.9-1-6
133253,THG-YS3.2.1,"KCTC 52084, CCTCC AB 2015356",1,1,Niastella hibisci,Niastella,hibisci,0.61-0.75
17756,GR20-10,"DSM 17620, KACC 11465",1,1,Niastella koreensis,Niastella,koreensis,0.5-0.5
133537,THYL-44,"CCTCC AB 208238, KCTC 22560",1,1,Niastella populi,Niastella,populi,0.35
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,1,Niastella vici,Niastella,vici,0.2-0.5
17757,GR20-13,"DSM 17621, KACC 11466",1,1,Niastella yeongjuensis,Niastella,yeongjuensis,0.4-0.6
134053,GCR0103,"KACC 16453, JCM 17927",1,1,Nibrella saemangeumensis,Nibrella,saemangeumensis,1.15
134054,GYR3121,"KACC 16447, JCM 17925",1,1,Nibrella viscosa,Nibrella,viscosa,0.95
134066,GSR3061,"KACC 16450, JCM 17917",1,1,Nibribacter koreensis,Nibribacter,koreensis,0.55
166361,BT10,"KCTC 62607, NBRC 114383",1,1,Nibribacter ruber,Nibribacter,ruber,0.8-1
141099,MME-018,"KCCM 43135, JCM 30752",1,1,Nioella aestuarii,Nioella,aestuarii,0.8-1.0
168513,Z7-4,"CCTCC AB 2017231, KCTC 62459",1,1,Nioella ostreopsis,Nioella,ostreopsis,0.9-1.2
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,1,Nioella sediminis,Nioella,sediminis,0.8-1.5
13946,DR41_21,"DSM 18348, CIP 109265, OOB 129",1,1,Nisaea denitrificans,Nisaea,denitrificans,0.9
13947,DR41_18,"DSM 19540, CIP 109601, OOB 128",1,1,Nisaea nitritireducens,Nisaea,nitritireducens,0.9
10423,E9I37-1,"DSM 16511, JCM 12458",1,1,Nitratifractor salsuginis,Nitratifractor,salsuginis,0.6
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,1,Nitratireductor aestuarii,Nitratireductor,aestuarii,1
11871,NL21,"DSM 15645, ATCC BAA-762, JCM 21793, CGMCC 1.8928, IAM 15348",1,1,Nitratireductor aquibiodomus,Nitratireductor,aquibiodomus,1
170935,,"KCTC 62997, NBRC 113694, CAU 1489",1,1,Nitratireductor arenosus,Nitratireductor,arenosus,0.6-0.9
134362,J3,"KCTC 22119, JCM 14935",1,1,Nitratireductor basaltis,Nitratireductor,basaltis,0.65
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,1,Nitratireductor indicus,Nitratireductor,indicus,1.3
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,1,Nitratireductor kimnyeongensis,Nitratireductor,kimnyeongensis,0.45
133275,GSS14,"KCTC 52186, MCCC 1K02481",1,1,Nitratireductor lacus,Nitratireductor,lacus,0.6-0.8
166310,SY7,"KCTC 72110, MCCC 1K03723",1,1,Nitratireductor mangrovi,Nitratireductor,mangrovi,0.4-0.7
10424,MI55-1,"DSM 16512, JCM 12459",1,1,Nitratiruptor tergarcus,Nitratiruptor,tergarcus,0.8
17693,ANL-iso2,"DSM 45188, NBRC 105792, NCCB 100119, UNIQEM U239",1,1,Nitriliruptor alkaliphilus,Nitriliruptor,alkaliphilus,0.4
141100,ZV-19,"DSM 29817, NCAIM B.02612, NCAIM B 02612",1,1,Nitrincola alkalilacustris,Nitrincola,alkalilacustris,0.5-0.8
140898,MEB087,"KCTC 42948, JCM 19317",1,1,Nitrincola alkalisediminis,Nitrincola,alkalisediminis,0.7-1.17
11284,4CA,"DSM 16316, ATCC BAA-920",1,1,Nitrincola lacisaponensis,Nitrincola,lacisaponensis,0.5
141101,R4-8,"DSM 100788, NCAIM B.02626",1,1,Nitrincola schmidtii,Nitrincola,schmidtii,0.5-0.6
164093,MEB193,"JCM 31570, MCC 2863, KCTC 52390",1,1,Nitrincola tapanii,Nitrincola,tapanii,0.2-0.6
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,1,Nitritalea halalkaliphila,Nitritalea,halalkaliphila,0.7-0.8
159828,MY1,"JCM 31640, KCTC 4249",1,1,Nitrosarchaeum koreense,Nitrosarchaeum,koreense,0.3-0.5
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,1,Nitrosopumilus adriaticus,Nitrosopumilus,adriaticus,0.2-0.25
141102,,"ATCC TSD-97, NCIMB 15022, SCM 1",1,1,Nitrosopumilus maritimus,Nitrosopumilus,maritimus,0.17-0.22
158487,D3C,"DSM 106147, JCM 32271, NCIMB 15115",1,1,Nitrosopumilus piranensis,Nitrosopumilus,piranensis,0.2-0.25
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,1,Niveibacterium umoris,Niveibacterium,umoris,0.2-0.6
158605,41640,"CGMCC 1.12980, LMG 28363",1,1,Niveispirillum lacus,Niveispirillum,lacus,0.6-1.2
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,1,Nocardia araoensis,Nocardia,araoensis,0.4
10825,,"DSM 45353, ACM 5287, JCM 18298, CAP 290",1,1,Nocardia callitridis,Nocardia,callitridis,0.7
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,1,Nocardia concava,Nocardia,concava,2.25
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,1,Nocardia exalbida,Nocardia,exalbida,0.4-0.8
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,1,Nocardia higoensis,Nocardia,higoensis,0.7
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,1,Nocardia pneumoniae,Nocardia,pneumoniae,0.33
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,1,Nocardia shimofusensis,Nocardia,shimofusensis,0.6
10814,,"DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888, CIP 109636",1,1,Nocardia terpenica,Nocardia,terpenica,0.35
134096,JC2056,"IMSNU 14029, KCTC 9921, JCM 12125",1,1,Nocardioides aestuarii,Nocardioides,aestuarii,0.35
11140,MSL-28,"DSM 19323, KCTC 19276, JCM 16020, MSL 28",1,1,Nocardioides agariphilus,Nocardioides,agariphilus,0.2-0.5
140784,djl-8,"KCTC 39844, CCTCC AB 2017058",1,1,Nocardioides agrisoli,Nocardioides,agrisoli,0.4-0.6
23165,CD40127,"DSM 25218, CECT 8014",1,1,Nocardioides albertanoniae,Nocardioides,albertanoniae,0.7
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,1,Nocardioides albidus,Nocardioides,albidus,1.0-1.2
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,1,Nocardioides alkalitolerans,Nocardioides,alkalitolerans,0.9
11153,Cr7-14,"DSM 23325, CGMCC 1.10697, LMG 26053, JCM 18960",1,1,Nocardioides alpinus,Nocardioides,alpinus,0.4-0.5
11118,GW-9,"DSM 17295, CIP 108375, JCM 11813, KCCM 41647",1,1,Nocardioides aquiterrae,Nocardioides,aquiterrae,0.8-1
132635,B2-12,"DSM 100725, KCTC 39748, NRRL B-65313",1,1,Nocardioides baekrokdamisoli,Nocardioides,baekrokdamisoli,0.4-0.5
11141,,"DSM 19320, KCTC 19290, MSL 19, JCM 16021",1,1,Nocardioides bigeumensis,Nocardioides,bigeumensis,0.3-0.8
11145,MN8,"DSM 23134, CCUG 57506, KCTC 19600, JCM 19119",1,1,Nocardioides caeni,Nocardioides,caeni,0.5
