ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Kind of utilization tested,Utilization activity,Metabolite (utilization)
,,,,,,fermentation,+,sucrose
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",1,1,Microbacterium aurantiacum,fermentation,+,D-glucose
7442,,"DSM 19265, KCTC 19269, MSL 04, JCM 16950",1,1,Microbacterium kribbense,fermentation,+,sucrose
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,1,Microbacterium lacticum,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,1,Microbacterium laevaniformans,fermentation,+,D-mannitol
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7380,Mbm 15,"DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,1,Microbacterium liquefaciens,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,1,Microbacterium saperdae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7366,88,"DSM 20449, ATCC 13345, CCM 2634, NCIB 8909, JCM 1342, BCRC 12362, CCUG 23845, CCUG 50755, CGMCC 1.1901, CIP 103038, HAMBI 1910, IAM 15187, IFO 12961, IMET 10504, KCTC 19034, KCTC 3391, LMG 17311, NBRC 12961, NCIMB 8909, NRRL B-1824, VKM Ac-2083",1,1,Microbacterium terregens,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,1,Microbacterium testaceum,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,1,Microbacterium xylanilyticum,fermentation,+,sucrose
140349,TSL3,"DSM 29785, NCAIM B.02604",1,1,Micrococcoides hystricis,fermentation,+,D-glucose
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,1,Micrococcus luteus,fermentation,+,D-glucose
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,1,Microlunatus capsulatus,fermentation,+,sucrose
12626,,"DSM 17942, CIP 109594, KCTC 13940, Gsoil 633, JCM 16929, JCM 15306",1,1,Microlunatus ginsengisoli,fermentation,+,sucrose
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,1,Microlunatus lacustris,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,sucrose
12627,,"DSM 18662, KCTC 13058, Gsoil 954, JCM 16016",1,1,Microlunatus panaciterrae,fermentation,+,sucrose
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,1,Microlunatus phosphovorus,fermentation,+,sucrose
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,1,Microlunatus soli,fermentation,+,sucrose
133064,NEAU-JXY5,"DSM 103125, CGMCC 4.7347, JCM 32493",1,1,Micromonospora parathelypteridis,fermentation,+,skimmed milk
8015,,"DSM 45175, LMG 24546, GUI 15, JCM 17025",1,1,Micromonospora pisi,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8031,MS 426,"DSM 45558, CGMCC 4.3550, JCM 15670, NBRC 107745",1,1,Micromonospora sediminimaris,fermentation,+,glycogen
,,,,,,fermentation,+,sucrose
7500,SSWW-21,"DSM 18319, JCM 30550, KCTC 19185, SSWW 21",1,1,Microterricola gilva,fermentation,+,sucrose
17134,A 405-1,"DSM 20544, ATCC 27723, NCTC 10934, CCUG 21055, CCM 6003, JCM 2054, CIP 107116",1,1,Mitsuokella multacida,fermentation,+,raffinose
5012,1400/07,"DSM 22759, LMG 25383",1,1,Mixta calida,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5013,A18/07,"DSM 22758, LMG 25382",1,1,Mixta gaviniae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
131470,QC88-366,"DSM 29212, NBRC 110557",1,1,Mixta theicola,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
140308,,"DSM 27611, CCTCC AB 2013229, YIM 101593, JCM 33578, NBRC 113072",1,1,Mobilicoccus caccae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-sorbitol
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
132450,Gal1,"DSM 26537, JCM 18753",1,1,Mobilisporobacter senegalensis,fermentation,+,arabinose
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,trehalose
208,BV345-16,"DSM 23059, ATCC 35241, CCUG 21018, NCTC 11656",1,1,Mobiluncus curtisii subsp. curtisii,fermentation,+,galactose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,xylose
209,"BV376-6, Spiegel BV376-6","DSM 21655, ATCC 35242, CCUG 17762, LMG 7786, NCTC 11657",1,1,Mobiluncus holmesii,fermentation,+,maltose
206,"SV 175, SV 17J","DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658",1,1,Mobiluncus mulieris,fermentation,+,arabinose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,rhamnose
4983,2896-78,"DSM 5076, ATCC 35017, CCUG 51928, NCTC 12132, LMG 10145, JCM 5895, CDC 2896-78, CIP 103034",1,1,Moellerella wisconsensis,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,mannitol
158306,14,"DSM 104782, JCM 31914",1,1,Monoglobus pectinilyticus,fermentation,+,arabinose
,,,,,,fermentation,+,D-galacturonic acid
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,pectin
,,,,,,fermentation,+,xylose
4986,"M 11, 33 M","DSM 30164, ATCC 25830, IFO 3848, LMG 7874, NBRC 3848, NCIB 235, NCTC 235, WDCM 00112, CCUG 6328, JCM 1672, ATCC 8076H, BCRC 10706, CECT 173, CGMCC 1.6767, CIP 103763, CIP A231, KACC 13822, NBRC 105691, NCCB 73065, NCIMB 235",1,1,Morganella morganii subsp. morganii,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
4988,"AB 2048, 11812, 8103-85","DSM 14850, ATCC 49948, JCM 16939, CCUG 30886, CDC 8103-85, CCM 4350, CIP 103648, NCTC 12357",1,1,Morganella morganii subsp. sibonii,fermentation,+,D-glucose
4989,u2/3,"CCUG 53682, LMG 23374, DSM 17886, CIP 109403, JCM 16473",1,1,Morganella psychrotolerans,fermentation,+,D-glucose
8211,DSK1,"DSM 14879, CIP 106291, JCM 10249",1,1,Moritella japonica,fermentation,+,D-glucose
132847,MP-1,"DSM 104096, ATCC 15381, CCUG 20304, CIP 102861, LMG 10934, NCIMB 1144",1,1,Moritella marina,fermentation,+,D-glucose
8212,NV1 88/478,"DSM 25798, ATCC BAA-105, NCIMB 13584, NVI 88/478, CIP 109754",1,1,Moritella viscosa,fermentation,+,D-glucose
140863,PR0008K,"KACC 17938, NBRC 111539",1,1,Mucilaginibacter carri,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
14134,TPT56,"DSM 18603, ATCC BAA-1394, VKM B-2446",1,1,Mucilaginibacter paludis,fermentation,+,glucose
,,,,,,fermentation,+,sucrose
166238,ZH6,"CCTCC AB 2018373, KCTC 72075",1,1,Mucilaginibacter terrenus,fermentation,+,D-mannitol
,,,,,,fermentation,+,maltose
166220,GCL-11,"MCCC 1A11649, KCTC 52432",1,1,Flagellimonas amoyensis,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,rhamnose
158733,3PC125-7,"MCCC 1A03198, KCTC 52318",1,1,Flagellimonas indica,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,rhamnose
,,,,,,fermentation,+,sucrose
133397,CSW06,"CGMCC 1.15761, JCM 31455, KCTC 52375, MCCC 1K03195",1,1,Croceivirga lutea,fermentation,+,5-dehydro-D-gluconate
,,,,,,fermentation,+,amygdalin
,,,,,,fermentation,+,arbutin
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,D-arabitol
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-fucose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
12590,XJEEM-11063,"DSM 21949, CCTCC AA 208063, JCM 19555, XJEEM 11063, CCTCC AB 208063",1,1,Myceligenerans halotolerans,fermentation,+,D-xylose
8464,90012,"CCUG 37673 B, KCTC 9502, DSM 44515, ATCC 27406, CCUG 37673, CIP 105391, JCM 6377, CCUG 37673 A",1,1,Mycobacterium agri,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
8219,"2502, 14 116 0001","DSM 44633, ATCC 19627, CIP 105383, CCUG 39504, NCTC 10485, JCM 12403",1,1,Mycobacterium chitae,fermentation,+,sucrose
8481,"484, 484T","DSM 44368, JCM 12406, CIP 106831",1,1,Mycobacterium elephantis,fermentation,+,sucrose
8466,041 00 27,"CIP 105423, DSM 44220, ATCC 35931, CCUG 58729, JCM 6368, KCTC 9509, NCH E11620",1,1,Mycobacterium fortuitum subsp. acetamidolyticum,fermentation,+,sucrose
8470,"Hi 11, 14 403 0001","CCUG 39184, JCM 13571, DSM 44241, ATCC 49874, CIP 104537, KCTC 19638",1,1,Mycobacterium hiberniae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8488,1406,"DSM 44478, CCUG 46266, CIP 107726, ATCC BAA-771, JCM 12374, CIP 107786",1,1,Mycobacterium holsaticum,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8528,FI-01069,"DSM 44623, CIP 107892, CCUG 50989, JCM 14737",1,1,Mycobacterium intracellulare subsp. chimaera,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8580,,"DSM 45166, JCM 15038, KUM 060204",1,1,Mycobacterium kyorinense,fermentation,+,sucrose
8486,938,"DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,1,Mycobacterium mageritense,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8483,"B9-21-178, T 15752","DSM 44395, CIP 109237, JCM 15658",1,1,Mycobacterium monacense,fermentation,+,sucrose
8479,"220-96, MA 112/96","CCUG 39728, JCM 13392, DSM 44340, HAMBI 2320, CIP 105980, VTT E-062961",1,1,Mycobacterium murale,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8444,,"DSM 44164, ATCC 19530, ATCC 23067, JCM 6364, NCTC 10424, TMC 1481, CCUG 28009, CIP 106811",1,1,Mycobacterium nonchromogenicum,fermentation,+,sucrose
8476,73,"DSM 44203, CCUG 39183, CIP 105546, JCM 18114",1,1,Mycobacterium novocastrense,fermentation,+,sucrose
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,1,Mycobacterium psychrotolerans,fermentation,+,sucrose
8468,33505,"CCUG 37668, CIP 106804, KCTC 9518, DSM 44222, ATCC 35154, CIP 1480001, JCM 6370, NCH 33505",1,1,Mycobacterium pulveris,fermentation,+,sucrose
8579,NLA000201958,"DSM 45176, CIP 109808, CCUG 58462",1,1,Mycobacterium riyadhense,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8509,,"DSM 44616, ATCC BAA-544, CIP 108114, NRCM 00-250, JCM 13016, KCTC 9978",1,1,Mycobacterium saskatchewanense,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
8373,"25932, 14 024 0001","DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,1,Mycobacterium szulgai,fermentation,+,D-glucose
8425,"14 131 0001, 316","DSM 44167, ATCC 19527, JCM 6392, NCTC 10409, JCM 6362, CCUG 28008, CCUG 41353, CIP 105390",1,1,Mycobacterium thermoresistibile,fermentation,+,sucrose
140022,56A97,"DSM 21909, ATCC BAA-1432, NCTC 11747",1,1,Mycoplasma tullyi,fermentation,+,glucose
10174,DLS-10,"DSM 19367, JCM 16024, KCTC 19285, DLS 10, NBRC 106258",1,1,Nakamurella lactea,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,sucrose
10173,Y-104,"DSM 44233, ATCC 700099, CIP 104796, JCM 9543, CCM 4621, FERM P-14709, NBRC 105858",1,1,Nakamurella multipartita,fermentation,+,sucrose
11758,P709,"DSM 26409, CCM 7802, CCUG 28028, CIP 110147, Michel A/76",1,1,Necropsobacter rosorum,fermentation,+,D-glucose
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,1,Neiella marina,fermentation,+,D-glucose
10493,"CL 191/78, Vandamme R-24680, D 8251","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228, CIP 103440",1,1,Neisseria animaloris,fermentation,+,glucose
10494,"CL 194/78, Vandamme R-24681, CNPE12, D5986","DSM 21643, ATCC 29859, CDC D5986, LMG 23012, NCTC 12230, CIP 104144",1,1,Neisseria zoodegmatis,fermentation,+,glucose
169754,CLA-SR-152,"DSM 110989, JCM 36053",1,1,Neobacillus muris,fermentation,+,D-mannose
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,1,Neobacillus piezotolerans,fermentation,+,glucose
,,,,,,fermentation,+,sucrose
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,1,Neptunicella marina,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
7763,EL-30T,"CCUG 47141, JCM 11953, DSM 12544, CIP 107030, IFAM EL-30",1,1,Nesterenkonia lacusekhoensis,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
642,"Ford 26, 26, 726","DSM 11, ATCC 4513, CCM 2048, JCM 2504, LMG 13261, NCIB 9374, NCTC 2610, CCUG 7416, ATCC 9140, ATCC 24, BCRC 10605, CECT 10, CIP 52.75, HAMBI 1911, IAM 12462, IAM 14175, IFO 13626, KCTC 3347, LMG 6926, NBRC 13626, NCCB 75011, NCFB 1775, NCIMB 9374, NRRL B-378, NRRL B-380, VKM B-1242, VTT E-95570, NCDO 1775, NRRL NRS726",1,1,Niallia circulans,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,1,Niallia nealsonii,fermentation,+,2-dehydro-D-gluconate
,,,,,,fermentation,+,D-arabitol
,,,,,,fermentation,+,D-lyxose
,,,,,,fermentation,+,D-tagatose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,gentiobiose
,,,,,,fermentation,+,gluconate
,,,,,,fermentation,+,glycerol
,,,,,,fermentation,+,lactose
141099,MME-018,"KCCM 43135, JCM 30752",1,1,Nioella aestuarii,fermentation,+,glucose
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,1,Nitratireductor aestuarii,fermentation,+,glucose
140898,MEB087,"KCTC 42948, JCM 19317",1,1,Nitrincola alkalisediminis,fermentation,+,glucose
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,1,Nocardia alba,fermentation,+,sucrose
10774,"SBHROA6, SBH<SUB>R</SUB>OA6","DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,1,Nocardia neocaledoniensis,fermentation,+,sucrose
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330, CIP 108423",1,1,Nocardia niigatensis,fermentation,+,sucrose
10763,"AR 368,38366-20, Chas. Pfizer & Co. A","DSM 43406, CIP 107747, IMET 7501, IMRU 1072, JCM 11883, NRRL B-24154, BCRC 16378, NBRC 100343",1,1,Nocardia pseudovaccinii,fermentation,+,sucrose
10767,,"DSM 44599, CCUG 48752, NRRL B-24204, IMMIB R-145, JCM 13031, CIP 108222, IFM 10564, NBRC 108233",1,1,Nocardia puris,fermentation,+,sucrose
10749,W30,"DSM 44488, NBRC 100376, NCIMB 13760, JCM 11441, CCUG 46119, CCUG 46433, CIP 107223, IFM 10177",1,1,Nocardia salmonicida subsp. cummidelens,fermentation,+,D-glucose
10752,"44691, R89","DSM 44490, CIP 107225, JCM 11439, NBRC 100378, NCIMB 13758, CCUG 46121, CCUG 46295, IFM 10176",1,1,Nocardia salmonicida subsp. cummidelens,fermentation,+,sucrose
10790,,"DSM 44765, IFM 0937, JCM 12235, CIP 108506, NBRC 100365",1,1,Nocardia testacea,fermentation,+,sucrose
10719,A-0224,"DSM 43136, CBS 224.60, CCRC 13368, CIP 104824, IFO 13702, JCM 3224, KCC A-0224, LBG A 3004, NBRC 13702, NCIB 963, ETH 26650, BCRC 13368, CGMCC 4.1137, CIP 106796, IFM 0856, IMSNU 21186, LBG A-3004",1,1,Nocardia uniformis,fermentation,+,sucrose
10784,,"DSM 44669, JCM 11893, NBRC 100130, IFM 0265, CIP 108422",1,1,Nocardia yamanashiensis,fermentation,+,sucrose
11140,MSL-28,"DSM 19323, KCTC 19276, JCM 16020, MSL 28",1,1,Nocardioides agariphilus,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,1,Nocardioides albidus,fermentation,+,esculin
11109,"EL-17K, EL-17K T","DSM 11439, ATCC BAA-164, JCM 11266, NBRC 100371, NCFB 3076, CIP 106993, KCTC 9944, NCIMB 703076, VKM Ac-2523",1,1,Nocardioides aquaticus,fermentation,+,sucrose
11141,,"DSM 19320, KCTC 19290, MSL 19, JCM 16021",1,1,Nocardioides bigeumensis,fermentation,+,D-glucose
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,1,Nocardioides daedukensis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,turanose
11131,D287,"DSM 18664, CCM 7403, JCM 16608",1,1,Nocardioides daphniae,fermentation,+,sucrose
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,1,Nocardioides ganghwensis,fermentation,+,sucrose
11120,DS-51,"DSM 17944, CIP 109626, KCTC 19180, JCM 15308",1,1,Nocardioides insulae,fermentation,+,sucrose
11142,MSL-09,"DSM 19266, KCTC 19272, JCM 16022, MSL 09",1,1,Nocardioides koreensis,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
11113,KSL-2,"DSM 16314, KCTC 19038, JCM 13594, CIP 108882",1,1,Nocardioides kribbensis,fermentation,+,sucrose
140786,x-2,"KCTC 39845, CCTCC AB 2016255",1,1,Nocardioides litorisoli,fermentation,+,glucose
11126,CL-DD14,"DSM 18248, CIP 109596, KCCM 42321, JCM 15615",1,1,Nocardioides marinus,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,sucrose
11147,,"DSM 21348, KCTC 19470, Gsoil 346, JCM 16953",1,1,Nocardioides panacisoli,fermentation,+,D-glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
158026,KUDC5002,"DSM 106604, KCTC 39855",1,1,Nocardioides sambongensis,fermentation,+,glucose
11144,,"DSM 19263, JCM 19559, KCTC 19271, MSL 01",1,1,Nocardioides sediminis,fermentation,+,sucrose
11201,KS9,"DSM 44551, JCM 11768, NRRL B-24145, BCRC 16374, CGMCC 4.2090, CIP 107461, NBRC 100345, NCIMB 14354, VKM Ac-2521, VTT E-042201",1,1,Nocardiopsis composta,fermentation,+,sucrose
11232,,"DSM 44739, CGMCC 4.3494, YIM 28A4",1,1,Nocardiopsis quinghaiensis,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
11238,HM6,"DSM 45277, CCUG 57624, UTMC 00102",1,1,Nocardiopsis sinuspersici,fermentation,+,sucrose
4990,42,"DSM 2777, ATCC 12841, NCIB 8771, CCUG 2078, CIP 82.93, LMG 3054, NCIMB 8771",1,1,Obesumbacterium proteus,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,1,Oceanivirga salmonicida,fermentation,+,fructose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,maltose hydrate
11269,40,"DSM 5605, ATCC 27119, CCUG 16047, CIP 74.02, LMG 2845, NCMB 1962, JCM 20774, CIP 103202, IAM 12923, NBRC 103030, NCIMB 1962",1,1,Oceanospirillum vagum,fermentation,+,glucose
2382,377-78,"DSM 46000, CIP 100330, IMET 7006, CCUG 47142, JCM 9969, CCM 4094, IFO 15012, LMG 16191, NBRC 15012",1,1,Oerskovia jenensis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
2381,,"CCUG 47105, CIP 108256, DSM 14281, IMET 7003, JCM 11755, LMG 20385, NBRC 106154",1,1,Oerskovia paurometabola,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
2378,"27, AB 1476, N32, Oerskov 27","DSM 20577, ATCC 25835, CIP 100331, DSM 43880, JCM 3160, NCIB 10587, CCM 4093, CFBP 4266, CGMCC 4.1139, CIP 81.27, IAM 14867, IFM 10527, IFO 13506, IFO 15015, IMET 7405, IMSNU 21326, KCCM 12155, KCTC 9084, LMG 4072, NBRC 13506, NBRC 15015, NCIMB 10587, NCTC 11973, NRRL B-8019, RIA 1564, VKM Ac-1024, CCUG 17963",1,1,Oerskovia turbata,fermentation,+,D-glucose
