ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Flagellum arrangement"
133747,RU-16,"KCTC 13810, JCM 17591",1,1,"Gryllotalpicola koreensis",Gryllotalpicola,koreensis,gliding
133746,PU-02,"KCTC 13808, JCM 17593",1,1,"Gryllotalpicola kribbensis",Gryllotalpicola,kribbensis,gliding
6091,204,"DSM 6132, ATCC 49870",1,1,"Guyparkeria halophila",Guyparkeria,halophila,polar
6092,R3,"DSM 7121, ATCC 51453",1,1,"Guyparkeria hydrothermalis",Guyparkeria,hydrothermalis,polar
140661,YC6258,"NBRC 109345, KCCM 43015",1,1,"Gynuella sunshinyii",Gynuella,sunshinyii,polar
132157,SW109,"DSM 100579, CGMCC 1.12347",1,1,"Halalkalibacter oceani",Halalkalibacter,oceani,peritrichous
158505,FJAT-45385,"DSM 104651, CCTCC AB 2016263",1,1,"Halalkalibacter urbisdiaboli",Halalkalibacter,urbisdiaboli,polar
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,1,"Halobacillus aidingensis",Halobacillus,aidingensis,peritrichous
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,1,"Halobacillus andaensis",Halobacillus,andaensis,peritrichous
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,1,"Halobacillus dabanensis",Halobacillus,dabanensis,peritrichous
1343,SL-4,"DSM 10405, CIP 104798",1,1,"Halobacillus litoralis",Halobacillus,litoralis,lophotrichous
1345,MSS-155,"DSM 16468, KCCM 41687, KCTC 3788",1,1,"Halobacillus locisalis",Halobacillus,locisalis,"monotrichous, polar"
22928,,"DSM 21183, KCTC 13234, JSM 071068",1,1,"Halobacillus naozhouensis",Halobacillus,naozhouensis,peritrichous
1351,"HSL-3, SL-3","DSM 18897, CIP 108052, JCM 11546, KCCM 41590, CGMCC 1.3705, KCTC 3842",1,1,"Halobacillus salinus",Halobacillus,salinus,peritrichous
1356,,"DSM 21185, KCTC 13236, JSM 078133",1,1,"Halobacillus salsuginis",Halobacillus,salsuginis,peritrichous
1354,ISL-50,"DSM 22302, CCUG 54358, KCTC 13145",1,1,"Halobacillus seohaensis",Halobacillus,seohaensis,"monotrichous, polar"
1342,SL-5,"DSM 10404, CIP 104797",1,1,"Halobacillus trueperi",Halobacillus,trueperi,lophotrichous
164426,BL9,"JCM 32962, MCCC 1K03527",1,1,"Halobacteriovorax vibrionivorans",Halobacteriovorax,vibrionivorans,polar
132386,ZC-CMC3,"DSM 103556, CCTCC AB 2013104, JCM 19210, KCTC 15321",1,1,"Haloimpatiens lingqiaonensis",Haloimpatiens,lingqiaonensis,peritrichous
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,1,"Halolactibacillus halophilus",Halolactibacillus,halophilus,peritrichous
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,1,"Halolactibacillus miurensis",Halolactibacillus,miurensis,peritrichous
159818,,"NBRC 111829, KCTC 42974, SYSU ZJ2214",1,1,"Halomonas litopenaei",Halomonas,litopenaei,subpolar
158781,YU-PRIM-29,"LMG 28855, CCM 8737, CIP 111286",1,1,"Halomonas malpeensis",Halomonas,malpeensis,polar
158384,G8648,"DSM 105749",1,1,"Halomonas nigrificans",Halomonas,nigrificans,"monotrichous, polar"
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,1,"Halomonas saliphila",Halomonas,saliphila,peritrichous
166135,,"MTCC 12313, LMG 30344, SBS 10",1,1,"Halomonas sambharensis",Halomonas,sambharensis,peritrichous
133160,CPS11,"KACC 18262, NBRC 110636",1,1,"Halomonas sediminicola",Halomonas,sediminicola,lophotrichous
6023,,"DSM 4683, ACAM 12, ATCC 43668, IAM 14167, UQM 2926, JCM 21045, CIP 104042, LMG 8824, NBRC 14766, NCIMB 12994",1,1,"Halomonas subglaciescola",Halomonas,subglaciescola,peritrichous
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,1,"Halomonas urumqiensis",Halomonas,urumqiensis,monotrichous
168456,"S-­6-2, S-6-2","KCTC 52539, CGMCC 1.15798",1,1,"Halopseudomonas phragmitis",Halopseudomonas,phragmitis,polar
2601,"Weinberg, LRA 050 07 85","DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,1,"Hathewaya histolytica",Hathewaya,histolytica,peritrichous
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,1,"Hathewaya limosa",Hathewaya,limosa,peritrichous
6103,"231, CLO-2","DSM 7491, ATCC 35684, CCUG 18820, LMG 7546, NCTC 11612, CIP 103758, KCTC 15214",1,1,"Helicobacter fennelliae",Helicobacter,fennelliae,"monotrichous, polar"
6102,"RPH 13487","CCUG 15815, LMG 7540, CIP 103995, DSM 21031, ATCC 43504, CCUG 17874, DSM 4867, LMG 7539, NCTC 11637, JCM 12093, JCM 7653, LMG 18041, LMG 18045",1,1,"Campylobacter pylori",Campylobacter,pylori,polar
140993,,"LMG 29152, CCUG 67844, MCS 27",1,1,"Henriciella algicola",Henriciella,algicola,polar
140992,,"LMG 28705, CCUG 66934, MCS 23",1,1,"Henriciella barbarensis",Henriciella,barbarensis,polar
158710,HZ10,"JCM 31754, CCTCC AB 2014352",1,1,"Herbaspirillum robiniae",Herbaspirillum,robiniae,polar
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,1,"Hirschia baltica",Hirschia,baltica,"monotrichous, polar"
4168,,"DSM 15450, JCM 14124, CY 1",1,1,"Humidesulfovibrio idahonensis",Humidesulfovibrio,idahonensis,polar
164420,Gri0909,"JCM 32943, KACC 19793",1,1,"Hwanghaeella grinnelliae",Hwanghaeella,grinnelliae,polar
166146,Soil36-7,"MCCC 1A12105, KCTC 62334",1,1,"Hydrocarboniclastica marina",Hydrocarboniclastica,marina,"monotrichous, polar"
2972,EMB71,"DSM 17962, KCTC 12613",1,1,"Hydrogenophaga caeni",Hydrogenophaga,caeni,"monotrichous, polar"
140762,LPB0072,"KACC 18705, JCM 31188",1,1,"Hydrogenophaga crassostreae",Hydrogenophaga,crassostreae,"monotrichous, polar"
2965,362,"DSM 63, ATCC 17724, Stanier 362, JCM 21412, BCRC 13886, CCM 4454, CCUG 1780, CCUG 20334, CECT 4107, CFBP 2445, CIP 103304, IAM 14930, LMG 2366, NBRC 102513, VKM B-1328",1,1,"Hydrogenophaga palleronii",Hydrogenophaga,palleronii,monotrichous
2966,"GA3, GA 3","DSM 1034, ATCC 33668, CCUG 13799, LMG 5945, JCM 21410, BCRC 13892, CCM 4455, CFBP 2439, CIP 103270, IAM 14928, KACC 10200, NBRC 102511",1,1,"Hydrogenophaga pseudoflava",Hydrogenophaga,pseudoflava,monotrichous
140763,S10,"KCTC 52520, JCM 31711",1,1,"Hydrogenophaga soli",Hydrogenophaga,soli,monotrichous
2968,2K1,"DSM 2082, ATCC 49743, CCUG 15921, LMG 7170, JCM 21411, CIP 106727, IAM 14929, KCTC 12153, NBRC 102512, CCM 4458",1,1,"Hydrogenophaga taeniospiralis",Hydrogenophaga,taeniospiralis,monotrichous
11933,"HL 5","DSM 15072, CIP 109407, UNIQEM U 221",1,1,"Hydrogenovibrio halophilus",Hydrogenovibrio,halophilus,monotrichous
11923,JB-A1,"DSM 12350, ATCC 700877",1,1,"Hydrogenovibrio kuenenii",Hydrogenovibrio,kuenenii,monotrichous
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,1,"Hymenobacter gummosus",Hymenobacter,gummosus,gliding
140889,KBP-30,"LMG 27293, KCTC 32237, KCTC 52533",1,1,"Hymenobacter paludis",Hymenobacter,paludis,gliding
158705,TAPP3,"BCRC 80979, LMG 29559, KCTC 52236",1,1,"Hymenobacter rivuli",Hymenobacter,rivuli,gliding
159821,2ED5,"CGMCC 1.16466, JCM 32612",1,1,"Hyphobacterium indicum",Hyphobacterium,indicum,polar
140765,HSF6,"MCCC 1K03223, KCTC 52486, DSM 109355",1,1,"Hyphococcus flavus",Hyphococcus,flavus,peritrichous
141119,JBKA-6,"ATCC BAA-2465, JCM 18228",1,1,"Ichthyobacterium seriolicida",Ichthyobacterium,seriolicida,gliding
140803,201-F6,"NBRC 110686, TISTR 2288, DSM 112585",1,1,"Piscinibacter sakaiensis",Piscinibacter,sakaiensis,monotrichous
166504,ZQ330,"MCCC 1K03495, KCTC 62455",1,1,"Pseudidiomarina mangrovi",Pseudidiomarina,mangrovi,monotrichous
133294,CC-PW-9,"JCM 19757, BCRC 80745",1,1,"Idiomarina tyrosinivorans",Idiomarina,tyrosinivorans,"monotrichous, polar"
4189,,"DSM 13165, ATCC 700957, Kol 8",1,1,"Ignicoccus islandicus",Ignicoccus,islandicus,"polytrichous, monopolar"
4190,"LPC 33","DSM 13166, ATCC 700958",1,1,"Ignicoccus pacificus",Ignicoccus,pacificus,"polytrichous, monopolar"
132414,S2479,"DSM 100275, VKM B-2962",1,1,"Inmirania thermothiophila",Inmirania,thermothiophila,"monotrichous, polar"
132465,N6PO6,"DSM 29293, LMG 28430",1,1,"Izhakiella capsodis",Izhakiella,capsodis,peritrichous
166522,12N15,"MCCC 1H00325, KCTC 62582",1,1,"Jannaschia formosa",Jannaschia,formosa,gliding
166138,KSNA2,"KCTC 72234, CCTCC AB 2019098",1,1,"Jejubacter calystegiae",Jejubacter,calystegiae,monotrichous
1511,YKJ-13,"DSM 18867, CIP 107405, JCM 10872, KCCM 80002, CCM 7134, KCTC 13914",1,1,"Jeotgalibacillus alimentarius",Jeotgalibacillus,alimentarius,peritrichous
159771,22-7,"MCCC 1H00228, KCTC 33930",1,1,"Jeotgalibacillus proteolyticus",Jeotgalibacillus,proteolyticus,peritrichous
,,,,,,,,polar
1513,ASL-1,"DSM 23492, CCUG 56751, KCTC 13257, ASL -1",1,1,"Jeotgalibacillus salarius",Jeotgalibacillus,salarius,peritrichous
130206,,"DSM 22174, KCTC 13528, JSM 081008",1,1,"Jeotgalibacillus terrae",Jeotgalibacillus,terrae,peritrichous
159863,GI5,"KCTC 52659, JCM 31835",1,1,"Ketobacter alkanivorans",Ketobacter,alkanivorans,polar
140549,soj2014,"KCTC 42186, JCM 30386",1,1,"Kiloniella antarctica",Kiloniella,antarctica,polar
166142,F02,"KCTC 52616, MCCC 1H00224",1,1,"Kineobactrum sediminis",Kineobactrum,sediminis,polar
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,1,"Kineothrix alysoides",Kineothrix,alysoides,"monotrichous, polar"
134074,CC-AMZ-301,"JCM 18556, BCRC 80464",1,1,"Kordia aquimaris",Kordia,aquimaris,gliding
158674,ZO2-23,"KCTC 52268, JCM 31799",1,1,"Kordia zosterae",Kordia,zosterae,gliding
158811,N18,"MCCC 1K03436, KCTC 62164",1,1,"Kordiimonas pumila",Kordiimonas,pumila,polar
5738,,"DSM 19886, KCTC 22188, KMM 3665, JCM 11734, CECT 7617",1,1,"Kriegella aquimaris",Kriegella,aquimaris,gliding
133336,HQYD1,"MCCC 1K02304, KCTC 42583",1,1,"Saccharicrinis aurantiacus",Saccharicrinis,aurantiacus,gliding
164461,,"JCM 33138, MCCC 1K03739, CG 51",1,1,"Labilibacter sediminis",Labilibacter,sediminis,gliding
166111,SPP2,"NBRC 111151, CECT 9460",1,1,"Labilibaculum antarcticum",Labilibaculum,antarcticum,gliding
133442,NJ-8,"CGMCC 1.7271, NBRC 104930",1,1,"Lacibacter cauensis",Lacibacter,cauensis,gliding
134057,H32-4,"KCTC 32395, JCM 19172",1,1,"Lacibacter daechungensis",Lacibacter,daechungensis,gliding
168437,TTM-7,"KCTC 62870, LMG 30926, BCRC 81159",1,1,"Lacibacter luteus",Lacibacter,luteus,gliding
133331,SS2-56,"KCTC 52160, JCM 31372, BCRC 81229",1,1,"Lacibacter nakdongensis",Lacibacter,nakdongensis,gliding
134071,LTC-2,"BCRC 80445, LMG 26999, KCTC 32017",1,1,"Lacibacterium aquatile",Lacibacterium,aquatile,"monotrichous, polar"
141137,X13M-12,"CGMCC 1.12923, KCTC 42674",1,1,"Lacimicrobium alkaliphilum",Lacimicrobium,alkaliphilum,polar
133188,"7Alg 4","KCTC 23036, KMM 6381",1,1,"Lacinutrix cladophorae",Lacinutrix,cladophorae,gliding
133006,Th68,"DSM 26284, JCM 18637, KCTC 32141",1,1,"Lacinutrix iliipiscaria",Lacinutrix,iliipiscaria,gliding
133613,M2T2B15,"KACC 14040, NBRC 106324",1,1,"Larkinella bovis",Larkinella,bovis,gliding
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,1,"Larkinella insperata",Larkinella,insperata,gliding
158687,15J6-3T6,"KCTC 42998, JCM 31989",1,1,"Larkinella knui",Larkinella,knui,gliding
166350,"KCTC 62876, ZZJ9","CCTCC AB 2018215",1,1,"Larkinella punicea",Larkinella,punicea,gliding
140767,15J11-11,"KCTC 42996, JCM 31657",1,1,"Larkinella ripae",Larkinella,ripae,gliding
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,1,"Larkinella soli",Larkinella,soli,gliding
134192,,"CECT 7118, CCUG 51940, MED 217",1,1,"Leeuwenhoekiella blandensis",Leeuwenhoekiella,blandensis,gliding
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,1,"Leeuwenhoekiella nanhaiensis",Leeuwenhoekiella,nanhaiensis,gliding
5603,,"DSM 19859, KCTC 22020, KMM 6264, LMG 24856",1,1,"Leeuwenhoekiella palythoae",Leeuwenhoekiella,palythoae,gliding
6772,K9951,"DSM 22853, CIP 108685, KCTC 12084, CCUG 66538, ATCC BAA-518",1,1,"Legionella busanensis",Legionella,busanensis,subpolar
1361,BH260,"DSM 16462, KCTC 3915",1,1,"Lentibacillus lacisalsi",Lentibacillus,lacisalsi,peritrichous
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,1,"Lentibacillus lipolyticus",Lentibacillus,lipolyticus,peritrichous
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,1,"Lentibacillus populi",Lentibacillus,populi,lophotrichous
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560, ATCC BAA-719, CGMCC 1.3447, CGMCC 1.6154",1,1,"Lentibacillus salicampi",Lentibacillus,salicampi,monotrichous
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,1,"Lentibacillus salinarum",Lentibacillus,salinarum,peritrichous
1366,"BH113, 14.101","DSM 16817, KCTC 3936",1,1,"Lentibacillus salis",Lentibacillus,salis,peritrichous
140768,0W14,"KCTC 33835, MCCC 1H00171",1,1,"Lentibacillus sediminis",Lentibacillus,sediminis,peritrichous
14049,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1,1,"Lewinella agarilytica",Lewinella,agarilytica,gliding
24013,YM11-185,"DSM 26026, KCTC 22132, MBIC 08286",1,1,"Limibacter armeniacum",Limibacter,armeniacum,gliding
166352,LZ-4,"CCTCC AB 2019004, KCTC 72281",1,1,"Limnobacter alexandrii",Limnobacter,alexandrii,"monotrichous, polar"
1282,"BA288, 18.101","DSM 16976, CIP 110635, KCTC 3947",1,1,"Litchfieldia alkalitelluris",Litchfieldia,alkalitelluris,peritrichous
166110,RZ04,"MCCC 1K03616, KCTC 62835",1,1,"Litorilituus lipolyticus",Litorilituus,lipolyticus,polar
160507,,"DSM 105158, CGMCC 1.16550, SCSIO 06110",1,1,"Longirhabdus pacifica",Longirhabdus,pacifica,peritrichous
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,1,"Lonsdalea britannica",Lonsdalea,britannica,peritrichous
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,1,"Lonsdalea iberica",Lonsdalea,iberica,peritrichous
23013,NY060,"DSM 25466, NCAIM B 02483, CFCC 13125, LMG 27349",1,1,"Lonsdalea populi",Lonsdalea,populi,peritrichous
166204,B210,"KCTC 42951, CGMCC 1.16770",1,1,"Lujinxingia litoralis",Lujinxingia,litoralis,gliding
159925,SEH01,"DSM 101859, KCTC 42950",1,1,"Lujinxingia sediminis",Lujinxingia,sediminis,gliding
134069,CC-AMWY-103B,"JCM 18817, BCRC 80551",1,1,"Luteibaculum oceani",Luteibaculum,oceani,gliding
140925,SYP-B804,"KCTC 42211, JCM 30329",1,1,"Luteimonas notoginsengisoli",Luteimonas,notoginsengisoli,"monotrichous, polar"
140846,THG-MD21,"KACC 18131, JCM 30122",1,1,"Luteimonas terrae",Luteimonas,terrae,"monotrichous, polar"
166436,GH1-34,"KCTC 52847, NBRC 113277",1,1,"Lutibaculum pontilimi",Lutibaculum,pontilimi,"monotrichous, polar"
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,1,"Lutimaribacter marinistellae",Lutimaribacter,marinistellae,polar
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,1,"Lysinibacillus alkalisoli",Lysinibacillus,alkalisoli,peritrichous
17490,,"DSM 18482, CCUG 53152, CIP 109615, IMMIB APB-9",1,1,"Lysobacter defluvii",Lysobacter,defluvii,gliding
17489,GH41-7,"DSM 18481, CIP 109587, KACC 11588",1,1,"Lysobacter niastensis",Lysobacter,niastensis,gliding
133227,THG-YS3.6,"KCTC 52082, CCTCC AB 2015358",1,1,"Lysobacter rhizophilus",Lysobacter,rhizophilus,polar
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,1,"Lysobacter ruishenii",Lysobacter,ruishenii,gliding
164449,17J68-2,"JCM 33058, KCTC 62237",1,1,"Lysobacter segetis",Lysobacter,segetis,gliding
157768,AM20-91,"DSM 104734, LMG 30011",1,1,"Lysobacter silvestris",Lysobacter,silvestris,polar
17498,,"DSM 24712, KCTC 22011, LMG 24126, DCY 21",1,1,"Lysobacter soli",Lysobacter,soli,gliding
164448,17J7-1,"JCM 33057, KCTC 62217",1,1,"Lysobacter terrigena",Lysobacter,terrigena,gliding
17496,XM415,"DSM 23410, CCTCC AB 207091, NRRL B-51263, CIP 110461",1,1,"Lysobacter ximonensis",Lysobacter,ximonensis,gliding
132529,SO-1,"DSM 28995, VKM B-2936",1,1,"Magnetospirillum caucaseum",Magnetospirillum,caucaseum,lophotrichous
166531,LBB-42,"VKM B-3270, KCTC 15749",1,1,"Magnetospirillum kuznetsovii",Magnetospirillum,kuznetsovii,amphitrichous
132530,SP-1,"DSM 29006, VKM B-2938",1,1,"Magnetospirillum marisnigri",Magnetospirillum,marisnigri,lophotrichous
132531,BB-1,"DSM 29455, VKM B-2939",1,1,"Magnetospirillum moscoviense",Magnetospirillum,moscoviense,lophotrichous
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,1,"Mangrovicella endophytica",Mangrovicella,endophytica,"monotrichous, polar"
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,1,"Mangrovimonas yunxiaonensis",Mangrovimonas,yunxiaonensis,gliding
158538,M11-4,"MCCC 1K03312, JCM 32104",1,1,"Mangrovitalea sediminis",Mangrovitalea,sediminis,"monotrichous, polar"
133998,GY20,"KACC 16440, JCM 18631",1,1,"Maribacter aestuarii",Maribacter,aestuarii,gliding
133821,,"KCTC 23735, CCUG 61948, CAU 1044",1,1,"Maribacter chungangensis",Maribacter,chungangensis,gliding
5608,DSW-8,"DSM 17201, KCTC 12393, CIP 108966",1,1,"Maribacter dokdonensis",Maribacter,dokdonensis,gliding
5612,"KT02ds 18-6, ODDS18-6, KT02ds18-6","DSM 18668, CIP 109504",1,1,"Maribacter forsetii",Maribacter,forsetii,gliding
140859,KJ4,"KACC 16438, JCM 31154",1,1,"Maribacter lutimaris",Maribacter,lutimaris,gliding
159865,HMF3635,"KCTC 52399, NBRC 112671",1,1,"Maribacter maritimus",Maribacter,maritimus,gliding
140774,CBA3204,"KACC 17671, JCM 19533",1,1,"Maribacter pelagius",Maribacter,pelagius,gliding
5609,,"DSM 23514, KCTC 22021, KMM 6151, LMG 23671",1,1,"Maribacter polysiphoniae",Maribacter,polysiphoniae,gliding
5615,,"DSM 19891, KCTC 22023, LMG 22581, KMM 6046",1,1,"Maribacter stanieri",Maribacter,stanieri,gliding
4147,"SRL 4225","DSM 16055, ATCC BAA-903",1,1,"Maridesulfovibrio bastinii",Maridesulfovibrio,bastinii,polar
160214,GH1-19,"DSM 106292, KCTC 62376",1,1,"Marimonas lutisalis",Marimonas,lutisalis,polar
166179,WD6-1,"KCTC 62348, MCCC 1H00282",1,1,"Marinicauda salina",Marinicauda,salina,polar
140620,NC2-42,"KCTC 33676, MCCC 1K01238",1,1,"Marinicrinis sediminis",Marinicrinis,sediminis,peritrichous
5722,SW5,"DSM 18792, CIP 109502",1,1,"Mariniflexile fucanivorans",Mariniflexile,fucanivorans,gliding
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,1,"Mariniflexile gromovii",Mariniflexile,gromovii,gliding
133866,SSK2-3,"KCTC 23958, CCUG 62414",1,1,"Mariniflexile jejuense",Mariniflexile,jejuense,gliding
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,1,"Marinilabilia rubra",Marinilabilia,rubra,gliding
166430,SW121,"CGMCC 1.16166, KCTC 62651",1,1,"Marinimicrobium alkaliphilum",Marinimicrobium,alkaliphilum,"monotrichous, polar"
133030,2PyrY55-1,"DSM 29778, JCM 30566",1,1,"Marinitoga arctica",Marinitoga,arctica,"monotrichous, polar"
133861,KYW371,"KCTC 23449, JCM 17452",1,1,"Hyunsoonleella aestuarii",Hyunsoonleella,aestuarii,gliding
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,1,"Marinobacter adhaerens",Marinobacter,adhaerens,polar
159844,T17,"KCTC 52710, MCCC 1K03282",1,1,"Marinobacter bohaiensis",Marinobacter,bohaiensis,polar
483,SW-156,"DSM 16072, JCM 12324, KCTC 12184, CIP 108614",1,1,"Marinobacter daepoensis",Marinobacter,daepoensis,"monotrichous, polar"
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,1,"Marinobacter flavimaris",Marinobacter,flavimaris,"monotrichous, polar"
473,"SP. 17","DSM 8798, ATCC 49840, CIP 103578",1,1,"Marinobacter nauticus",Marinobacter,nauticus,"monotrichous, polar"
133343,Hb8,"KCTC 52255, JCM 31416",1,1,"Marinobacter salinus",Marinobacter,salinus,"monotrichous, polar"
491,NKSG1,"DSM 21262",1,1,"Marinobacter santoriniensis",Marinobacter,santoriniensis,polar
170942,F01,"MCCC 1H00290, KCTC 52700",1,1,"Marinobacter vulgaris",Marinobacter,vulgaris,monotrichous
140860,DB-1,"KCTC 42778, NBRC 111756",1,1,"Marinobacterium aestuariivivens",Marinobacterium,aestuariivivens,"monotrichous, polar"
164154,DMHB-2,"JCM 31902, KACC 19225",1,1,"Marinobacterium boryeongense",Marinobacterium,boryeongense,"monotrichous, polar"
460,"mano11, 30.101","DSM 17586, KCTC 12240",1,1,"Marinobacterium halophilum",Marinobacterium,halophilum,"monotrichous, polar"
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,1,"Marinococcus halotolerans",Marinococcus,halotolerans,"monotrichous, polar"
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,1,"Marinomonas agarivorans",Marinomonas,agarivorans,"monotrichous, polar"
158676,"Yeongu 1-4","KEMB 9005-327, MCCC 1K00609",1,1,"Marinomonas algicida",Marinomonas,algicida,polar
166251,ANRC-JHZ47,"MCCC 1K03604, KCTC 72113",1,1,"Marinomonas flavescens",Marinomonas,flavescens,"monotrichous, polar"
134007,SJP7,"KCTC 23939, NCAIMB 02491, NCAIM B02491",1,1,"Marinoscillum luteum",Marinoscillum,luteum,gliding
133447,MRN461,"KCCM 42325, JCM 14064",1,1,"Marinoscillum pacificum",Marinoscillum,pacificum,gliding
167342,GS-14,"KCTC 72401, MCCC 1K03622",1,1,"Marisediminitalea mangrovi",Marisediminitalea,mangrovi,monotrichous
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,1,"Marivibrio halodurans",Marivibrio,halodurans,"monotrichous, polar"
140594,JK11,"NCIMB 1429, NBRC 15981",1,1,"Marivirga harenae",Marivirga,harenae,gliding
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,1,"Nocardioides mangrovicus",Nocardioides,mangrovicus,"monotrichous, polar"
158712,S20-100,"LMG 30008, DSM 104694",1,1,"Marmoricola silvestris",Marmoricola,silvestris,monopolar
140977,J9,"KEMB 9005-359, JCM 31605",1,1,"Massilia agilis",Massilia,agilis,peritrichous
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,1,"Massilia agri",Massilia,agri,polar
169990,P3165,"CCM 8693, LMG 31211",1,1,"Massilia aquatica",Massilia,aquatica,polar
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,1,"Massilia armeniaca",Massilia,armeniaca,peritrichous
166521,SOD,"KCTC 62720, LMG 30840",1,1,"Massilia atriviolacea",Massilia,atriviolacea,peritrichous
167398,P5534,"CCM 8695, LMG 31212",1,1,"Massilia frigida",Massilia,frigida,polar
167415,P5902,"CCM 8733, LMG 31210",1,1,"Massilia mucilaginosa",Massilia,mucilaginosa,polar
141155,PTW21,"BCRC 81061, CICC 24113",1,1,"Massilia neuiana",Massilia,neuiana,polar
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,1,"Massilia pinisoli",Massilia,pinisoli,"monotrichous, polar"
141141,6NM-7,"DSM 27523, KCTC 42761",1,1,"Massilia putida",Massilia,putida,polar
167414,P3094,"CCM 8692, LMG 31213",1,1,"Massilia rubra",Massilia,rubra,polar
140975,J18,"KEMB 9005-366, JCM 31607",1,1,"Massilia solisilvae",Massilia,solisilvae,polar
140976,J11,"KEMB 9005-360, JCM 31606",1,1,"Massilia terrae",Massilia,terrae,polar
140929,CAVIO,"CECT 8897, LMG 28941",1,1,"Massilia violacea",Massilia,violacea,polar
159781,B2,"CGMCC 1.6993, KCTC 32446",1,1,"Massilia violaceinigra",Massilia,violaceinigra,polar
158578,KBB12,"KCTC 32230, JCM 18740",1,1,"Melaminivora jejuensis",Melaminivora,jejuensis,polar
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,1,"Melioribacter roseus",Melioribacter,roseus,polar
133518,NH57N,"CCTCC AB 208318, LMG 24839, MCCC 1A03544",1,1,"Meridianimaribacter flavus",Meridianimaribacter,flavus,gliding
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,1,"Mesobacillus jeotgali",Mesobacillus,jeotgali,peritrichous
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,1,"Mesonia maritima",Mesonia,maritima,polar
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,1,"Mesonia mobilis",Mesonia,mobilis,gliding
166307,Z1-4,"KCTC 72512, CCTCC AB 2019101",1,1,"Mesorhizobium alexandrii",Mesorhizobium,alexandrii,polar
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,1,"Metabacillus iocasae",Metabacillus,iocasae,peritrichous
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,1,"Metabacillus litoralis",Metabacillus,litoralis,peritrichous
24327,ISL-41,"DSM 27642, CCUG 56756, KCTC 13261, ISL -41",1,1,"Metaplanococcus flavidus",Metaplanococcus,flavidus,"monotrichous, polar"
133349,Z,"VKM B-3037, JCM 31401, CCUG 68999",1,1,"Methylobacillus methanolivorans",Methylobacillus,methanolivorans,"monotrichous, polar"
