ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Voges-Proskauer-test (Acetoin)"
16557,A-5,"DSM 43144, ATCC 27297, KCC A-0145, JCM 3145, BCRC 13406, CBS 260.72, CCM 3491, CGMCC 4.1072, CIP 106924, IFO 14098, IMET 9751, IMSNU 20098, KCTC 9251, KCTC 9283, MTCC 1396, NBRC 14098, NCIMB 11117, NRRL B-16127, VKM Ac-909, CCRC 13406, VKM Ac-90",1,1,"Nonomuraea roseoviolacea",Nonomuraea,roseoviolacea,+
,,,,,,,,-
16544,,"DSM 43768, ATCC 27031, CBS 132.76, DSM 43897, IFO 14070, IMET 8181, JCM 3234, KCC A-0234, NBRC 14070, VKM Ac-615, JCM 3389, BCRC 12591, CGMCC 4.5715, CIP 107008, IFO 14686, IMSNU 20099, INA 325, KCTC 9284, NBRC 14686, NRRL B-16083",1,1,"Nonomuraea rubra",Nonomuraea,rubra,+
,,,,,,,,-
16545,,"DSM 43678, ATCC 33580, IFO 14687, INA 2488, JCM 3324, KCC A-0324, NBRC 14687, BCRC 16338, CIP 107009, IMET 9582, IMSNU 20100, KCTC 9285, MTCC 1057, PCM 2201, VKM Ac-913",1,1,"Nonomuraea salmonea",Nonomuraea,salmonea,+
,,,,,,,,-
16546,832-34,"DSM 43555, ATCC 35114, CCM 3426, IFO 14097, IMET 9621, JCM 3286, KCC A-0286, NBRC 14097, NCIB 11633, NRRL B-16098, BCRC 13309, CIP 106923, IMSNU 20101, KCTC 9286, NCIMB 11633, VKM Ac-853, CCRC 13309",1,1,"Nonomuraea spiralis",Nonomuraea,spiralis,+
,,,,,,,,-
16550,3344,"DSM 43926, ATCC 49501, IFO 14348, IMET 9747, INA 3344, NBRC 14348, JCM 6836, BCRC 16339, CGMCC 4.2106, CGMCC 4.5709, CIP 107010, IMSNU 22186, KCTC 9287, NRRL B-16246, VKM Ac-852",1,1,"Nonomuraea turkmeniaca",Nonomuraea,turkmeniaca,+
,,,,,,,,-
138248,Giesberger,"CIP 105798, ATCC 12639, NCIMB 9070, NRRL B-2053, JCM 21278, CCUG 13727, IAM 14720, IAM 15031, IFO 15648, JCM 21494, LMG 4337, NBRC 15648",1,1,"Novispirillum itersonii",Novispirillum,itersonii,-
13940,,"DSM 11590, ATCC 33333, IFO 13615, NBRC 13615, CCUG 49448, IAM 14945, LMG 7370, JCM 21427, CIP 107759",1,1,"Novispirillum itersonii subsp. nipponicum",Novispirillum,itersonii,-
141008,164,"CICC 11035s, DSM 103351",1,1,"Novosphingobium clariflavum",Novosphingobium,clariflavum,+
140811,D39,"KEMB 9005-346, KACC 18593, JCM 31158",1,1,"Novosphingobium naphthae",Novosphingobium,naphthae,-
4990,42,"DSM 2777, ATCC 12841, NCIB 8771, CCUG 2078, CIP 82.93, LMG 3054, NCIMB 8771",1,1,"Obesumbacterium proteus",Obesumbacterium,proteus,+
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,1,"Oceanibaculum nanhaiense",Oceanibaculum,nanhaiense,+
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,1,"Oceaniglobus ichthyenteri",Oceaniglobus,ichthyenteri,-
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,1,"Oceanivirga salmonicida",Oceanivirga,salmonicida,-
132449,J8B,"DSM 23996, IBRC-M 10444",1,1,"Oceanobacillus halophilus",Oceanobacillus,halophilus,-
166101,,"CGMCC 1.17002, KCTC 43140, YIM 98839",1,1,"Oceanobacillus halotolerans",Oceanobacillus,halotolerans,-
1372,HTE831,"DSM 14371, JCM 11309, CGMCC 1.8876, CIP 107618, KCTC 3954",1,1,"Oceanobacillus iheyensis",Oceanobacillus,iheyensis,-
133157,T9B,"IBRC-M 10703, LMG 29250",1,1,"Oceanobacillus longus",Oceanobacillus,longus,-
134115,R-2,"JCM 12661, NCIMB 14022, BCRC 17790, CGMCC 1.8877, CIP 108867",1,1,"Oceanobacillus oncorhynchi",Oceanobacillus,oncorhynchi,+
1373,mccs2171,"DSM 14867, LMG 19492, CCUG 54775, KCTC 3821, CIP 108264",1,1,"Oceanobacillus picturae",Oceanobacillus,picturae,-
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,1,"Oceanobacillus piezotolerans",Oceanobacillus,piezotolerans,-
11289,101,"DSM 6286, ATCC 27509, NCIMB 2226, CIP 103445, LMG 5213, VPI 35",1,1,"Oceanospirillum maris",Oceanospirillum,maris,-
11269,40,"DSM 5605, ATCC 27119, CCUG 16047, CIP 74.02, LMG 2845, NCMB 1962, JCM 20774, CIP 103202, IAM 12923, NBRC 103030, NCIMB 1962",1,1,"Oceanospirillum vagum",Oceanospirillum,vagum,-
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,1,"Brucella cytisi",Brucella,cytisi,+
170127,LCB8,"KCTC 72031, CGMCC 1.13984",1,1,"Ochrobactrum teleogrylli",Ochrobactrum,teleogrylli,-
132057,307,"DSM 28635, CIP 106731",1,1,"Octadecabacter antarcticus",Octadecabacter,antarcticus,-
6813,,"DSM 17330, JCM 13282, NRIC 0645, CIP 109430",1,1,"Oenococcus kitaharae",Oenococcus,kitaharae,-
6810,"Baudry 1","DSM 20252, ATCC 23279, NCDO 1674, JCM 6125, BCRC 14062, CCUG 30067, CCUG 30199, CCUG 32250, CECT 217, CIP 106144, KCTC 3072, LMG 9851, NBRC 100497, NCIMB 11648, NRIC 1543, NRRL B-3472, VTT E-97832",1,1,"Oenococcus oeni",Oenococcus,oeni,-
2380,DFA-19,"DSM 43852, ATCC 35307, HMGB B 1078, IFO 14295, IMET 7687, JCM 7350, NBRC 14295, NRRL B-16223, CCUG 47127, CIP 107637, IAM 14864, JCM 21363, VKM Ac-1048, VTT E-072708",1,1,"Oerskovia enterophila",Oerskovia,enterophila,-
2381,,"CCUG 47105, CIP 108256, DSM 14281, IMET 7003, JCM 11755, LMG 20385, NBRC 106154",1,1,"Oerskovia paurometabola",Oerskovia,paurometabola,-
2378,"27, AB 1476, N32, Oerskov 27","DSM 20577, ATCC 25835, CIP 100331, DSM 43880, JCM 3160, NCIB 10587, CCM 4093, CFBP 4266, CGMCC 4.1139, CIP 81.27, IAM 14867, IFM 10527, IFO 13506, IFO 15015, IMET 7405, IMSNU 21326, KCCM 12155, KCTC 9084, LMG 4072, NBRC 13506, NBRC 15015, NCIMB 10587, NCTC 11973, NRRL B-8019, RIA 1564, VKM Ac-1024, CCUG 17963",1,1,"Oerskovia turbata",Oerskovia,turbata,+
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,1,"Oleisolibacter albus",Oleisolibacter,albus,+
140563,"3Alg 18","KCTC 22024, KMM 6133, DSM 109192",1,1,"Olleya algicola",Olleya,algicola,+
5726,,"DSM 25196, ACAM 1065, CIP 108537, CAM 030",1,1,"Olleya marilimosa",Olleya,marilimosa,-
24796,C7,"DSM 27928, JCM 18050, KACC 16544",1,1,"Orbus sasakiae",Orbus,sasakiae,+
166377,L9,"KCTC 43176, CGMCC 1.17659",1,1,"Ornithinibacillus caprae",Ornithinibacillus,caprae,-
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,1,"Ornithinibacillus gellani",Ornithinibacillus,gellani,-
140865,,"CGMCC 1.14989, KCTC 39700, EGI 80423, JCM 31779",1,1,"Ornithinicoccus halotolerans",Ornithinicoccus,halotolerans,-
6273,2115-028,"DSM 12335, ATCC BAA-9, IFO 16434, NBRC 16434, CCUG 43142, HKI 0125, JCM 11538, CIP 106364, IAM 14900, NCIMB 13613",1,1,"Ornithinicoccus hortensis",Ornithinicoccus,hortensis,-
168352,,"CPCC 203383, NBRC 113522, KCTC 49200",1,1,"Ornithinimicrobium cerasi",Ornithinimicrobium,cerasi,-
158266,,"DSM 26802, KCTC 29164, NBRC 109452, CPCC 203535",1,1,"Ornithinimicrobium flavum",Ornithinimicrobium,flavum,-
6275,2115-015,"DSM 12362, CIP 106634, HKI 0124, JCM 11540, KCTC 19900, KCTC 19901, NBRC 106159, NCIMB 13784",1,1,"Ornithinimicrobium humiphilum",Ornithinimicrobium,humiphilum,-
5625,11-14-5,"DSM 15997, CCUG 23171, LMG 9086, MCCM 01774, CIP 104009, ATCC 51463",1,1,"Ornithobacterium rhinotracheale",Ornithobacterium,rhinotracheale,+
7519,579,"DSM 20116, ATCC 13344, CCM 1649, NCIB 8912, JCM 1330, BCRC 12110, CCUG 23839, CCUG 23885, CDA 579, CGMCC 1.1892, CIP 102364, HAMBI 1850, IAM 12340, IFO 12136, IMSNU 21002, KCCM 41109, KCTC 3378, LMG 3815, NBIMCC 2010, NBRC 12136, NCCB 72018, NCIMB 8912, NRIC 0150, NRRL B-2879, VKM Ac-1105",1,1,"Paenarthrobacter aurescens",Paenarthrobacter,aurescens,+
7523,,"DSM 20115, ATCC 11442, CCUG 23888, NCIB 9541, LMG 3822, JCM 2520, BCRC 12111, CGMCC 1.1924, CIP 106988, IAM 14585, IFO 15510, KCTC 3380, NBRC 15510, NCIMB 9541, NRIC 0152, VKM Ac-1978, CCRC 12111",1,1,"Paenarthrobacter histidinolovorans",Paenarthrobacter,histidinolovorans,-
7619,Cr-2,"DSM 20138, ATCC 14264, NCPPB 1228, CCUG 23889, LMG 3659, LMG 7254, CIP 107004, CCM 4967, JCM 12267, CECT 4207, CFBP 1380, HAMBI 1849, IAM 14586, ICMP 2607, IFO 15514, NBRC 15514, VKM Ac-1987, PDDCC 2607",1,1,"Paenarthrobacter ilicis",Paenarthrobacter,ilicis,-
7576,,"DSM 420, ATCC 49919, JCM 3874, CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988",1,1,"Paenarthrobacter nicotinovorans",Paenarthrobacter,nicotinovorans,+
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,1,"Paenarthrobacter nitroguajacolicus",Paenarthrobacter,nitroguajacolicus,-
7571,"NC, Murein A11.17","DSM 20126, ATCC 7562, CCM 1644, CIP 67.3, NCIB 7811, JCM 1337, BCRC 10368, CGMCC 1.1897, IAM 1658, IFO 12140, KCCM 40801, KCTC 3387, LMG 3812, MTCC 3454, NBRC 12140, NCIMB 7811, NCTC 7811, NRIC 0157, VKM Ac-1121, VKM Ac-1132, CCUG 577",1,1,"Paenarthrobacter ureafaciens",Paenarthrobacter,ureafaciens,-
140618,L14,"CGMCC 1.15420, JCM 31170",1,1,"Paenibacillus aceti",Paenibacillus,aceti,+
11564,10,"DSM 1327, CIP 107437, KCTC 3848",1,1,"Paenibacillus agarexedens",Paenibacillus,agarexedens,-
11570,65,"DSM 1355, CIP 107436, KCTC 3849",1,1,"Paenibacillus agaridevorans",Paenibacillus,agaridevorans,-
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,1,"Paenibacillus albidus",Paenibacillus,albidus,-
134087,20CM,"LMG 22078, CECT 5836, CIP 108571",1,1,"Paenibacillus antarcticus",Paenibacillus,antarcticus,-
11515,"BX 3","DSM 5581, ATCC 29575, NCIMB 13506, NRRL NRS-1438, CIP 104902",1,1,"Paenibacillus apiarius",Paenibacillus,apiarius,-
140521,E3,"KCTC 33574, LMG 28417",1,1,"Paenibacillus arachidis",Paenibacillus,arachidis,-
140714,RC11,"KCTC 33816, LMG 29659, TISTR 2452, JCM 32623",1,1,"Paenibacillus aurantiacus",Paenibacillus,aurantiacus,-
11555,CM1,"DSM 13822, NCIMB 13761, CIP 107224",1,1,"Paenibacillus azoreducens",Paenibacillus,azoreducens,-
11504,"P3 L-5","DSM 5976, ATCC 35681, LMG 14658, CIP 104586",1,1,"Paenibacillus azotofixans",Paenibacillus,azotofixans,+
11585,BP-23,"DSM 15478, CECT 7022, CIP 108718",1,1,"Paenibacillus barcinonensis",Paenibacillus,barcinonensis,-
11552,"KK19, KK19T","DSM 13188, CCUG 43137, KCTC 3805, CIP 107056",1,1,"Paenibacillus borealis",Paenibacillus,borealis,+
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,1,"Paenibacillus bovis",Paenibacillus,bovis,+
140900,BK114-2,"KCTC 33251, TISTR 2282",1,1,"Paenibacillus cathormii",Paenibacillus,cathormii,-
11545,B-142,"DSM 11731, IFO 15958, JCM 9905, NBRC 15958, NRRL B-142, HSCC 442, PCI 221, ATCC 9966, ATCC BAA-725, CCM 1084, CECT 375, CIP 105254, IAM 1112, IFO 3329, KCTC 3758, LMG 14457, NBRC 3329, NCIMB 8144",1,1,"Paenibacillus chibensis",Paenibacillus,chibensis,-
11558,WN9,"DSM 15045, JCM 10939, KCTC 8951, BCRC 17344, CIP 107433, KCTC 8951P",1,1,"Paenibacillus chinjuensis",Paenibacillus,chinjuensis,-
11514,EAG-3,"DSM 11030, IFO 15660, NBRC 15660, JCM 12162, CCM 4527, CIP 104914, KCCM 41400, KCTC 3791, LMG 18047, NRRL B-23119, EAG 3",1,1,"Paenibacillus chitinolyticus",Paenibacillus,chitinolyticus,-
11467,1351,"DSM 5051, NRRL NRS-1351, CCUG 28527, JCM 9072, ATCC 51184, CCM 4538, CIP 103123, IFO 15376, KCTC 3568, LMG 18040, NBRC 15376, NCIMB 12518, NRRL: NRS-1351",1,1,"Paenibacillus chondroitinus",Paenibacillus,chondroitinus,+
11582,B1768,"DSM 16945, CIP 108109, LMG 18439, SSI 068, KCTC 3998",1,1,"Paenibacillus cineris",Paenibacillus,cineris,-
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,1,"Paenibacillus cisolokensis",Paenibacillus,cisolokensis,-
11581,B1718,"DSM 16944, CIP 108110, LMG 18419, SSI 018, KCTC 3999",1,1,"Paenibacillus cookii",Paenibacillus,cookii,-
11509,Yk9,"DSM 10247, IFO 15724, NBRC 15724, JCM 12163, ATCC 51898, CCM 4536, CIP 104575, HSCC 491, KCTC 3759, LMG 18050, NRRL B-23243",1,1,"Paenibacillus curdlanolyticus",Paenibacillus,curdlanolyticus,-
11561,AP-20,"DSM 15491, JCM 11236, KCTC 3745, BCRC 17345, CIP 107805",1,1,"Paenibacillus daejeonensis",Paenibacillus,daejeonensis,-
11606,T168,"DSM 18844, CIP 105967, BGSC 30A1, BGSC 30A1T",1,1,"Paenibacillus dendritiformis",Paenibacillus,dendritiformis,-
11503,,"DSM 1735, ATCC 27763, LMG 15707, VPI 6563-1, CIP 105291",1,1,"Paenibacillus durus",Paenibacillus,durus,+
137699,T7,"CIP 105814, VKPM B-7517, DSM 12974",1,1,"Paenibacillus edaphicus",Paenibacillus,edaphicus,-
11513,"EAG-5, EGA 5","DSM 11029, IFO 15659, NBRC 15659, JCM 12161, CCM 4526, CIP 104913, KCTC 3748, LMG 18048, NRRL B-23118",1,1,"Paenibacillus ehimensis",Paenibacillus,ehimensis,-
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335, CIP 108599",1,1,"Paenibacillus elgii",Paenibacillus,elgii,-
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,1,"Paenibacillus eucommiae",Paenibacillus,eucommiae,-
11588,GMP01,"DSM 17253, CECT 5760, LMG 20987, CIP 108371",1,1,"Paenibacillus favisporus",Paenibacillus,favisporus,-
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,1,"Paenibacillus flagellatus",Paenibacillus,flagellatus,-
11495,"S93, B-14679","DSM 5162, ATCC 49278, IFO 15330, NBRC 15330, NCIB 12809, CCUG 28523, NRRL B-14679, CIP 106935, LMG 12239, NCIMB 12809",1,1,"Paenibacillus glucanolyticus",Paenibacillus,glucanolyticus,-
11590,DS-1,"DSM 17608, CIP 107742, JCM 11221, KCTC 3808, NRRL B-23455, IFO 16618, NBRC 16618",1,1,"Paenibacillus glycanilyticus",Paenibacillus,glycanilyticus,-
11559,"RSA 19, RSA19","DSM 15220, ATCC BAA-95, LMG 19080, CIP 107688",1,1,"Paenibacillus graminis",Paenibacillus,graminis,+
133207,AMTAE16,"LMG 29501, CECT 9124",1,1,"Paenibacillus hispanicus",Paenibacillus,hispanicus,-
11608,SG,"DSM 22253, JCM 12520, KCTC 3919, CIP 108497",1,1,"Paenibacillus hodogayensis",Paenibacillus,hodogayensis,-
11549,"14, NRS-1356","DSM 11733, IFO 15959, JCM 9907, NBRC 15959, NCIMB 13573, NRRL NRS-1356, CCUG 50778, CIP 105253, LMG 18051, HSCC 309, KCTC 3760",1,1,"Paenibacillus illinoisensis",Paenibacillus,illinoisensis,-
11511,YK205,"DSM 10249, IFO 15729, NBRC 15729, JCM 12164, ATCC 51900, CCM 4537, CIP 104576, HSCC 488, LMG 18049, NRRL B-23246",1,1,"Paenibacillus kobensis",Paenibacillus,kobensis,-
134691,YC300,"CIP 108431, KCTC 2393, KCCM 40903",1,1,"Paenibacillus koreensis",Paenibacillus,koreensis,-
24279,AM49,"DSM 27933, JCM 11465, KCTC 0766BP, BCRC 17343, CIP 108253",1,1,"Paenibacillus kribbensis",Paenibacillus,kribbensis,+
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,1,"Paenibacillus lactis",Paenibacillus,lactis,-
11592,"Med-540, 846","CCUG 28515, CIP 104618, DSM 7030, ATCC 9545, LMG 9820, NRRL B-2605",1,1,"Paenibacillus larvae",Paenibacillus,larvae,-
11469,160,"DSM 3035, ATCC 43898, LMG 11157, NCIMB 12780, CCUG 27414, NRRL NRS-666, CCM 3892, CIP 103118, JCM 9073, NRS 666, IFO 15380, KCTC 3456, NBRC 15380",1,1,"Paenibacillus lautus",Paenibacillus,lautus,+
138662,,"CIP 106068, ATCC 14707, NRRL B-2522, CCUG 28883, DSM 2049",1,1,"Paenibacillus lentimorbus",Paenibacillus,lentimorbus,-
140644,LNUB461,"JCM 30712, CGMCC 1.15101",1,1,"Paenibacillus liaoningensis",Paenibacillus,liaoningensis,-
134686,g2,"CIP 108298, CCBAU 10035",1,1,"Paenibacillus lolii",Paenibacillus,lolii,+
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,1,"Paenibacillus luteus",Paenibacillus,luteus,-
11475,"888, NRS-888","DSM 24, ATCC 8244, CCM 2012, CIP 66.19, IAM 12467, LMG 13281, NCIB 9368, NCTC 6355, CCUG 7423, LMG 6324, IAM 1227, NRS 888, JCM 2500, BCRC 14680, CECT 19, IFO 15307, KCTC 1822, NBRC 15307, NCFB 1764, NCIMB 9368, NRRL B-172, NRRL B-394, NRRL B-4267, VKM B-506, VTT E-81138, NCDO 1764",1,1,"Paenibacillus macerans",Paenibacillus,macerans,-
11477,,"DSM 2, ATCC 23464, CIP 103269, LMG 6935, NCTC 10419, CCUG 37394, NCIMB 9934",1,1,"Paenibacillus macquariensis",Paenibacillus,macquariensis,-
132390,R55,"DSM 29850, CGMCC 1.15043",1,1,"Paenibacillus marchantiophytorum",Paenibacillus,marchantiophytorum,+
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,1,"Paenibacillus massiliensis",Paenibacillus,massiliensis,-
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,1,"Paenibacillus massiliensis subsp. panacisoli",Paenibacillus,massiliensis,-
158786,S8,"KCTC 33848, JCM 31672",1,1,"Paenibacillus mobilis",Paenibacillus,mobilis,+
11505,1480D,"DSM 24461, CIP 105815, HSCC 1605, KCTC 3870, VKM B-1480D, VKPM B-7519",1,1,"Paenibacillus mucilaginosus",Paenibacillus,mucilaginosus,-
140932,P5-1,"CGMCC 1.15178, NBRC 111536",1,1,"Paenibacillus nasutitermitis",Paenibacillus,nasutitermitis,-
11562,NEM1a,"DSM 13559, CIP 108049, NCIMB 13845",1,1,"Paenibacillus nematophilus",Paenibacillus,nematophilus,+
11560,TOD45,"DSM 15391, ATCC BAA-93, LMG 19079, JCM 21743, IAM 15293, CIP 107685",1,1,"Paenibacillus odorifer",Paenibacillus,odorifer,+
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,1,"Paenibacillus oralis",Paenibacillus,oralis,+
133265,1DrF-4,"ACCC 19927, JCM 30486",1,1,"Paenibacillus oryzae",Paenibacillus,oryzae,+
159376,MS2379,"DSM 107750, ATCC TSD-165",1,1,"Paenibacillus ottowii",Paenibacillus,ottowii,-
11506,"BD-57, B-14750","DSM 8320, LMG 14832, NRRL B-14750, CIP 103812, ATCC 51925",1,1,"Paenibacillus peoriae",Paenibacillus,peoriae,+
166105,,"KACC 18701, NBRC 111876, ASL 46",1,1,"Paenibacillus pinistramenti",Paenibacillus,pinistramenti,-
11487,,"DSM 36, ATCC 842, BUCSAV 162, CCM 1459, JCM 2507, LMG 13294, NCIB 8158, NCTC 10343, CCUG 7426, BCRC 11168, CECT 155, CFBP 4258, CIP 66.22, HAMBI 1897, HAMBI 635, IAM 13419, IFO 15309, KCTC 3627, KCTC 3858, LMG 6319, NBRC 15309, NCFB 1774, NCIMB 8158, NRRL B-4317, VKM B-514, VTT E-97008, NCDO 1774",1,1,"Paenibacillus polymyxa",Paenibacillus,polymyxa,+
11508,,"DSM 22700, ATCC 14706, CCUG 28881, CIP 106066, NCCB 75017, NRRL B-2309, KCTC 3806",1,1,"Paenibacillus popilliae",Paenibacillus,popilliae,-
133371,TEGT-2,"CCTCC AB 2015258, KCTC 33806",1,1,"Paenibacillus qinlingensis",Paenibacillus,qinlingensis,-
134687,T7,"CIP 108299, CCBAU 10036",1,1,"Paenibacillus salicis",Paenibacillus,salicis,-
11578,2301083,"DSM 16941, CCUG 48214, CIP 107938, KCTC 3993",1,1,"Paenibacillus sanguinis",Paenibacillus,sanguinis,-
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,1,"Paenibacillus segetis",Paenibacillus,segetis,-
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,1,"Paenibacillus shunpengii",Paenibacillus,shunpengii,-
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,1,"Paenibacillus silagei",Paenibacillus,silagei,-
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,1,"Paenibacillus silvae",Paenibacillus,silvae,-
133264,TEGR-3,"CCTCC AB 2016047, KCTC 33807",1,1,"Paenibacillus sinopodophylli",Paenibacillus,sinopodophylli,-
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,1,"Paenibacillus solani",Paenibacillus,solani,+
11556,IS1,"DSM 14472, CCUG 45566, CIP 108130, KCTC 3931, KCTC 3994",1,1,"Paenibacillus stellifer",Paenibacillus,stellifer,-
135094,AM141,"CIP 108252, JCM 11466, KCCM 41557, KCTC 3841, BCRC 17340",1,1,"Paenibacillus terrae",Paenibacillus,terrae,+
132363,D33,"DSM 100035, CCTCC AB 2015273, KACC 18491",1,1,"Paenibacillus terreus",Paenibacillus,terreus,-
11580,2301032,"DSM 16943, CCUG 48216, CIP 108005, KCTC 3995",1,1,"Paenibacillus timonensis",Paenibacillus,timonensis,-
140529,RTAE36,"CECT 9125, LMG 29502",1,1,"Paenibacillus tritici",Paenibacillus,tritici,-
11554,,"DSM 14349, NCCB 100011, MOL 722, CIP 107817",1,1,"Paenibacillus turicensis",Paenibacillus,turicensis,+
24286,,"DSM 27954, CCUG 53270, JCM 18268",1,1,"Paenibacillus vulneris",Paenibacillus,vulneris,-
11601,"R-16776, B2517","DSM 18334, CIP 108306, LMG 22176, KCTC 3997",1,1,"Paenibacillus wynnii",Paenibacillus,wynnii,-
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,1,"Paenibacillus yanchengensis",Paenibacillus,yanchengensis,-
7610,Lz1y,"DSM 15796, JCM 12166, CIP 108630",1,1,"Paeniglutamicibacter gangotriensis",Paeniglutamicibacter,gangotriensis,-
7609,KGN15,"DSM 15797, CIP 108629, JCM 12165",1,1,"Paeniglutamicibacter kerguelensis",Paeniglutamicibacter,kerguelensis,-
7597,AG31,"DSM 15454, CIP 108593, LMG 21914, JCM 13568, IAM 15315",1,1,"Paeniglutamicibacter psychrophenolicus",Paeniglutamicibacter,psychrophenolicus,-
7566,8-3,"DSM 20167, ATCC 19098, NCIB 10355, JCM 1338, CGMCC 1.1898, CIP 106986, IAM 1488, IFO 12678, IMSNU 20369, KCTC 3196, LMG 16694, MTCC 1528, NBRC 12678, NCDO 2403, NCIMB 10355, NRRL B-14730",1,1,"Paeniglutamicibacter sulfureus",Paeniglutamicibacter,sulfureus,+
,,,,,,,,-
12008,,"DSM 15428, CIP 107784, MTCC 4670, CMS 21W, KCTC 3996, CCUG 54527",1,1,"Paenisporosarcina macmurdoensis",Paenisporosarcina,macmurdoensis,-
132033,SMBg3,"DSM 102817, CCUG 68698",1,1,"Paludifilum halophilum",Paludifilum,halophilum,-
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,1,"Pandoraea vervacti",Pandoraea,vervacti,-
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,1,"Pannonibacter carbonis",Pannonibacter,carbonis,+
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962",1,1,"Pannonibacter phragmitetus",Pannonibacter,phragmitetus,-
4992,"Graham Price, Brice","DSM 3493, ATCC 27155, CIP 57.51, NCTC 9381, WDCM 00170, CCUG 539, LMG 1286, JCM 1236, BCRC 14807, CDC 1461-67, CECT 850, CGMCC 1.2244, HUT 8112, IAM 12659, ICPB 3435, KCTC 2564, NBRC 102470, NCIMB 13953, VTT E-90413, CCTM 899, CCUG 1461-67, USCC 1520",1,1,"Pantoea agglomerans",Pantoea,agglomerans,+
4997,EB9,"DSM 17873, ATCC 33244, JCM 6986, LMG 2665, NCPPB 1846, CIP 105207, ICMP 1850, CFBP 3612, ENA 318",1,1,"Pantoea ananatis",Pantoea,ananatis,+
5015,"BD 873","DSM 24232, LMG 5343",1,1,"Pantoea brenneri",Pantoea,brenneri,-
130309,Ca04,"DSM 28482, CIP 110718",1,1,"Pantoea coffeiphila",Pantoea,coffeiphila,+
5002,4778,"DSM 3873, ATCC 29267, LMG 2655, LMG 2657, PDDCC 1591-66, CIP 105195, NCPPB 3004, CFPB 3613, PDDCC 1591, ICPB EC 155",1,1,"Pantoea cypripedii",Pantoea,cypripedii,-
5006,1611,"DSM 30073, ATCC 14589, CCUG 25232, LMG 2603, CIP 103338",1,1,"Pantoea dispersa",Pantoea,dispersa,+
,,,,,,,,-
5014,"BD 872","DSM 24231, LMG 2781, LMG 5346",1,1,"Pantoea eucrina",Pantoea,eucrina,+
140032,"BD 874","DSM 24604, LMG 5345",1,1,"Pantoea septica",Pantoea,septica,-
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,1,"Pantoea vagans",Pantoea,vagans,+
140901,JC272,"KCTC 15476, LMG 28745",1,1,"Paraclostridium benzoelyticum",Paraclostridium,benzoelyticum,-
166175,N24,"KCTC 62083, MCCC 1H00301",1,1,"Paracnuella aquatica",Paracnuella,aquatica,+
13693,,"CCUG 30144, LMG 4049, LMG 4219, IFO 13301, DSM 413, ATCC 17741, ATCC 19367, CCM 982, LMD 22.21, NCIB 8944, JCM 21484, IAM 15021, NBRC 102528, NCCB 22021, CIP 106306, IAM 12479, NCIMB 11627, JCM 6892, ICPB 3979",1,1,"Paracoccus denitrificans",Paracoccus,denitrificans,-
13712,B,"DSM 8536, ATCC 49631, CCM 4333, IAM 14243, JCM 7684, CIP 106074, IFO 16713, NBRC 16713, NCIMB 13628, VKM B-2139",1,1,"Paracoccus kocurii",Paracoccus,kocurii,-
135083,GB,"CIP 108054, VKM B-2222, NCIMB 13773",1,1,"Paracoccus kondratievae",Paracoccus,kondratievae,-
